,exp1,exp2,exp3,exp4,exp5,exp6
AT3G11020,4.912002425,6.209306853,5.310304215,6.890132211,7.919940312,6.989937103
AT3G19580,10.51836725,9.458914069,8.04990758,7.57,7.57,7.570019896
AT4G24150,6.137011765,4.199460886,3.500460173,5.889726592,3.759976895,3.400050061
AT1G75250,6.710662341,7.139445482,6.419930685,6.060084718,6.719822221,3.950107181
AT3G63350,1.504374529,4.339607217,3.829913357,3.379946089,2.959906939,1.510068031
AT5G65080,2.730415888,3.001540327,5.000032732,5.170039792,5.479978821,5.149981709
AT1G56010,5.678875561,4.950793268,5.980300364,7.53998588,7.429971761,6.990029202
AT5G14750,1.750723954,2.219553305,1.640069315,2.00033117,4.57977922,1.140034336
AT3G12910,3.770477501,4.079876774,3.919591813,1.800322185,4.309827355,1.620058404
AT5G67450,7.81839806,6.77910661,5.619984597,5.539865221,4.490041717,5.140018291
AT5G66980,4.640215646,4.780492905,5.419349212,2.040368395,4.909978821,4.580005455
AT3G58120,8.410385082,8.658028381,6.100408187,8.219980746,8.069918491,6.799981067
AT2G16910,3.907150395,2.061078229,3.460290737,4.969965343,4.700035941,5.259963417
AT2G30420,5.909876774,5.828829351,4.31058725,7.359998716,7.349973044,6.929990373
AT4G16780,8.519830564,8.409422377,7.660028881,7.809933252,7.289871639,5.290077337
AT2G43010,9.699876774,9.619614918,9.12016366,9.970008985,10.03980425,6.990078942
AT2G28610,3.191571134,4.209145118,3.100090494,3.569913998,2.90014248,5.11989314
AT2G38250,5.890138629,5.981070527,7.369593739,5.259845967,4.06004621,4.780016366
AT3G62090,3.123943237,5.680023105,5.710078942,6.119824146,4.750082151,6.029972082
AT3G06120,3.249707338,3.060292662,3.440073166,3.820243885,5.719971119,5.269949939
AT1G68150,5.470138629,5.559599515,5.039628396,3.110057762,3.560134779,5.659986843
AT1G03490,3.738952578,3.06004621,3.119730443,1.720183556,3.149847893,0.780043964
AT2G22630,4.530770164,5.028659915,3.290388933,5.309924267,4.719874207,2.760086002
AT5G60890,8.162926621,10.06077787,11.06951095,8.530020538,8.690003851,8.750008023
AT1G74080,4.378120801,3.160300364,3.550431292,5.789910148,5.089881908,3.250006097
AT3G13890,4.941201455,5.719129715,4.590127077,5.25006418,5.749954432,5.039926514
AT5G42910,3.203111461,5.219822862,4.989778578,3.839827997,2.500075733,3.680037866
AT4G33280,6.209676531,5.998321044,3.820508308,6.460052628,6.869980104,6.559970477
AT5G49450,11.3776279,9.838582899,8.000415888,10.16002824,10.37995251,9.640007702
AT1G66140,6.990030807,7.009584112,6.47044862,8.799944805,8.37000706,8.480015082
AT1G18710,6.750554518,7.111455609,8.999372317,5.740161734,6.999964059,6.440005455
AT3G25730,5.941478714,6.901486416,8.829751622,7.539852385,6.39001412,6.60998235
AT4G03170,2.91825943,1.790608429,2.579695785,1.000175854,2.370030165,2.840044926
AT1G68510,2.840924196,3.441509521,5.399616844,3.410160451,4.660018612,4.950004493
AT1G79840,7.458860158,6.718451971,4.710527562,7.449969193,7.209980104,6.900022463
AT1G67970,7.579044997,6.959684233,6.550207944,7.630169436,8.949958283,8.299928118
AT1G01010,6.106272409,3.692040933,6.339980746,6.239844684,5.030068031,6.089957962
AT1G17310,2.40910661,1.831671255,4.000044284,4.230001284,4.240004493,4.309970798
AT5G52260,2.664497755,5.579314554,4.689971119,4.54006418,5.040024389,5.41999647
AT1G32640,11.20041589,11.46995379,11.40963995,9.540041075,9.859992298,9.739979783
AT2G18300,9.72915282,9.178960279,7.830537189,10.62000128,10.62992234,9.420027277
AT2G25900,10.97691935,8.979799757,8.720415888,10.87992042,10.25989988,8.700040754
AT3G27810,3.640677744,4.081378593,5.86979013,4.779739428,2.750118092,4.589975611
AT1G02340,5.358998787,4.711047422,6.070171361,6.959872923,5.969922342,4.760077979
AT2G06020,2.433311703,4.578991086,3.27009242,3.750214362,5.419862654,3.280003209
AT5G63420,7.479322256,7.040246452,7.360107823,7.920145047,9.050026314,9.459920737
AT1G22190,11.29847508,10.30878314,8.730030807,8.88996791,8.640028881,9.090012515
AT3G49760,4.130908793,4.719422377,3.970119375,4.589768951,2.789956357,2.110033053
AT4G11880,3.15254154,4.799368466,3.979772802,2.800350424,5.52993582,4.529965022
AT2G20350,3.970816373,4.50051601,5.169682308,3.519853669,2.380053911,3.220050702
AT5G16560,3.678706125,2.842002425,5.440044284,5.669861371,4.58998203,4.31000353
AT1G72350,2.750477501,3.060808672,4.109713114,2.620326036,5.159869714,3.130043322
AT5G39860,7.32910661,6.750662341,7.610217571,8.739884475,7.839874207,5.880080225
AT3G23230,6.520492905,6.839437781,6.109844042,5.299838266,4.040056479,4.920025351
AT3G02310,4.699075804,4.10193311,6.609780503,5.469934536,4.960091136,6.379998395
AT5G42630,5.12009242,5.178914069,3.769896028,3.230301647,5.579945447,4.730037225
AT4G33450,4.371324681,5.230492905,5.869659203,4.100164302,5.380020538,5.699921379
AT2G28550,8.291987022,9.581301576,11.2696361,9.379939671,8.909989731,8.750011552
AT5G57520,3.9309396,4.538991086,3.230051986,3.499969193,3.260060971,4.210055516
AT3G05690,7.040862583,7.600723954,8.540125152,9.190074449,9.769904371,8.280026314
AT1G63650,6.427905155,5.069160522,3.980462098,6.380041075,6.699917207,5.410005455
AT1G18570,8.998613706,8.09835185,5.960340797,7.730020538,7.889958925,7.249994866
AT1G20700,5.190061613,5.229884475,5.080129002,5.749970477,5.519988448,5.339922342
AT5G11060,8.478875561,7.750184839,7.99032732,9.69004621,10.04999037,9.899981067
AT3G50700,7.410246452,7.570038508,7.620277259,9.060065464,9.569959566,8.939947372
AT4G38960,8.639383869,8.240292662,8.619874848,7.969770235,6.180046852,6.910046852
AT1G60380,5.189645725,4.958544391,3.069988448,3.010132211,4.040066748,5.079990694
AT1G10480,4.45254154,6.1,6.100053911,6.379948656,5.979871639,3.980063538
AT2G13570,2.719707338,2.530462098,3.130090494,3.600025672,3.799970477,3.340065143
AT1G26790,5.131247665,5.940415888,6.479574485,4.270033374,4.530048135,5.28004621
AT3G06220,5.179260643,4.698883263,3.250309991,4.860129644,5.869847251,3.490047493
AT2G12900,2.952002425,4.248929473,2.859853669,2.100102688,2.90011039,4.619984276
AT4G04450,4.550631534,4.958914069,3.550148256,4.3198434,3.099945447,2.25004621
AT2G34440,4.099091207,3.510531413,4.199686158,2.570256721,4.569835057,2.000043964
AT5G40430,1.513419526,3.729514797,3.100238751,4.339833131,3.040060329,3.979984918
AT4G22680,3.300246452,3.458043785,0.920444769,3.230025672,3.429928118,2.310020859
AT2G34830,2.600677744,3.040685446,3.930236825,5.159942238,4.709954432,3.999976253
AT5G27810,2.377473864,0.741871497,3.169509021,0.620089852,1.320011552,1.499994224
AT3G24310,2.578105398,1.350831777,2.429730443,1.030336305,3.649890252,1.940029844
AT1G33070,5.127212008,3.319360764,2.490032732,2.660125793,3.639959566,3.010030486
AT1G66380,5.067581687,3.499784354,3.220044284,3.450206661,5.059867789,3.000052949
AT2G40970,8.119553305,7.82962262,7.340319618,8.99982928,7.669910789,6.280076375
AT4G18960,5.271324681,6.128498181,4.17995379,3.940250303,5.889982671,5.620013157
AT3G46600,10.51872153,9.688413463,7.630202168,8.680025672,8.880003851,8.940006418
AT2G44745,3.990723954,4.459691935,4.060190615,5.049810026,3.569926193,2.420017329
AT2G37740,3.303712188,5.70877544,4.119967268,3.950200243,5.509896028,3.890009627
AT5G59780,8.291432504,9.220962704,10.46998267,10.37986265,9.309965984,8.780053911
AT3G05860,0.860277259,1.041139842,2.51990758,2.04012451,3.009976253,2.639949298
AT1G09030,2.591987022,3.880670042,4.749780503,3.609804892,2.090068031,3.149991015
AT1G49190,5.118536689,4.169876774,4.00988255,3.400088569,4.089908222,2.660000642
AT5G22570,5.709460886,5.359029594,4.10014248,4.840165585,6.130045568,6.83995732
AT4G25440,4.291062826,4.980554518,5.699847893,4.910175854,6.279912715,4.919956999
AT3G61890,9.009661128,8.790793268,9.819892177,9.259806176,7.749996791,7.700068673
AT1G77450,7.631355488,8.511193753,10.05955908,7.770003851,7.800058404,8.709969514
AT2G25000,7.54919903,7.029792056,6.760103972,7.300089852,8.000041717,8.650016045
AT3G54810,10.60023105,10.7490527,9.519892177,8.960007702,9.019974328,8.620005455
AT1G73830,8.539445482,8.179406974,7.410388933,9.429802325,7.889924267,6.710055195
AT2G42380,7.119322256,6.678413463,4.620361977,6.499946089,6.079951865,5.330007702
AT5G44160,3.87755088,2.28966883,1.860167511,2.730197675,4.269887043,2.510018612
AT1G59530,3.719214433,3.209676531,2.790152107,3.579758682,1.70011745,3.530029844
AT4G27410,10.05832104,8.971124439,10.42969579,8.849943521,8.409995507,8.339998395
AT3G56520,1.602680169,3.340500606,3.989684233,2.350132211,3.380034657,3.919980425
AT5G57620,4.440200243,4.570616131,5.369778578,4.219822862,2.840164302,5.399970798
AT1G07520,7.399630322,7.159406974,6.389967268,6.21998203,6.080007702,6.199954432
AT5G32460,2.800415888,3.069584112,2.53016366,3.380163018,4.649824146,1.910031127
AT4G29190,9.288860158,8.550369679,9.03035235,10.85990116,10.08989795,8.500029523
AT5G06070,5.556626684,3.371609642,5.45995379,5.220047493,5.590005134,5.670004172
AT2G28200,7.577489267,5.951055124,7.32002118,7.429878057,6.480104614,8.110006097
AT3G48920,4.618089994,3.381625045,5.489574485,3.280100121,4.059941596,3.150029523
AT5G51860,2.831093632,3.538767738,1.940167511,2.809919133,2.17995379,1.460073807
AT1G74500,0.941586537,1.968898666,0.540336947,2.290065464,2.799978821,2.469994545
AT2G40470,3.996734507,1.88051601,2.549894103,2.000094987,2.739915924,1.430018612
AT5G53200,8.379229836,7.88004621,7.939855594,7.189893461,6.360112316,8.110026635
AT4G21050,3.348937174,2.659206732,1.630292662,3.150093703,3.879881266,2.030051344
AT5G42640,3.222279684,4.698860158,3.219894103,2.670205377,4.270027598,4.699949298
AT3G04410,4.41750467,2.801186052,4.340105897,4.889745846,2.910072524,4.039971119
AT5G39660,9.247766526,7.799992298,7.79,7.789885759,6.900024389,7.280050382
AT2G46310,6.121910006,7.360069315,7.449817086,6.500020538,6.659906939,5.210015082
AT1G06170,2.350200243,2.478606004,0.669924909,0.280193824,1.789972402,1.359991336
AT5G18000,3.037335234,1.31113214,2.779905655,2.289984597,2.170010269,2.330051665
AT2G42280,6.819091207,6.23127077,7.880067389,8.230011552,8.320001284,8.339976253
AT1G17460,6.659599515,6.39990758,6.280204093,7.340151466,8.519956357,7.839969193
AT1G72570,2.698798545,1.919306853,1.019890252,0.450008985,0.52001797,0.800020859
AT1G76580,7.571109035,8.291263068,9.92971889,8.469983313,8.339972402,7.909986843
AT1G78600,8.090015403,8.100593026,8.870200243,9.910023105,10.08990501,8.609995186
AT2G43140,1.082372104,2.620246452,2.939686158,1.310008985,1.379971761,0.940045889
AT1G16530,4.749368466,4.340693147,5.239649576,3.419996149,3.390045568,4.100042359
AT2G31730,8.550107823,8.619353063,7.779780503,6.639996149,6.610056479,7.490011232
AT2G36080,5.749676531,5.540546816,6.250217571,7.379795907,5.790112957,7.549972723
AT4G37850,1.780785567,2.2890604,1.070427441,3.289767667,1.479980104,1.169999037
AT1G28300,3.911894602,5.138967981,3.800190615,4.789744562,2.800095629,4.290018933
AT5G23650,4.618890965,3.899014191,2.620373529,4.559869072,3.540036583,4.110029844
AT3G61910,3.112079442,4.459368466,3.640007702,3.679996149,3.650091136,5.070004814
AT1G31050,4.688783142,3.899422377,3.150300364,4.710016687,4.839975611,4.460040754
AT4G12750,6.959984597,6.949730443,6.600269557,8.000091136,8.709963417,8.139959887
AT3G04420,2.761971619,4.039899879,3.909624545,1.960265706,4.029945447,3.180024389
AT1G13290,3.932279684,5.410177138,5.639847893,4.850169436,6.169902446,4.649985559
AT1G69600,2.211216858,2.999614918,2.499815161,1.540319618,4.02986843,1.980019896
AT1G68120,5.750431292,6.029414676,5.269890252,4.700184839,6.139996149,6.079934857
AT1G32730,6.360015403,6.368475076,4.390317692,6.040057762,6.489978179,6.150023747
AT2G21320,9.399029594,8.770662341,9.629888326,9.049844684,7.840030807,8.320060009
AT1G29570,2.27924524,1.790100121,1.919686158,0.289998716,0.280087285,1.639983955
AT4G09960,5.450646937,5.868236326,3.580371604,5.510053911,5.929948014,5.120001284
AT3G13840,4.857319831,3.121771376,5.419826713,4.519996149,4.490041075,5.130008023
AT4G17460,10.21963032,9.979083505,8.790136704,9.499916566,8.849942238,7.950054232
AT5G61590,11.2471966,9.430231049,9.730227198,10.91009114,11.61992491,10.45000963
AT4G31610,1.79169436,2.888467375,0.899969193,0.740215646,2.419923625,1.230017329
AT5G44210,5.568829351,4.811332383,6.54002118,6.649937103,6.159962775,5.579970477
AT4G32980,7.760184839,7.879853669,7.690304215,9.269948656,8.870048777,9.629976574
AT1G04990,6.839568708,6.560385082,7.06018869,8.04001797,8.18002503,8.569948335
AT5G61430,4.672264281,6.140315767,6.549861371,5.830100121,6.610035299,7.159965343
AT5G56620,3.681509521,4.658929473,3.270412037,5.409946089,4.989989089,4.819969514
AT2G18490,2.299614918,2.051062826,3.429512872,0.900094987,1.640040434,2.269980104
AT2G20880,5.909876774,5.830477501,6.449874848,5.799881908,4.880022463,5.229964059
AT1G02220,6.746780716,4.660554518,5.379976895,5.259978179,5.090033374,5.61003209
AT4G00130,2.617997575,1.32122456,2.910082793,3.339817728,1.920019896,2.230040113
AT5G50820,4.541771376,5.690854882,6.799844042,5.989854953,4.860060971,5.810013157
AT2G14760,3.359861371,3.270269557,3.619909506,3.150163018,4.419972402,3.990042359
AT4G26930,4.969460886,4.620269557,4.969768951,3.770086002,4.439917207,3.150071561
AT2G46510,9.820970406,10.44993839,10.36961877,8.39009242,9.110005134,9.189991336
AT1G42990,10.78052371,11.11927605,10.1798864,9.590003851,9.619962134,9.030009948
AT1G52890,8.069661128,7.851039721,9.199734294,7.820047493,8.18993582,7.189987164
AT5G38800,2.800431292,3.081247665,4.699870998,4.030034657,4.299911431,2.920041717
AT3G10040,5.639537902,5.339607217,4.830300364,6.389933252,5.869997433,5.829943521
AT2G24260,5.667412251,3.99080097,5.030150182,5.809980746,5.660041075,6.29998941
AT4G13480,2.953096057,4.958937174,3.580136704,4.290055195,4.719902446,3.20001412
AT2G22770,8.261386294,9.160192541,9.409690009,7.800037225,8.089944163,7.220025672
AT5G21120,5.48155573,6.488621407,4.700040434,4.910172003,6.250024389,6.629966626
AT5G47670,4.542865008,6.399853669,6.209865221,5.509961492,5.209955074,4.510011873
AT5G60140,4.218906368,3.509137417,2.390190615,3.380151466,4.559961492,3.960016045
AT3G03660,5.006719103,2.880269557,3.230148256,4.000087285,4.679979462,4.359991977
AT5G19490,5.699691935,5.500254154,5.82960144,3.760164302,5.039986522,4.830034016
AT1G66350,7.841124439,8.570154033,8.769649576,6.950033374,7.210019896,7.519979141
AT3G02550,8.246996362,6.300700849,7.210088569,7.669944805,7.239923625,6.050036583
AT2G47810,6.300693147,6.748421165,4.700323469,6.379965343,6.110008985,6.249961813
AT5G07700,5.371910006,6.610238751,6.920127077,7.579951223,7.199964701,6.650028239
AT5G15130,3.081786779,4.238321044,2.060077016,2.46009627,3.209973044,2.790032411
AT2G40220,4.70174057,5.829037296,4.580335021,6.319943521,5.880015403,6.119955074
AT1G06040,12.35990758,12.30013093,12.46999422,12.43990886,11.72991913,10.47006803
AT5G12870,4.852079442,6.199468587,5.50983634,4.660210511,6.299991657,6.170011873
AT1G56160,4.541170649,5.299984597,5.279878699,4.649820295,3.25012451,5.190002888
AT2G32370,5.29070855,5.749353063,4.910005776,4.940050061,5.329888968,3.600016687
AT5G62430,9.410138629,9.499792056,9.230130928,9.909803608,8.379985239,8.150064501
AT2G27220,3.781293875,4.620192541,4.869847893,4.080164302,5.359964701,4.809948014
AT1G54160,6.080831777,6.620107823,6.760148256,7.530065464,8.039890894,6.34004268
AT1G34170,3.209014191,2.570462098,3.169932611,2.820261856,4.859899879,3.299994224
AT1G72830,6.830323469,7.040161734,7.250211795,8.350047493,8.719940954,7.800017329
AT1G32770,3.991571134,5.010346574,5.460094345,5.94995379,5.590014761,5.820011232
AT5G65230,6.597366041,4.890107823,5.030238751,6.27003209,6.519984597,6.280008343
AT5G25470,5.351109035,6.068629109,4.290171361,5.180056479,5.620039792,6.240005455
AT5G17260,3.92084718,4.469399272,3.690075091,4.079930685,3.540086643,4.890023105
AT3G10590,4.542202668,5.968613706,4.170154033,4.970103972,5.780003209,5.830000642
AT5G49620,3.969799757,3.840315767,4.250134779,4.950008985,5.019873565,3.050060329
AT5G07500,5.229537902,4.930223347,5.219770876,4.030283677,6.239974328,5.84
AT2G37630,8.640030807,8.660138629,8.840023105,8.960094987,9.700062897,10.67995443
AT5G42700,5.290308065,5.489414676,4.729767026,3.520216929,5.21001412,5.430005134
AT5G65100,4.470600728,4.859122014,3.720123226,4.360195108,5.879867789,3.82002856
AT4G26150,7.011216858,7.800824075,8.869686158,7.239976895,7.060063538,8.050013799
AT4G00232,3.850292662,4.040831777,5.119776653,3.959970477,3.730071882,4.850023105
AT3G06160,5.621263068,6.438606004,4.630294588,6.160024389,6.350034016,6.87997497
AT1G31640,5.689368466,5.280177138,5.510094345,6.000041075,6.319860729,4.150062255
AT4G02670,4.998598302,4.089414676,3.330175212,4.239925551,3.660026314,4.070042359
AT3G66656,2.220292662,2.41113214,3.879745846,2.559958925,2.240100121,3.799958604
AT2G22840,6.061987022,7.35,7.350082793,7.7800783,8.389928118,7.269989089
AT5G28770,10.71949169,10.38893717,9.010246452,10.28991015,9.589976895,9.230049419
AT1G01060,11.11029266,11.29968423,10.8894089,7.819835698,6.540017329,6.810162376
AT1G01250,5.6676433,4.140793268,5.170304215,6.749761249,4.889993582,4.789960208
AT1G01720,10.45987677,10.37926834,9.429847893,8.640021821,8.810075733,9.989974328
AT1G02250,5.410138629,5.500061613,5.580042359,5.800029523,6.029962775,5.450007381
AT1G03840,2.000646937,2.420623832,3.229851744,2.460020538,2.61995379,1.900027918
AT1G06180,7.119815161,7.00042359,7.549963417,7.360041075,7.68003915,8.289973044
AT1G06850,7.370323469,7.579869072,7.409957641,7.190037225,7.479999358,7.469994224
AT1G08320,8.159399272,7.770123226,7.929917207,7.500015403,7.620008985,7.759999037
AT1G09540,5.810200243,5.93995379,5.880019254,5.980094987,6.719989089,6.549983634
AT1G12260,4.043234687,6.139391571,5.349998075,5.340077016,5.940014761,6.169993261
AT1G12610,11.11058532,11.48792826,8.798677244,1.930177138,3.309945447,2.460088248
AT1G12630,6.250030807,6.270408187,6.799936462,6.469964059,6.190037866,6.779968231
AT1G13260,11.21745846,9.570562219,10.2999769,10.17989603,9.36993582,8.370001605
AT1G13450,8.479938387,8.439892177,8.300115525,8.899992298,8.83998588,8.620002246
AT1G14687,2.239861371,2.150446695,2.729992298,2.690073166,3.259964059,2.699995507
AT1G16490,5.899768951,5.750069315,5.839973044,5.70001412,5.810044284,6.499993582
AT1G18330,9.278321044,8.191363189,9.96009242,10.43990758,9.719890894,8.020057441
AT1G19000,11.71961492,11.4695225,10.85020987,11.93994737,11.53000578,11.62001701
AT1G19040,4.29169436,5.388837053,3.879826713,2.980186123,4.43007124,5.539924588
AT1G19210,8.548659915,7.679306853,6.77990373,6.279964059,5.999998716,5.979999358
AT1G19850,7.800138629,7.889892177,7.750075091,8.139987164,8.039960208,7.420019575
AT1G20910,7.830616131,8.229499394,7.580032732,7.750029523,7.980006418,8.079990694
AT1G20980,10.00024645,10.16003851,10.20996727,10.03999743,10.02000578,10.10998267
AT1G22070,8.210585324,8.590315767,9.000073166,9.380041075,9.699941596,8.78998941
AT1G22810,7.541678957,8.629607217,8.119383869,4.920106539,5.749984597,5.510007381
AT1G25340,3.540292662,3.731763674,6.019643799,4.170107823,5.009929402,3.909990052
AT1G25550,11.43887556,10.70835185,8.570256079,9.900026956,10.11,10.10999134
AT1G27730,13.27744306,11.61886786,10.14970926,8.639942238,8.189979462,7.869991015
AT1G28160,5.979969193,5.960154033,6.15990373,5.66009627,6.409938387,5.450000321
AT1G28370,10.37070855,10.82830564,8.629732368,7.240005134,7.280010269,7.439998716
AT1G28470,6.640246452,6.799738144,6.459994224,6.430059046,6.889987164,6.690013478
AT1G29160,5.22084718,5.770261856,6.109951865,5.860111674,6.73003209,7.22995732
AT1G29280,6.370323469,6.580361977,7.049971119,6.900082151,7.539978821,7.210003851
AT1G29860,5.338567496,4.410731655,5.360057762,5.660016687,5.789930685,4.710043964
AT1G30210,7.800246452,7.960007702,7.970134779,8.670051344,9.06998588,8.849976574
AT1G30490,8.730123226,8.810077016,8.909944163,8.620053911,9.039983955,8.790000321
AT1G30650,5.510924196,6.109499394,5.460100121,5.979992298,5.919952507,5.180040113
AT1G32150,8.680184839,8.799522499,8.180034657,8.359969193,8.119999358,8.110000963
AT1G32870,7.119645725,6.890793268,7.919869072,7.239983313,7.110051986,7.919991657
AT1G33240,10.20918363,9.679568708,9.120194466,10.12995379,9.769969835,9.300022463
AT1G34180,5.329137417,4.769191328,3.720221422,4.87003209,5.120034016,5.650002567
