,exp1,exp2,exp3
AT5G62000,9.640030807,9.659406974,8.890171361
AT5G62020,9.500908793,10.09130158,11.77994224
AT5G62320,4.950246452,5.108505883,3.169830564
AT5G62380,5.45075476,5.939376168,5.129686158
AT5G62470,6.700308065,6.899930685,6.810308065
AT5G62940,6.701155245,7.448567496,5.590040434
AT5G63260,8.960308065,9.160069315,9.249984597
AT5G64060,6.479306853,6.028744633,4.399826713
AT5G65130,4.288613706,3.390816373,4.449905655
AT5G65210,11.84029266,12.02942238,11.2801213
AT5G65310,10.30909121,9.719414676,8.960030807
AT5G65410,2.581678957,3.669691935,3.270026956
AT5G65510,4.919445482,4.559661128,4.119870998
AT5G66300,6.149830564,6.039722741,5.680078942
AT5G66700,9.60155573,10.60896798,9.270298438
AT5G66730,9.000400485,9.259568708,8.700144406
AT5G66940,6.370862583,6.930246452,7.249963417
AT5G67190,4.93160194,5.969869072,5.800231049
AT5G67300,10.18027726,10.35959181,9.83002503
AT5G67580,8.120200243,8.249776653,7.960028881
AT3G09640,1.446330744,5.554667191,11.61039856
AT4G27670,3.343311703,5.495429653,12.54033887
AT1G71000,1.466284534,5.544374529,11.22030421
AT5G59720,5.987119588,4.126862157,13.03028689
AT4G25200,4.465160096,7.81452086,13.68014441
AT5G12020,5.28414348,7.974312916,13.57015211
AT1G53540,6.153188477,8.224713401,14.34006161
AT4G10250,6.121340085,6.994574771,12.93029266
AT5G12030,6.4832963,8.624420739,14.36006739
AT1G52560,6.472603153,8.164497755,14.0001059
AT1G72660,5.271078229,5.974366827,11.64027148
AT5G37670,6.543142267,8.584135778,13.95000963
AT3G46230,7.234821224,10.36333481,14.69005391
AT1G16030,7.661001213,8.314374529,13.990129
AT5G07330,5.680061613,5.722934323,9.530689296
AT2G29500,7.333958641,9.903404123,14.32005776
AT4G21320,7.761571134,8.783866221,13.80012515
AT1G44414,4.138875561,3.414497755,9.250075091
AT2G46240,7.674328319,10.48300364,14.37998075
AT5G32490,-3.219186904,3.788436568,1.759462811
AT4G19690,11.30855209,10.3695148,9.738996862
AT1G54050,7.935437355,11.46200243,14.06001925
AT1G74310,8.295360338,11.77195622,14.31003851
AT3G45380,-1.811404975,3.755109462,-2.589297226
AT3G27980,-2.621540327,-3.620030807,-3.658833202
ATMG01110,4.820246452,4.979183627,3.921213008
AT4G27150,-1.548151608,-0.347273621,3.188688797
AT2G32120,8.6723567,10.20301134,14.11005006
AT1G03070,8.180492905,8.5032963,12.78015211
ATMG00630,6.789399272,6.400646937,7.240985809
ATMG01060,5.656149182,3.162102546,5.890712401
AT3G43970,0.746330744,4.849830564,4.630467874
AT5G62550,8.050231049,8.199699636,7.809039221
AT3G08970,7.661386294,8.563257792,12.78990373
AT5G49590,-3.749337659,-3.316249304,1.548979533
ATMG01090,6.310200243,6.439961492,6.390993511
AT1G17870,6.860862583,7.423311703,11.71994801
AT4G33660,8.321478714,9.282903517,13.05005969
AT4G31940,9.778567496,8.85033117,9.279023818
AT5G64510,7.532572346,9.202680169,12.67998652
AT4G02800,8.130492905,8.449137417,7.329162447
ATMG00160,5.721447907,6.660015403,6.680897241
AT5G26200,6.627674106,5.119122014,3.979368466
AT4G22910,7.859044997,7.239699636,6.849139342
AT3G07150,6.620723954,7.092626258,10.50020602
AT5G25130,0.7876433,-0.736603579,3.670165585
AT5G10695,9.440600728,9.833072953,13.8200231
AT1G73220,8.549029594,7.918174712,5.549541753
AT1G49870,5.421047422,6.099345361,5.249135491
ATMG00665,6.580646937,7.000130928,7.170885688
ATMG00640,6.959707338,6.770308065,7.170897241
AT5G18340,4.313142267,6.351902304,8.820148256
AT4G07490,-1.314701275,2.115987448,-3.089145118
AT5G15450,9.230400485,9.493134566,13.5599846
AT2G19310,8.411925409,9.662395209,12.77011745
AT3G32220,-1.89095828,3.96755088,0.79
AT1G69630,-0.70109691,5.067735719,2.129845967
AT2G30925,-4.56109691,1.207427654,-2.130078942
AT4G03810,0.701232262,1.495925835,-3.789587963
AT5G51440,8.783789205,11.24197932,13.8099846
AT1G30530,6.959969193,6.938036083,4.389534051
AT1G41797,-2.314085144,1.520539114,2.219160522
AT5G25450,9.192064038,10.53250303,13.78003081
AT5G37450,7.471155245,8.219607217,7.709116237
AT4G13390,4.762899092,0.164081867,5.459614918
AT1G61930,6.208367253,5.147435355,1.819949939
AT2G20560,9.003742995,11.43191001,13.90996919
AT2G13880,-1.762298365,3.227935962,0.550438993
AT2G10490,-3.899460886,-3.550238751,-3.859095058
AT2G05080,-2.882883689,1.729260643,0.770277259
AT2G40610,7.110154033,7.208028381,4.649559081
AT5G47830,8.180477501,8.492633959,11.91013863
AT5G58770,7.340970406,7.972657064,11.42006739
AT1G56300,7.191186052,7.962056337,10.63027533
AT1G69440,6.919276046,6.44844427,4.429520573
AT1G53350,6.099553305,5.808875561,4.349383869
AT4G01390,10.12058532,10.49899879,9.1992953
AT4G04300,-2.903222561,1.488220922,-0.81945896
AT5G48850,8.430154033,8.526665192,4.200159809
AT3G12870,8.919922984,8.869453184,8.159235613
ATMG00670,7.070215646,7.2095302,6.600929972
AT4G09150,8.841524924,9.832472225,13.04004428
AT2G07728,5.099645725,4.869946089,4.800883763
AT1G30070,9.072526136,10.71220267,13.57000578
AT4G07730,3.173019041,5.126434143,0.500922271
AT2G42110,7.480123226,7.559383869,6.759251016
AT4G21323,5.412325894,6.92244912,10.09989603
AT4G23493,8.921186052,9.692603153,13.07000578
AT4G25250,7.592221348,2.551501819,4.499797832
AT3G09350,9.403311703,11.5518869,13.99997497
AT5G48570,10.00386622,12.51147871,14.43005776
ATMG00690,8.789799757,8.660123226,8.820824075
AT5G24330,7.130462098,7.427242815,3.849884475
AT3G29732,1.25084718,1.798328745,-0.370512159
AT2G10460,1.533820011,4.006364828,-0.709181701
AT4G12400,9.592787992,11.40184839,13.80007124
AT2G05400,2.501478714,3.460885688,4.610544891
AT4G07900,0.017640022,4.967119588,1.230273408
ATMG00650,7.740816373,8.269922984,8.170793268
AT4G25380,7.000877986,7.572687871,11.05994416
AT1G78390,2.96009242,3.022556943,6.340107823
AT2G04330,2.272649363,3.986495756,-0.559158596
AT2G12210,-0.244285387,3.456226199,-1.439509021
AT2G22930,7.357905155,5.998005276,3.409913357
AT1G05950,6.290385082,6.538528988,4.629489767
AT5G55630,8.529568708,8.25,8.249212508
AT5G53680,5.619815161,5.502587749,8.860115525
AT2G42610,6.375163373,3.238659915,1.500219497
ATMG01220,6.601309278,7.450138629,7.630706625
AT4G03930,-0.014947727,3.260292662,3.6402349
AT4G31840,10.29056992,10.65933766,9.799297226
AT5G45700,7.509784354,7.369091207,6.189393496
AT5G15250,4.820569921,5.191186052,6.730510233
AT2G37700,7.368675319,6.510254154,6.839227911
AT5G62330,8.069707338,7.879946089,7.809227911
AT4G14450,5.363730869,1.301763674,3.590435142
AT1G78430,6.540693147,6.988975683,5.659378093
AT1G36030,-0.433807885,3.576557369,-0.889853669
AT5G35320,9.162094845,10.52220267,13.37995379
AT2G30030,0.238089994,-0.996334022,3.759599515
AT5G12110,9.672079442,11.02198702,13.60005584
AT4G26270,9.010123226,9.092564645,12.42005776
AT1G56600,5.593650575,7.961008914,9.270198317
AT3G28560,0.177131714,4.797335234,1.340342723
AT1G66080,7.722772589,9.522048635,12.17987485
ATMG00960,6.538937174,5.850593026,6.620712401
AT4G11190,8.967366041,7.259776653,6.969447408
AT5G35280,0.855040147,-2.356387933,2.32979013
AT2G14230,3.153314981,-1.179129715,-0.049549454
AT2G22610,7.210200243,7.339306853,6.439347286
AT3G22840,9.310277259,9.49240291,12.6100982
AT5G53990,7.649614918,7.396834628,3.290456322
AT1G21550,6.650539114,7.002818799,10.65984212
AT2G26400,12.14120146,12.9190373,11.66936269
AT5G09930,1.093234687,3.19051601,3.860404336
AT5G57260,5.31075476,5.797158097,2.110883763
AT3G45840,7.738921771,7.038490479,5.079661128
AT2G42050,1.196272409,-1.216310917,3.569393496
AT5G56310,5.329707338,5.138151608,2.739705412
AT5G37030,0.286854455,4.729276046,3.789636098
AT3G20180,0.612957428,2.531509521,4.490082793
AT4G03010,5.798321044,4.708290237,2.489809385
AT2G10840,-1.899276046,-1.431124439,-2.889120088
AT4G36560,0.146222921,4.176988661,0.270475576
AT3G28520,4.040138629,4.126896241,0.100727805
AT5G09730,5.118274834,4.000523711,4.679251016
AT4G03710,-0.050862583,-0.611162947,-2.119095058
AT4G15420,9.250138629,9.342618556,12.73997882
AT1G10400,7.740585324,8.118721529,6.459487841
AT5G59310,3.202618556,4.900392783,5.410483278
AT2G21130,7.940154033,8.041832989,10.42029459
AT1G56530,-3.805486842,-0.879353063,-0.040714327
AT1G61840,7.4,7.397358339,3.97002503
AT1G52870,8.24929145,7.792302789,10.78019639
AT5G52970,6.575656278,3.762241176,6.670344648
AT1G57630,6.440061613,6.480985809,7.759123939
AT4G38770,7.619491692,7.288143906,4.879749697
AT3G16050,9.582957428,11.50162505,13.60999615
AT1G37826,1.370154033,1.472125651,4.230179063
AT3G28210,7.610600728,8.002333596,11.03003851
AT2G23550,5.130600728,5.516873136,1.460261856
AT5G03210,1.27400485,3.87113214,5.340005776
AT2G25140,9.010693147,9.462479927,12.67994801
AT4G17250,6.530431292,6.812279684,9.770080867
AT5G40420,1.356792842,5.758359552,3.629734294
AT2G38890,4.642094845,5.996626684,1.620254154
AT3G26960,3.386133779,0.882988235,4.760061613
AT3G42480,1.536022679,5.436788418,1.270304215
AT3G44380,7.839383869,7.439268345,6.489447408
AT2G38160,6.160077016,6.208074591,3.709738144
AT4G18250,5.991355488,6.868914069,5.459426228
AT5G52680,4.253897027,6.777265919,3.229838266
AT3G30750,0.425914856,4.257828139,1.440496755
ATMG01370,8.861078229,9.559869072,9.390698923
AT3G06360,4.878736932,4.058806247,2.509626471
AT1G52820,9.378213221,8.21839806,6.139824788
AT3G10020,10.71177138,11.8618715,14.29006354
AT2G35480,6.839383869,6.439969193,6.399306853
AT2G22880,7.953114738,3.492287386,6.459801683
AT2G29220,4.009029594,3.383003638,7.279249091
AT5G36900,0.492926621,2.389052699,1.160687371
AT2G12990,-2.297843542,-0.90051601,-1.569320331
AT4G03090,4.962156458,6.359653426,5.909287599
AT4G04610,11.32030807,11.51870613,9.839547529
AT2G33560,7.199969193,7.180392783,7.689225986
AT1G80340,6.96995379,6.937412251,3.580065464
AT3G24510,5.038213221,3.878213221,1.559924909
AT3G02480,6.044670468,2.590931898,3.80051986
AT3G16130,1.096346148,5.209276046,4.270075091
AT1G55060,1.626007276,5.519876774,5.359930685
ATMG01200,7.05155573,8.05966883,7.63068352
AT1G62510,8.108413463,7.082156458,9.88025993
AT1G76640,5.456334022,3.082141055,5.859266419
AT2G07705,6.210739357,6.689645725,6.23072973
AT5G26070,3.582787992,5.387389146,1.999855594
AT1G31370,3.907212008,2.099745846,1.770764387
AT2G13230,5.003931111,1.07278029,4.679944163
AT3G49460,3.433265493,5.547196605,1.909924909
AT2G47180,10.82063153,11.23207944,13.93008857
AT4G13550,6.620169436,6.73164815,8.870296513
AT2G29350,6.309044997,5.688505883,3.749726592
AT2G18650,4.348829351,3.592818799,7.24992876
AT1G26800,9.0523567,10.58180218,12.91993839
AT2G23920,0.446392357,4.589114312,3.439697711
AT5G15010,6.499768951,6.347581687,3.210030807
AT1G62530,5.341001213,5.988613706,4.189555231
AT3G24500,10.80374299,13.2309627,14.48005391
AT5G52640,10.73368138,13.12101662,14.44004236
AT1G66510,7.490462098,7.792033232,10.4301136
AT4G14180,1.864775014,4.957111887,1.209992298
AT5G58150,8.450154033,8.549268345,7.599441631
AT3G03130,7.610831777,8.149222135,7.139420452
AT3G43650,0.04574542,3.767004064,-0.119715039
AT3G47440,5.494054338,1.640785567,2.660404336
AT2G23110,5.191817586,6.370723954,7.310404336
AT3G26320,4.74496313,1.482264281,4.419445482
AT1G79770,5.124655065,1.662533838,4.950102047
AT5G25840,2.68414348,5.368952578,4.010539114
AT1G11610,4.219876774,4.137620195,1.050023105
AT4G30650,9.08924524,8.599329958,7.729495543
AT1G01940,9.020077016,9.071540327,11.07031384
AT4G39180,5.96075476,6.448860158,4.969520573
AT3G07990,7.889507095,7.569691935,7.169401198
AT3G01260,9.568675319,8.709445482,7.989514797
AT2G25030,1.072880412,2.941532625,4.929924909
AT2G21940,7.841309278,8.691779078,11.00008857
AT3G52770,0.676099695,4.627774227,1.740323469
AT4G03270,6.709214433,6.199175925,5.129543678
AT1G46336,-0.973746272,3.079021892,1.809730443
AT5G62210,8.678844755,7.929899879,7.799406974
AT2G10630,0.906238325,4.947681808,1.940256079
AT2G22290,5.583977321,1.682603153,5.059913357
AT1G10420,4.028367253,2.968136204,0.550005776
AT1G18680,6.086426441,3.772618556,7.170105897
AT4G29600,0.411786779,1.571717465,3.800038508
AT2G20720,3.569214433,3.061748271,5.330300364
ATMG01210,7.481771376,8.62995379,8.570573772
AT1G80110,6.37990758,6.317350637,2.880677744
AT1G30795,2.843003638,4.787158097,1.100685446
AT1G27790,-1.319214433,-0.810184839,-1.049335734
AT4G35010,2.343527349,4.627258218,1.069951865
AT3G28000,4.470184839,4.587119588,0.850425515
AT1G18590,9.979676531,9.768706125,8.089643799
AT4G38690,4.002510733,5.628374955,3.519593739
AT2G04830,2.875887327,0.209360764,-0.619380018
AT4G31260,3.752218071,5.186865434,1.120273408
AT3G20160,5.884932324,2.601571134,4.639534051
AT1G26860,-0.674528562,-3.609145118,-2.499478214
AT3G02640,9.880077016,9.929507095,9.289422377
AT2G20970,4.316287812,1.909568708,1.350670042
AT5G06040,1.444343722,4.257027169,0.40009627
AT2G22240,9.229260643,8.750777865,9.760544891
AT1G26410,7.514454823,3.920492905,4.559876774
AT2G05500,-0.043576836,4.118536689,2.219901804
AT3G50320,2.846272409,0.433165372,4.539747771
AT1G61340,8.690477501,9.002364402,12.0698864
AT3G52600,3.38244912,4.967627896,1.889847893
AT1G52770,4.494701275,1.062510733,4.320050061
AT1G15045,8.489768951,8.339792056,8.069391571
AT3G49280,5.694269983,1.982410612,5.110023105
AT3G13220,1.423327106,3.577874349,0.820685446
AT5G58782,4.664778291,1.281239963,2.890390858
AT4G39235,6.280354275,6.510970406,7.770427441
AT2G07693,5.11929145,4.660053911,4.730670042
AT4G13770,11.23983056,11.12980746,10.87938772
AT3G43750,4.731047422,5.40712729,1.680242602
AT4G16020,1.582526136,3.220731655,4.170279184
AT2G07738,3.330415888,3.599653426,3.150689296
AT3G60420,4.715144692,8.048883263,6.599586037
ATMG00510,4.881663553,5.958012978,3.380770164
AT3G20540,1.254682594,4.290115525,4.440107823
AT3G43100,-0.283792482,3.738983384,2.419976895
AT1G72100,1.883311703,4.030539114,4.730221422
AT1G27620,7.795070953,4.601008914,5.909632247
ATMG01180,8.110569921,8.479738144,8.140664266
AT3G01410,8.180169436,8.28948399,7.619441631
AT2G02550,4.460585324,4.837335234,1.380670042
AT3G43040,1.272433717,2.849414676,2.090593026
ATMG00720,2.61990758,2.559584112,2.020710476
AT1G72670,7.039491692,6.709745846,6.379426228
AT1G76080,8.801324681,9.661786779,11.98003273
AT5G26970,0.285514371,3.857350637,0.420309991
AT4G27657,7.456349425,5.092672467,8.560030807
AT4G07640,-0.192649363,-1.907050274,1.919391571
AT1G02700,5.421170649,6.181478714,8.100180988
AT4G15830,9.339984597,9.329537902,8.729443557
AT4G24410,0.494513158,3.41962262,2.930286886
AT1G64940,1.173373316,3.357265919,-0.189376168
AT3G09710,6.999044997,6.379584112,5.839493617
AT1G52790,6.216888539,4.199175925,3.129859445
AT5G23480,5.170215646,5.311686658,7.500200243
AT5G14560,0.565221709,3.947858945,1.170433217
AT1G19410,5.621232262,6.417050274,2.590506383
AT3G47320,3.229430079,2.857751122,-0.059896028
AT3G02120,8.380631534,8.789584112,8.249410825
AT1G01190,10.58913742,10.03006931,10.1193935
AT2G32740,5.041247665,5.847866647,3.079849818
AT5G35480,-0.034223773,3.707712614,0.740279184
AT1G14200,8.743650575,11.11124766,12.72972659
AT3G59340,5.627304428,3.878336447,1.720229124
AT4G10990,4.873992724,0.981139842,2.459913357
AT4G29770,5.700462098,6.001216858,7.580329245
AT3G53230,10.15097041,10.78158654,12.84015211
AT5G11410,3.422418314,4.988521286,3.06959759
AT1G05440,6.740693147,7.18929145,6.269470513
AT5G56370,2.351478714,3.311186052,4.850236825
AT4G08450,3.867520073,2.258197817,-0.079711189
AT3G28740,8.110169436,8.222633959,11.63962262
AT2G29450,8.621879199,9.841832989,12.21988255
AT2G40130,4.595471438,1.660261856,2.000527562
AT5G15780,2.773927834,5.317273621,1.780023105
AT1G70880,6.778336447,5.699684233,5.289537902
AT1G33820,1.751447907,2.687820437,-0.139256792
AT5G15590,2.444636384,5.447181201,1.790129002
AT3G54630,6.668644512,5.790030807,5.829439706
AT1G20290,3.445548455,0.562680169,4.039973044
AT5G51490,6.745471438,3.810231049,4.109778578
AT3G27510,2.430723954,2.899183627,1.840712401
AT1G37110,3.300446695,3.587774227,0.699971119
AT5G28810,-1.116826926,0.937627896,-2.139347286
AT1G80320,6.107304428,4.359021892,3.09068352
AT2G32360,1.674790417,4.779722741,4.419518648
AT5G01780,7.040246452,7.199137417,6.079535976
AT1G07190,1.251170649,2.00966883,1.580621907
AT1G27940,3.310877986,3.877165798,0.200367753
AT3G12160,2.972895815,4.847612493,1.750666191
AT1G10810,6.729753548,6.568405761,4.499788205
AT1G35040,2.494312916,5.290454396,5.880001925
AT4G16010,0.085421951,3.59915282,2.499653426
AT3G42080,0.464559368,3.41868302,1.710442844
AT3G25650,2.454975256,5.679691935,5.280130928
AT5G11680,9.960061613,10.00173287,12.25017521
AT5G01990,7.691278471,8.521440206,10.39015211
AT4G29050,6.29089339,6.868028381,4.309834415
AT2G41160,10.43130928,11.28161734,13.38007317
AT1G36560,1.524775014,4.617473864,1.34
AT5G05940,6.411925409,7.65712729,3.930231049
AT1G18280,4.941201455,5.7176433,2.659976895
AT5G02890,7.078721529,6.249206732,5.219639949
AT5G19875,9.02080097,9.541463311,11.44019447
AT1G07350,11.13206404,12.4714094,14.30004236
AT3G17615,9.261293875,10.10185609,12.50995379
AT4G33980,5.498690722,4.650431292,5.210585324
AT1G67360,10.66104742,11.34184069,13.73000193
AT1G09950,2.618228624,1.471632747,3.590319618
ATMG01130,7.500569921,7.869884475,7.720608429
AT3G16970,3.903142267,5.937289024,2.420585324
AT1G65740,2.987889752,1.621340085,3.360408187
AT5G61400,6.248798545,5.469406974,4.699584112
AT5G47610,4.760107823,4.830885688,5.98042359
AT5G46270,5.72004621,5.747943663,3.079959566
AT1G75830,3.002865008,4.857134992,1.140546816
AT1G09410,4.58500934,1.352703274,4.859736219
AT5G17310,8.989614918,8.741409399,10.57030999
AT3G07710,4.034839904,0.692618556,4.089817086
AT4G15760,3.312972831,5.239306853,4.33945896
AT4G01420,1.93,1.931940812,4.450084718
AT3G13470,10.79129387,11.63167125,13.80003658
AT3G43530,-1.037720316,0.439006489,-0.849372317
AT3G09130,4.925887327,2.259537902,1.660521786
AT1G08090,9.44080097,9.958205519,7.62979013
AT2G15535,3.670585324,4.049830564,3.829395422
AT1G60540,3.272479927,4.877535477,1.680654639
AT4G33970,3.233619769,5.577304428,2.080537189
AT1G35660,7.800184839,7.921655852,10.07017329
AT5G46230,8.957905155,7.599460886,6.899666904
AT4G21990,10.71961492,10.468606,8.659755473
AT1G61940,5.249584112,4.978113099,2.529951865
AT4G03650,3.655533052,0.76249533,4
AT1G41795,3.286041359,0.722017828,3.339449333
AT4G05080,4.520462098,4.817389146,1.430283035
AT1G63600,4.110723954,4.57948399,3.909460886
AT1G19190,6.879784354,6.738482778,4.769784354
AT2G17900,7.370385082,7.62174057,9.880113599
AT3G12190,0.001293875,0.842017828,3.459403123
AT1G26530,5.720723954,6.187312129,2.70051601
AT4G08210,6.020508308,6.349183627,5.289535976
AT2G19360,0.682264281,2.150277259,2.510379306
AT3G28510,10.09192541,11.3385752,9.489634172
AT1G34340,6.879830564,6.769922984,6.669420452
AT2G24370,2.345052273,5.618405761,3.55035235
AT1G33500,4.391263068,5.211062826,6.590258005
AT2G22920,8.388567496,7.459476289,6.779603366
AT5G35190,7.858120801,6.641001213,7.939356913
AT2G06640,0.883450333,3.117319831,-0.359924909
AT1G31450,1.984821224,5.108344148,2.960400485
AT3G03410,1.145206305,4.518274834,2.280329245
AT2G42930,4.468136204,3.25806689,0.750437068
AT5G38180,1.524620981,4.517897454,1.789867147
AT4G08300,8.848182414,7.669946089,7.5995302
AT2G18920,5.020723954,5.488898666,4.059603366
AT1G44800,11.5900154,11.59902959,10.33961107
AT4G30230,3.453311703,5.600261856,5.939401198
AT2G19230,2.064343722,4.877235113,1.290263781
AT4G31500,12.22909121,11.63875234,10.0197728
AT5G42900,2.949029594,2.319976895,2.290625758
AT1G66850,5.220970406,5.847473864,2.570152107
AT1G78370,9.330970406,9.95948399,9.289464736
AT3G12050,11.10227968,12.58117835,14.11006546
AT4G24780,12.08984597,11.98920673,10.95958026
AT1G17380,6.839676531,6.629206732,5.599591813
