,exp1,exp2,exp3,exp4
AT3G46600,11.4848157,41.68460471,46.39592599,60.82351566
AT3G19860,8.990982208,19.2868695,41.64081329,69.8913573
AT4G00050,63.82680667,26.47409499,27.21282743,8.94373593
AT5G13330,0.246754568,4.165387521,7.184977273,22.41216763
AT3G14230,32.57742987,45.19731717,63.2490315,94.89901015
AT2G31380,61.14453274,27.56176651,25.74187486,8.211826906
AT3G11450,10.00156093,18.10842775,29.23248917,68.01318475
AT1G42990,30.56718047,36.69633009,31.47893504,46.04824738
AT2G43010,4.111957715,45.43607456,61.5953159,50.93633756
AT5G62430,59.3218267,22.07204615,14.64138303,5.02907846
AT3G17609,52.73354763,24.41955697,13.17840274,3.872904243
AT2G37060,3.929703217,12.77543648,23.96588235,37.71359559
AT5G59820,37.58555278,40.45683434,46.95546506,38.62252152
AT1G06040,83.19392522,93.1891751,78.97262706,57.58153241
AT1G49950,16.18097424,36.81762249,33.87719556,36.92512126
AT1G51070,55.0978623,33.61096593,25.55517002,12.62371299
AT3G10490,4.354477116,6.832797889,13.04925248,32.56358067
AT3G11100,4.373102989,20.48718746,29.73838026,51.24292237
AT1G09770,12.24281096,32.0333732,42.73097772,57.96400979
AT1G75410,8.723514064,26.97260695,39.49084025,52.58202484
AT5G61600,1.064389182,8.278665036,13.46010044,30.60553594
AT2G20880,17.80664832,41.94567305,54.97763051,49.22160403
AT5G03720,6.04186518,36.49778358,34.81296566,49.85810211
AT3G02380,50.43349256,21.83420391,15.63249535,7.769857423
AT4G34000,61.31463958,95.78797898,64.46491394,47.54474744
AT3G61890,50.97871452,54.68774707,44.926465,21.0108469
AT1G21450,7.640684405,21.58092304,28.77130961,33.59570367
AT3G19290,8.712836762,28.63616071,29.88834856,35.31970213
AT2G18328,41.05230343,6.279354147,9.038994538,24.53322701
AT3G22170,7.439181623,13.57608375,22.01921686,40.97807262
AT4G14540,29.66585582,49.68899865,57.4681367,59.59693538
AT5G20240,0.126030421,0.2840955,1.028439507,7.876908953
AT1G22985,23.43695169,59.53379585,50.15284642,32.18070005
AT1G30970,7.068897298,16.92311025,33.3614517,40.39894083
AT5G07100,0.390346766,2.192118149,10.90267678,21.44743858
AT5G48250,4.70323567,5.927847052,12.52717289,30.80115307
AT2G40140,12.06086509,16.55314903,17.71447949,25.18573528
AT3G53340,5.278581146,13.48989724,20.4791539,22.87765859
AT3G02150,7.452160694,18.67185303,17.52736153,23.16072318
AT1G68840,1.636642681,20.55180669,19.04584308,16.60178858
AT1G25560,1.143152222,12.31942718,15.64727418,19.91963288
AT2G03710,10.05202855,15.39525209,32.93872293,44.20162041
AT3G09370,5.301515239,7.977600086,12.65271022,23.71850041
AT1G79700,1.563318499,23.98843617,27.3860215,27.72133858
AT2G47190,0.030077787,0.434377508,3.375247094,7.225787075
AT2G41710,6.549714134,10.25900455,18.08522116,37.11082151
AT4G32040,9.907102104,15.63031615,18.09327925,22.44468484
AT2G35940,25.82079333,35.1324492,30.84230325,35.56774648
AT3G04670,10.1345204,43.99137675,31.34637103,21.54705346
AT3G61630,6.515716117,15.42798401,23.09367524,33.61408542
AT4G17230,6.35587246,16.07943245,19.44860766,28.91628111
AT4G06634,5.269894737,9.916619725,14.74525671,34.32471241
AT3G29035,0.114412423,2.257349583,12.7702401,16.51140681
AT5G26880,41.88381601,30.54521692,47.81495828,62.74436012
AT3G44750,30.54961682,44.13536476,23.60740652,14.36114011
AT1G03040,16.12101714,16.21071189,21.75689313,35.67218487
AT5G42520,6.065820859,15.52210711,24.14684846,37.36556521
AT1G54060,16.42729355,28.33658617,25.11399775,40.65912907
AT1G30500,5.170484875,12.88264828,25.72235139,31.196976
AT5G23090,3.943088049,9.593448492,13.08760304,22.48332443
AT5G24590,5.970876831,10.52465746,15.64632321,20.6824655
AT5G44190,33.57326372,29.74959541,26.59734998,16.46965923
AT1G03970,8.829666826,17.48603343,25.53617861,28.31932568
AT3G46640,2.430402603,4.521761948,10.45751415,18.46835915
AT1G01520,27.42126528,8.027492462,4.073828703,1.40499355
AT2G21320,29.28785504,12.95668115,10.47260176,4.267906361
AT2G45660,5.547944393,26.03089763,33.02280868,30.04170939
AT5G59570,0.404100699,0.927154161,2.128244655,5.940640263
AT1G71030,1.385633111,25.44426327,27.49465465,22.11402285
AT5G61590,0.557288733,12.44323162,22.03725441,26.00090601
AT4G17500,1.691015461,6.964656051,12.07535607,17.62334827
AT1G78600,8.110881895,17.88300424,17.91655394,26.54727752
AT3G02550,0.137091572,10.99999626,26.54967602,21.50185145
AT5G06110,11.34566221,19.97741127,23.18184628,36.36690286
AT3G22100,4.047059417,14.74316917,31.63895482,15.35487581
AT1G07900,4.202831334,3.327185738,4.774299337,9.43857605
AT4G00940,24.85313994,4.808818498,3.394871062,1.385980425
AT3G50700,0.292948764,15.60600339,23.42205552,24.2865172
AT3G48590,16.82712161,27.84536601,38.48626705,42.64658864
AT3G59060,25.117731,39.29975155,45.15340402,35.86754531
AT4G16780,3.383067197,3.732785438,9.851914056,24.09291929
AT5G11060,11.3577181,25.47212926,26.47914871,28.79631577
AT1G19350,42.01595227,26.190258,28.19949124,20.27288207
AT1G77450,26.27114294,16.62659227,5.660890316,3.952551148
AT4G36540,26.77812567,22.23757872,18.95578179,15.55554904
AT2G24830,3.316405684,5.42380726,11.71261279,21.26012406
AT5G15840,0.546967076,0.376138758,1.457840954,14.56019716
AT2G47890,0.797368003,7.902074635,16.27338136,22.21501312
AT5G22290,7.320292085,8.83782998,15.30361735,24.92210978
AT3G53370,2.37420159,3.421434757,6.808869194,20.35104685
AT4G35580,8.044757841,11.98051935,16.0266427,26.0401326
AT3G46090,1.639541982,20.03203594,20.31220397,23.49003382
AT1G67310,7.555377245,14.70782574,21.14051909,29.22797568
AT4G14410,28.33100129,23.14512836,24.14554181,32.58742619
AT1G76580,0.996592256,4.072764002,10.02433797,15.29028239
AT2G20280,13.99890808,23.90774282,29.69459899,39.02669043
AT1G09710,2.401620944,5.627235086,15.24863083,25.0767349
AT1G50600,12.52886206,22.19844284,25.64833483,30.86517775
AT1G19490,26.32553971,13.54925577,7.751708686,3.213136897
AT5G38860,2.694404336,4.794544506,9.036563567,17.81719209
AT3G13040,29.64641518,36.99486651,35.95527187,40.19028715
AT4G30935,5.922861428,10.39670971,15.92546274,23.13511459
AT2G47210,8.121521151,5.635422306,8.925334572,14.1384165
AT1G28520,11.63181605,21.06340285,31.99084545,29.58298678
AT1G19700,25.4869144,14.65680502,13.13768122,8.170849593
AT4G40060,13.82134702,20.81761465,33.39485617,31.15363761
AT2G34720,24.91730391,16.10923818,10.17473198,5.998972049
AT1G22640,4.508994068,25.2487067,22.9637144,18.51388005
AT2G42280,1.479247608,2.765575954,7.252669914,17.6900241
AT1G28050,1.208186957,2.179590202,6.777733966,18.21294949
AT3G46070,0.000568766,2.954813549,9.292381744,15.24011161
AT2G18300,8.630000692,19.01918266,20.44206976,21.52845132
AT5G63470,3.925434159,21.75801592,21.88181503,18.99978057
AT1G75540,1.723372624,8.851455937,12.4036291,22.2047876
AT4G34680,3.629678899,7.155692634,12.55137122,18.33511171
AT4G38620,20.96187011,9.901643543,7.124877865,5.221880336
AT5G11270,32.95652225,25.28280387,23.75477967,20.32175647
AT4G37790,22.03708381,27.66505045,28.05852814,36.28713112
AT5G57150,1.756281552,8.411433602,11.78964681,21.86671404
AT1G01260,1.950191963,2.947679284,8.239348948,13.67616642
AT2G41940,11.96995019,16.90480161,23.14859464,16.83258626
AT5G56860,25.39587595,19.55845447,15.30900687,15.41569527
AT2G16720,4.716837553,9.066647964,14.11439965,20.34102509
AT2G23760,5.618910006,15.53795038,22.94087767,21.03499917
AT5G49520,1.345123419,1.986098966,2.757179769,5.558406871
AT1G26790,17.27827035,3.104161093,4.358784739,1.004967749
AT2G46510,4.982681074,13.71267633,18.9810285,19.4251066
AT5G67420,10.23432666,22.31659226,26.93002041,27.24780541
AT1G74930,4.10518869,5.086005834,12.92151806,20.99263058
AT5G39660,17.75528573,19.23757417,8.130667161,2.945330849
AT2G20180,2.483601748,10.8014517,14.32029497,18.91556945
AT5G08190,5.278253191,6.593390473,9.635340797,14.94519652
AT5G09330,8.548649768,6.730468901,10.38352114,18.50309643
AT2G33480,7.942450796,15.47631885,17.96039105,24.05295941
AT1G32360,5.351220132,11.68714877,12.84636666,18.55910834
AT2G02740,19.15845885,5.963492006,9.795779669,6.362870003
AT1G32330,6.228709456,4.720287014,6.956224503,10.45432109
AT2G22300,5.799495408,8.372554004,12.68835196,18.17208315
AT3G60030,10.82168531,19.57284366,18.35514088,20.55025717
AT1G14685,4.242947879,9.165441946,12.6083752,18.45401884
AT4G34990,2.152064366,7.679392398,10.73623054,14.32813526
AT3G47620,1.729323141,8.600371989,11.49848411,19.04066491
AT5G47640,25.90884938,19.93323869,14.00343315,20.75165044
AT5G04240,3.922933438,8.770041846,9.096246837,12.94224363
AT2G42400,5.959100564,11.67464424,16.69306129,17.64813218
AT1G74250,6.719548164,9.566053013,9.979592192,19.2060146
AT1G20640,30.79247508,22.87344638,18.56080155,15.46909168
AT1G44810,6.82232809,8.52649252,12.36336332,18.02408574
AT4G35550,14.90822885,26.48114974,19.85746204,11.47635245
AT4G00270,8.36088178,7.747260957,9.780658361,20.03795607
AT2G22800,2.094717792,5.822646809,10.86141018,17.25184375
AT5G12840,18.70955053,26.76019685,20.50436589,26.20523699
AT1G68920,3.501616573,11.89620435,13.48838707,19.51885495
AT3G52250,4.156756878,8.087721001,13.70432,18.68990097
AT5G46760,9.143151145,9.928572873,14.39146004,21.55897096
AT1G71130,4.260596107,7.356407673,10.53212868,12.53722466
AT4G25440,4.423809249,8.626113214,9.508253448,13.45719042
AT5G64220,6.360927412,5.984013221,6.087165521,8.666336048
AT4G36870,6.159530643,8.915589945,13.51138816,19.55892905
AT1G49720,1.288822342,5.559916366,12.69816751,15.3077721
AT1G07640,3.091675241,6.598324367,9.125417814,15.63500016
AT1G64380,3.079038701,3.280343493,5.956158269,8.422261695
AT1G17460,0.232507345,2.867758739,8.778252293,12.70897532
AT5G61420,12.84003088,2.614925679,2.036492327,9.706690876
AT3G01470,11.3885793,9.20517129,18.32920069,21.45595989
AT2G47260,1.010071433,1.381137731,2.454313842,7.344209003
AT5G61270,17.38284687,11.39473802,9.353923625,8.163811855
AT4G02590,9.305327127,11.00451113,14.98641409,21.43796878
AT2G44430,1.693319425,3.352619468,8.178026314,8.588220716
AT1G07530,9.852722028,13.60268788,18.96103331,19.48012955
AT1G13960,2.885719525,6.622260444,8.651118348,10.49521934
AT3G16857,5.397748406,9.284256721,11.28428554,15.73310295
AT3G12480,10.44778351,19.7088674,18.67607419,19.83217406
AT3G25890,4.299354083,6.138242858,8.030640198,18.00470792
AT2G01570,15.91010076,21.62684359,28.19797266,27.77182758
AT4G24540,13.59680663,7.3997737,5.636705412,1.047027116
AT4G39780,4.092967076,3.92286438,10.65599833,10.63016376
AT4G25610,1.511959046,6.491947757,6.085316473,11.01611331
AT1G67970,1.265022527,1.382527562,5.492394131,11.63296627
AT1G05805,2.034896278,6.689142994,7.803345226,13.18202336
AT1G02220,1.574386815,3.582807716,2.085186893,4.997276264
AT5G62610,16.59437155,13.33058373,10.08786471,7.979874495
AT2G32250,2.998076631,3.395817215,1.972064822,2.982337588
AT5G50915,11.1535275,8.699631092,5.825694373,1.063971921
AT5G25220,40.53810738,35.90306508,36.41035825,41.99161659
AT1G19510,3.079894352,7.724703416,13.20344696,4.586905495
AT3G07340,0.889157306,1.706293689,3.994128874,6.002204864
AT4G31550,6.157048713,6.41018946,7.886340027,13.18410185
AT5G41020,2.782687949,6.355332454,8.945350489,14.40591262
AT1G01350,7.578662398,16.2113467,18.91165317,13.50813792
AT1G79430,14.29173435,18.10546556,21.73228034,26.09972547
AT2G19810,0.950800007,5.105411267,8.308797896,5.16025149
AT2G45190,7.090995051,12.25825236,14.22427103,18.44669668
AT1G15790,0.619064116,0.952171361,2.287238815,6.008166548
AT3G51120,4.384119953,5.007265578,7.076344777,12.44805305
AT5G16540,15.87453386,13.45374854,11.49506303,12.47673574
AT1G17520,3.710700079,7.34639073,10.39015679,12.83305507
AT4G24470,8.581509078,11.22544002,14.65330216,19.36090912
AT1G70000,12.45902786,7.410674734,4.876847058,2.493986875
AT3G20910,1.395466719,3.819212437,5.474360372,11.08898498
AT5G40880,5.904036775,6.094996406,6.067221486,9.518198349
AT2G27050,11.06728194,17.72448944,21.53698068,21.23588294
AT5G44080,4.486151972,10.46840446,13.61910083,15.18993447
AT1G10320,5.453917978,5.028300235,7.367382194,13.32200616
AT4G09460,2.281653099,5.673280596,7.859280853,12.2349819
AT1G75340,5.775273793,7.197673123,12.44119684,15.50773952
AT5G63280,3.702231242,4.903577109,9.399237852,13.10495321
AT5G53200,8.626244334,9.894368209,4.972762854,1.277987934
AT1G72050,13.44763879,11.57231936,14.06050735,21.96485543
AT1G30330,0.748509906,8.589177651,9.972730828,5.778877672
AT5G65060,3.837227968,5.021484818,8.798299594,13.46591897
AT4G38960,9.824086586,5.080696299,2.714878443,0.820975194
AT4G17880,11.60130416,7.987914897,7.324846866,4.93887411
AT1G10610,2.326538922,5.125316537,7.591333096,12.78085085
AT3G50750,7.706260893,9.061313713,11.50524433,15.31167448
AT1G06070,3.950722413,7.702272766,9.827271739,14.06092257
AT1G01060,127.3100204,70.291636,36.29614204,7.348774246
AT1G01250,2.209871383,1.541909121,0.834103074,2.439955748
AT1G01720,478.2817645,217.4124305,127.2875744,73.92324805
AT1G02230,0.057391821,2.092064694,2.596104357,4.222034754
AT1G02250,0,0,5.65E-06,0.087999551
AT1G03800,0.384960529,0.180006161,0.227990373,0.078004685
AT1G03840,0.063987677,5.39E-06,0.042000642,0.051998331
AT1G06180,4.074601633,2.005861884,0.930032475,1.436085681
AT1G06280,0,0,0,0
AT1G06850,1.069942815,0.773054297,1.195994545,1.110991945
AT1G08010,2.614037931,2.811095372,3.554010654,3.719983827
AT1G08320,0.029003658,0.047997433,0.027999743,0.024000899
AT1G09540,0.025994994,0,0,0
AT1G12260,0.315006739,0.3499828,0.216006033,0.30999294
AT1G12610,0.216981516,0.121433345,3.496852129,1.19300552
AT1G12630,0,0,0,0
AT1G13260,2.207916417,17.35222874,19.1338237,16.38699355
AT1G13450,8.574445077,21.27428295,46.84889094,76.31010988
AT1G14687,0.168149412,0.943959695,0.630054682,1.481971761
AT1G16490,0,0,0,0
AT1G18330,8.101106262,24.23241389,35.24527252,23.91078907
AT1G19000,82.05157825,142.1804148,192.1517795,235.4563664
AT1G19040,0.58192799,0.208008985,0.277987164,0.077998556
AT1G19210,0.365949169,0.102004364,0.136187214,3.05293951
AT1G19790,1.96E-05,0.101986907,0,0
AT1G19850,1.39484924,0.61200077,0.618017714,0.893999904
AT1G20910,6.257623197,4.301293946,6.591245618,10.41792992
AT1G20980,5.405826,9.695303316,12.05834247,17.39417281
AT1G22070,2.204057955,2.505221935,4.23401996,4.54504329
AT1G22810,0,0,0,0
AT1G24250,2.97E-05,0.153980232,0,0
AT1G25340,0,0,0,0
AT1G25550,7.560303117,14.32700719,14.38263096,8.63314723
AT1G27730,29.56561355,43.13785321,49.78695961,95.90054606
AT1G28160,0,0,0,0
AT1G28370,0.306116102,0.909054168,1.33115506,3.746996438
AT1G28470,0.195028111,0.340983185,0.210016109,0.460997208
AT1G29160,1.203894103,0.653991913,0.591072203,1.715973173
AT1G29280,0.026006546,0.059998973,0.052003594,0.107996534
AT1G29860,0,0,0,0
AT1G30210,3.89097651,3.769040177,4.082050382,4.866905174
AT1G30490,3.717379555,10.88348609,30.2546032,117.5536539
AT1G30650,0,0,0,0
AT1G31140,0,0,2.63E-06,0.040998684
AT1G32150,5.537842309,4.719010782,4.803050702,5.593015275
AT1G32870,31.30607925,42.10201252,34.41028194,38.80312746
AT1G33240,13.10800206,7.925803223,6.392967461,5.88587196
AT1G34180,0.054008472,0.09799846,0.086024774,0.471995636
AT1G34190,10.52742802,12.75050677,16.69824536,20.52104785
AT1G34370,7.017632747,15.49724754,25.21607406,41.95096553
AT1G34670,0,0,0,0
AT1G35460,10.85918195,11.80422514,13.5580326,14.06596339
AT1G36060,0.067020217,0.172044413,0.517985495,0.292012034
AT1G43160,0.314217379,1.443044284,1.788162248,4.316122681
AT1G43700,15.90206371,31.81444789,58.6753488,110.8515451
AT1G44830,0.281945703,2.99E-05,0.232985046,0
AT1G45249,16.57221674,12.5042808,6.901887299,5.145922663
AT1G46768,1.224316922,2.870325394,5.404909313,3.99202118
AT1G47655,1.356938002,1.035134522,2.08301566,2.327007605
AT1G49010,22.48270863,15.77658899,12.57484122,10.1007186
AT1G49480,10.56001065,15.80867197,21.04339907,27.26089356
AT1G49560,3.192101334,8.911153519,10.10687735,8.195892241
AT1G50640,16.28072455,56.39325164,66.142728,61.90469883
AT1G51140,11.66250421,9.087892305,8.249085809,9.586046852
AT1G51220,0,0,0,0
AT1G51700,16.16829318,12.49806328,12.99083313,10.39100032
AT1G52150,3.364725302,7.131539628,11.33509524,12.81873102
AT1G52880,3.788805149,2.776986394,2.671027469,3.099030807
AT1G53170,27.58851873,14.70464501,19.72958956,28.91530774
AT1G53230,0.111007317,0.148992683,0.092005776,0.181997946
AT1G53910,16.6234393,29.29212963,45.88235555,67.00173683
AT1G54330,2.23E-05,0.11599846,0.103995251,0.029999037
AT1G55110,5.885612415,3.87295071,3.488971568,3.045994513
AT1G59640,0.530011938,0.592021051,0.75601014,0.913999326
AT1G62300,0.813204286,1.87407047,2.423129131,4.435872242
AT1G63030,0,0,0,1.09E-06
AT1G64620,1.938156343,2.750063538,3.24513664,5.373943265
AT1G65910,0.425959951,0.21804069,0.534989218,0.366999872
AT1G68200,0.070001348,0.076996278,0.048011809,0.232019254
AT1G68320,0.155022912,0.273976638,0.091997433,0.051998331
AT1G68550,3.512825038,7.797144534,8.923424617,15.53888354
AT1G68670,10.20261528,23.78384846,30.39235255,20.30538874
AT1G69010,6.483208329,7.5657391,13.32370579,24.32011883
AT1G69180,0,0,0,0
AT1G69490,11.24619726,38.23611667,54.72463141,64.56304364
AT1G69570,0.766038893,0.96799371,0.918982607,0.648024517
AT1G69690,1.649404143,3.748139528,4.834972595,4.407893846
AT1G69780,1.038056607,1.331916951,0.685033374,1.204968455
AT1G70920,0.138025415,0.269994609,0.227998139,0.198999968
AT1G71450,0,0,4.24E-06,0.065997882
AT1G72010,4.844750717,8.743158269,9.976418648,16.49876414
AT1G72740,16.16069656,14.58587452,21.39776959,17.80787649
AT1G74480,0.91388332,0.307978564,0.140993454,0.039000321
AT1G74650,0.15397497,0.024018356,0.166998652,0.145995315
AT1G74840,12.66329343,14.18741178,17.39489763,15.80003161
AT1G75080,6.606649961,4.789174442,6.148024709,6.533095597
AT1G75240,0.264077979,0.668995122,0.630995122,0.554989763
AT1G75390,1.471533146,4.240247864,6.170895514,4.542952025
AT1G76420,0.056989025,0,4.62E-06,0.07199769
AT1G76880,0,0,0,0
AT1G76890,6.073757648,10.00829561,12.31096258,11.72797163
AT1G77200,0.183988255,0.122989089,0.038003594,0.093996984
AT1G77920,2.513976895,2.393952122,2.021131955,4.076936237
AT1G78700,3.70717733,4.628479042,8.360264423,12.47990376
AT1G79180,0.056013285,0.124983955,5.90E-06,0.09199801
AT1G79580,3.33E-05,0.172995379,0.136993261,0.032003915
AT1G80840,2.167253191,3.48192722,2.916282836,22.90368683
AT2G01060,8.838819069,13.09214479,14.22021873,17.62801611
AT2G01930,2.710174614,19.19568275,24.51413016,26.54206473
AT2G01940,0.758230279,1.954061485,2.433056158,3.307919903
AT2G02070,4.644124381,5.290144021,6.41203562,6.966854792
AT2G02080,3.942187727,4.917431677,8.279970477,7.819843208
AT2G02450,4.287653291,7.679798731,6.111858162,3.90200982
AT2G02820,1.992876966,1.354034401,1.622161734,4.141918427
AT2G03340,2.383498873,4.974165585,6.264246837,10.10999618
AT2G03500,2.010805919,1.003050831,1.399041332,2.042956261
AT2G04038,0.08200154,0.090007958,0.151990245,5.04E-06
AT2G06200,0.375943778,0.0840086,0.150994416,0.063997946
AT2G15740,0,0,0,0
AT2G18060,0.249956678,0.025011296,0.113004685,0.185996663
AT2G18160,14.18765962,33.19179006,39.34802393,70.88101056
AT2G18350,0.386271483,1.796173929,3.151049162,3.917124799
AT2G18380,0.899885246,0.304014376,0.415991913,0.289995764
AT2G18550,0,1.85E-05,0.144034272,0.67820082
AT2G20110,0.184004236,0.206002567,0.226008536,0.359010429
AT2G20400,1.981130735,2.660208971,4.288200499,7.411952731
AT2G22430,37.73034078,55.08170872,83.97381668,127.8570436
AT2G22540,24.33895754,50.08443834,69.07870053,79.99249866
AT2G23290,1.130147351,7.087990501,7.014026378,7.425074513
AT2G23320,3.804585959,12.04061677,16.84582042,29.63079557
AT2G23340,16.40028311,59.41031116,46.25491689,44.95954053
AT2G24430,0.150011745,0.210981901,0.070021565,0.405989282
AT2G26960,6.93E-06,0.036003081,0.059996149,0
AT2G27300,0.245982671,0.156067518,0.682008664,0.817021821
AT2G28810,4.175678899,7.701094345,8.436025095,8.826875587
AT2G30250,3.861693762,28.23705197,44.22290166,73.85235497
AT2G30340,0,0,0,0
AT2G30590,3.614020024,3.718319746,6.209103009,7.813884443
AT2G31220,0.024000385,0.026008729,0.093993967,6.42E-07
AT2G31230,2.045822862,1.125984982,1.009047237,1.744958764
AT2G32460,0,0,3.47E-06,0.054016334
AT2G33550,5.74525685,7.0793304,9.653771383,21.67163003
AT2G33710,0.19598864,0.136991143,0.06802978,0.532004172
AT2G35530,4.792820167,3.859016302,3.986079198,5.220001348
AT2G35700,1.055888134,0.474966883,0.21700199,0.247992042
AT2G36010,1.82277492,0.654052371,1.062006482,1.162996085
AT2G36270,0.07799769,0.066005391,0.108022912,0.46501627
AT2G37590,0.326123226,0.966053141,1.379979462,1.059982575
AT2G38340,1.922090494,2.391957769,2.062988191,1.87925977
AT2G38470,6.935964765,6.753402539,9.890252799,29.41072529
AT2G40260,0.668093767,1.155008857,1.223945639,0.376995219
AT2G40620,0.797274563,2.223003081,2.246945703,1.400984597
AT2G40740,0,0,0,9.31E-07
AT2G41690,0.037992683,0,0,0
AT2G42200,0.046015981,0.129001155,0.138004428,0.206996181
AT2G42430,0,0,0,0
AT2G43000,0.089989025,0.033006803,0.086000899,0.099999647
AT2G44840,0.147979591,0.041999487,0.038005648,0.125998492
AT2G44940,2.642708493,1.129081509,1.763973494,1.350957737
AT2G45410,0,0,0,0
AT2G45420,0.092008664,0.136990116,0.060004364,0.127995892
AT2G45480,0,2.57E-06,0.02000552,0.105996598
AT2G45680,0,0,0,0
AT2G46270,22.67058161,20.49696849,12.46245427,19.54051787
AT2G46590,1.501832104,0.630012836,0.72999493,0.650995636
AT2G46680,9.211939079,19.28173974,25.04414704,27.33610079
AT2G46770,0,0,0,0
AT2G47070,34.63018043,19.9890086,20.0556153,14.06186426
AT3G01220,0.410040626,0.620943136,0.178037738,0.766082889
AT3G01530,0.081989988,0.029996149,0,5.20E-06
AT3G01970,0.664053526,0.942252229,2.907353954,8.422196937
AT3G02940,0,0,1.54E-06,0.02399923
AT3G03200,0.087992491,0.049006931,0.103000321,0.108000128
AT3G04030,1.7941652,2.65247057,6.317872602,4.332918908
AT3G04060,0.297172959,6.388091136,7.098274242,11.37161064
AT3G04070,0.076230471,1.273408187,4.453436169,11.24979118
AT3G06490,0.13198864,0.073067133,0.596030999,1.079056543
AT3G08500,0.093996919,0.078002054,0.094000128,0.095996919
AT3G09600,36.27177084,14.31049413,10.3695318,3.074918395
AT3G09735,13.63243476,15.8903906,18.933067,19.97696454
AT3G10030,8.295874828,23.22545035,34.52367633,45.0605602
AT3G10113,1.52E-05,0.079006803,0.131995251,0.058000321
AT3G10480,4.370021372,4.481522684,8.553401319,14.80613808
AT3G10500,4.80831852,11.65513747,12.72714061,30.49906738
AT3G10580,0,0,0,0
AT3G10800,32.98388954,37.60338405,40.59514986,42.93089477
AT3G11280,35.54721341,26.27204389,42.1917119,22.12242642
AT3G11440,0.862144213,1.61103761,1.904072524,3.034009563
AT3G12130,5.763561642,8.680265065,10.74521417,14.08195629
AT3G12250,1.300166355,2.164083306,2.813074449,3.972986843
AT3G12720,0,0,0,0
AT3G12730,5.108796677,4.053165457,5.341889225,3.615944901
AT3G13810,3.742839036,2.9073829,5.890044028,6.576070759
AT3G14180,6.355507403,14.18269116,11.77685482,9.514941724
AT3G15170,0.032993646,0,0,0
AT3G15210,44.66123057,19.89420275,13.68450882,21.61275781
AT3G15270,0.197027918,0.342136191,1.402988768,1.227979719
AT3G15500,0.825085738,6.464212751,15.9117855,28.1524375
AT3G16280,1.429841154,0.60498357,0.477000642,0.487009402
AT3G17730,0.437973814,0.302034529,0.570984789,0.333994352
AT3G18400,0,0,1.60E-06,0.024999198
AT3G18990,4.046122841,4.684284575,6.901230279,10.4891385
AT3G20310,10.80738943,23.21431507,17.87893261,16.82943893
