,exp1,exp2,exp3,exp4,exp5,exp6
AT5G40360,2.159522499,1.851925409,4.349568708,2.110210511,3.749837624,1.220094666
AT2G36610,-0.954439419,2.648336447,0.489963417,0.299902446,-0.459870356,1.559944484
AT3G58780,3.091956215,4.359930685,4.269539827,1.880404336,5.029817728,2.190012515
AT1G68510,4.469537902,4.170431292,4.730030807,4.889549454,1.380168794,4.010019896
AT1G71030,6.220462098,6.520454396,7.110038508,7.309974328,7.109785638,3.770083755
AT5G54070,3.197797332,1.770177138,2.000387007,4.010059046,4.469791414,1.220048777
AT2G22760,6.712341297,8.228852456,6.739684233,5.100083434,5.749976895,5.389983313
AT1G14440,1.772156458,3.170315767,3.579541753,1.200433859,4.579931327,3.510006739
AT1G56160,3.482387507,5.027989873,2.420437068,4.689763817,2.850082151,4.130047814
AT4G23810,9.339691935,9.140053911,9.209599515,7.130010269,7.209989089,7.03999294
AT5G61600,11.83705798,9.929460886,9.229969193,9.070034657,9.339939671,8.40000353
AT3G07650,6.119861371,6.030593026,6.80028111,8.260003851,8.289989089,8.119922342
AT4G03170,4.07684233,2.032156458,4.829589888,2.700302931,5.059944163,4.189959246
AT5G60140,3.629799757,3.498359552,1.370646937,4.729897312,3.93001797,4.210016366
AT2G31210,3.437489267,1.808944876,0.440533338,3.209839549,1.959916566,0.660047814
AT4G26170,3.171247665,3.98004621,4.03943393,1.100107823,1.940129644,3.959965343
AT4G17490,10.47996919,10.45916052,9.36988255,8.759944805,8.329957641,7.67001059
AT3G19580,10.29124766,11.09945318,10.38977473,9.219966626,8.959944163,8.090008664
AT4G14540,4.936488054,2.66004621,2.720026956,2.8602349,4.690008343,4.820000963
AT2G28700,2.359691935,2.160908793,3.339711189,1.840270841,3.950055837,4.819919133
AT4G09820,0.920415888,1.190346574,1.639826713,0.74037738,3.679782429,0.290041396
AT3G01080,5.070385082,5.320231049,5.619919133,5.199892177,4.359906297,2.900008664
AT5G43840,3.056303215,0.660569921,1.4,1.400101405,2.190101405,3.769926514
AT3G56980,7.259430079,6.889715039,6.520044284,6.749929402,6.200148898,8.52001765
AT1G09530,5.905671681,3.101393996,4.909736219,3.540231049,5.340024389,5.719965343
AT5G32460,0.822002425,2.120901091,3.290061613,3.609672681,1.060118734,2.909978821
AT2G26320,2.167920558,0.81966883,0.390477501,2.870060329,3.339924909,2.169982671
AT1G21910,9.929599515,9.668952578,8.309897953,7.779969193,7.539995507,7.470003209
AT2G06020,1.670385082,1.918282535,-0.309815161,0.650222064,2.380021821,2.719970477
AT4G21050,0.722957428,2.640308065,3.03978628,1.930094987,2.669929402,1.570075091
AT1G34310,6.4567037,4.320685446,5.210321543,6.880037225,7.169902446,5.649982992
AT2G47520,8.637812736,7.220192541,7.470510233,10.11965599,7.440046852,8.169975932
AT3G29020,4.360924196,4.959052699,3.729899879,3.209940954,2.749962775,2.170079904
AT1G55600,3.587858945,2.19966883,1.770300364,3.329970477,3.100050061,3.880030486
AT1G32640,11.36130928,12.20889096,10.76985752,10.02997561,9.839983313,9.579999358
AT1G25330,1.729738144,1.562056337,4.229842116,3.409865221,2.360035941,2.919962455
AT4G01460,3.091124439,3.821324681,5.539909506,5.070019254,5.219910789,3.83005712
AT1G06160,5.760477501,6.069792056,5.800132853,6.490182272,7.91002118,8.239949298
AT1G33070,0.763111461,2.778837053,1.270410112,3.399955074,3.04995379,2.330022784
AT1G31630,1.080200243,1.208944876,-0.159666904,1.569806176,0.060081509,1.3299217
AT1G66230,4.071447907,5.010924196,6.209541753,3.829908864,3.120059688,4.050009948
AT1G75250,2.55835185,1.491101334,2.919834415,2.059839549,0.810170078,3.459923946
AT2G28610,4.295841117,1.601263068,3.23985752,2.500133495,3.540053911,4.379967589
AT5G04150,2.891832989,4.079884475,3.929844042,3.120083434,3.770060971,4.720034016
AT3G53820,2.543850818,5.040485203,5.669774727,4.499942238,4.050010269,4.209997433
AT3G63350,3.998598302,3.091386294,4.88988255,4.279709905,2.020053911,2.860010911
AT4G26930,5.068829351,4.309638023,3.840269557,5.239937103,4.749847893,2.380065464
AT3G12820,6.629214433,6.118644512,4.360313842,5.989931969,5.460017329,5.730053911
AT5G62110,-0.528321043,0.559222135,-0.45030614,-2.039817728,-0.619905013,0.85994673
AT5G40430,1.06174057,2.189599515,1.670011552,1.730283677,3.939854953,1.679988768
AT5G59820,11.59893717,10.90978435,10.63003273,10.79987934,9.859956357,9.17999647
AT5G67180,2.383835414,4.870100121,4.999886401,4.410059046,4.870010911,5.03998941
AT5G23650,3.709168223,3.171085931,4.580048135,4.830083434,5.479859445,3.290061934
AT2G22850,8.552787992,10.3595148,9.729649576,7.910035941,8.189997433,8.150003209
AT2G30420,2.099799757,1.971655852,4.119880625,3.499940954,3.039944163,2.170060971
AT4G24150,4.890123226,4.970554518,5.690017329,5.779943521,5.339851102,3.020051986
AT3G12910,4.030462098,4.328367253,2.21009627,2.710074449,3.290026314,3.699941596
AT3G48920,8.647674106,7.141440206,9.010138629,9.730020538,9.88996085,9.280001284
AT2G21320,5.259568708,4.978636811,3.210421665,5.399879341,4.459978821,4.130059367
AT1G59530,4.177258218,2.399476289,1.720475576,4.18987549,3.220034016,3.74998588
AT5G58080,2.422818799,4.248790843,2.680030807,2.840012836,2.940080225,4.189921058
AT5G61590,8.089969193,8.070446695,8.650263781,10.02005006,10.40987998,8.54001059
AT1G21970,3.018659915,2.150716252,3.07964765,1.250242602,3.14006418,4.139941917
AT5G04640,2.536272409,0.120877986,1.260223347,2.419865221,1.369948656,0.570005134
AT4G22700,3.209707338,3.021948514,5.549593739,3.440100121,4.219949298,3.429986201
AT4G17230,10.21204864,11.53944548,10.81979783,9.769957641,9.439977537,9.090001605
AT5G49240,2.539122014,1.969607217,1.460514084,4.12987549,3.159913998,1.820019896
AT1G32540,5.958829351,5.200115525,5.35007124,5.719675248,3.19013542,5.299990373
AT5G67060,4.581078229,5.279684233,4.869930685,4.509759966,2.640168152,5.259967268
AT5G15850,5.30745846,3.661039721,5.009632247,3.100151466,4.279939671,3.340052949
AT2G32930,6.130338872,6.350346574,6.799834415,5.939926834,5.36991464,4.040053591
AT2G26580,3.169599515,2.911347786,4.659799757,3.620059046,4.079980746,3.779940312
AT5G45980,5.036534264,2.791447907,4.670015403,4.750020538,4.909962775,4.329964059
AT5G07500,5.498875561,4.769799757,4.510227198,5.689852385,4.539959566,3.909974649
AT5G03720,6.119753548,5.960130928,6.129951865,5.879998716,5.869861371,3.71004268
AT5G57660,10.47967653,10.27041589,10.80997112,10.65990886,9.94988961,8.23007124
AT1G77640,8.159276046,7.689345361,6.839890252,6.269948656,5.870011552,6.050008664
AT3G06160,1.002572346,2.668467375,0.680075091,1.070030807,1.310105256,2.949952827
AT3G58190,6.961678957,8.050192541,8.299820937,7.369835698,6.090014761,6.320005134
AT1G26780,4.259014191,3.620793268,4.650123226,5.289713756,3.060148256,5.369952507
AT5G44260,6.460431292,6.739969193,6.700080867,7.119853669,5.979905013,4.500051344
AT3G04410,5.058490479,4.080585324,4.839726592,3.420089852,4.119897953,2.530039792
AT2G40140,11.97916822,11.43990758,11.31983056,10.43998716,10.33997369,9.929991977
AT3G05860,1.182125651,2.56080097,3.599844042,2.789910148,2.090099479,3.639965022
AT1G49720,7.919599515,7.66033117,8.09030614,9.679951223,9.299946089,8.459965343
AT2G22200,5.42075476,5.909206732,4.879963417,4.689815161,3.250105897,4.900017008
AT2G44745,1.739738144,1.570593026,2.339919133,1.919938387,1.44014954,3.769974328
AT4G35700,2.210415888,2.480238751,2.790184839,3.749861371,2.670102047,4.259923625
AT1G18710,2.702372104,4.24051601,4.910011552,4.969994866,4.930010269,5.089986522
AT2G14760,3.032972831,4.960184839,5.200073166,5.579940954,5.120008343,5.249990694
AT3G30530,4.197134992,2.341370891,4.120127077,4.77987549,3.810068031,4.869975932
AT2G03710,5.099337659,4.668667617,2.940338872,4.700048777,5.079989731,4.919956678
AT5G65070,2.962264281,4.429229836,3.43030614,5.019971761,4.800019896,5.109989089
AT1G29570,0.461232262,1.258852456,-0.229761249,1.010071882,1.570050061,2.349946089
AT5G49520,10.21955331,9.930246452,10.24972082,8.800028239,9.01996791,8.519992298
AT1G03490,2.34164815,3.410854882,4.51950517,1.950119375,2.880005776,2.969991657
AT5G61850,5.00990758,4.950438993,5.520026956,5.659740712,3.639997433,3.600042038
AT1G22130,3.629768951,3.480400485,4.000109748,4.57006418,5.069855594,2.820067389
AT3G11020,6.221401698,7.129984597,7.109772802,5.930025672,6.12997497,5.739968552
AT5G06080,5.099568708,4.820169436,5.040167511,5.910168152,7.219880625,5.359998395
AT3G27920,2.928274834,1.810577623,2.560227198,3.739759966,1.870126435,3.839954432
AT1G69540,3.729830564,3.620654639,4.46992876,4.099964059,3.819899237,2.250008664
AT3G15030,4.408059188,3.150978108,4.419922984,4.019777936,2.290097554,3.809970798
AT2G20350,2.700816373,3.229037296,1.980465949,4.399712472,2.160020538,2.480008664
AT1G74430,5.932094845,7.289276046,6.349805534,5.340015403,5.459966626,4.940009948
AT2G38250,6.130354275,6.360569921,7.099807459,6.100035941,6.379932611,5.329976895
AT2G22750,2.540539114,2.890007702,2.900184839,3.860100121,4.639871639,2.640041717
AT4G04450,4.37835185,3.311162947,4.819876774,4.18011039,5.040034016,5.569936782
AT1G66380,1.520385082,1.771001213,3.069664979,1.330222064,3.059930043,1.969972082
AT2G12940,1.679614918,1.430646937,2.269992298,2.230038508,2.530087285,3.889956678
AT4G31630,4.769414676,4.388513584,2.460296513,4.000038508,4.299937103,3.320031769
AT1G77950,0.340369678,0.580600728,1.360019254,1.460121943,2.409949939,1.629956037
AT1G28300,2.322156458,3.719830564,3.500204093,4.559731726,2.470047493,3.209985239
AT4G36710,7.562387507,9.109391571,8.319842116,7.499948656,7.100022463,7.449979141
AT4G36900,7.092942025,8.999445482,8.279795907,7.220029523,7.449966626,6.930002246
AT5G15800,3.140585324,3.519599515,3.000323469,4.679749697,2.73012451,4.669965664
AT4G18870,1.001201455,1.780546816,2.490138629,3.209777936,1.479990373,1.330000321
AT2G14210,7.049614918,6.799414676,6.040082793,6.469816444,5.040021821,5.380002567
AT4G26150,3.769091207,3.180100121,3.310200243,4.350069315,4.88985752,2.670049419
AT2G39250,2.202772589,3.999861371,3.820130928,4.499992298,4.43996085,3.829991336
AT3G10040,9.59910661,9.020901091,10.19017714,11.10970734,8.83005327,9.659991657
AT1G60240,1.339183627,0.809098909,-0.359709263,1.149940954,0.690095629,2.179954111
AT2G40220,3.62004621,3.649976895,3.619788205,2.520141197,3.620089211,5.009979141
AT1G80730,4.61910661,4.03957641,3.490296513,5.030003851,5.060029523,5.520000963
AT3G11090,3.880446695,4.170077016,4.269722741,2.830291379,5.099870356,3.080018291
AT4G27240,5.417304428,3.670323469,4.09014248,4.829888326,3.960098838,5.499993582
AT3G61910,3.66825943,2.540369679,3.020165585,3.880052628,4.290035299,4.839958283
AT4G31680,1.431386294,2.32868302,0.619973044,0.480062897,0.96995379,0.250050702
AT2G25230,2.191925409,3.438367253,1.320107823,1.880159167,3.119929402,2.019990694
AT3G13540,3.38169436,4.480462098,5.080001925,5.089969193,4.850015403,5.089947693
AT3G23230,5.581370891,6.469691935,6.069859445,5.339926834,4.769965984,4.240026314
AT1G48000,6.639876774,6.560284961,6.93,6.930240034,8.799905013,7.319999037
AT4G00390,4.387396847,2.700554518,3.420123226,4.059998716,4.050055837,4.919945447
AT4G00130,1.662757185,3.448105398,0.990125152,1.640039792,1.949991015,1.810002246
AT3G24310,6.997535477,5.400223347,5.690269557,7.089911431,6.399922342,5.190029844
AT3G28470,3.470292662,3.659299151,2.750250303,4.050065464,4.559874848,2.610003851
AT1G66390,2.499353063,2.080569921,2.81971889,1.359926834,0.79012451,2.72998203
AT3G02310,2.482710976,4.240053911,4.309994224,4.28006418,4.779980746,4.479986522
AT3G27650,5.287535477,3.690300364,4.080236825,5.310030807,5.549993582,5.449995186
AT1G26790,4.59915282,4.049545604,3.460042359,3.679876774,2.720084076,4.029952507
AT2G31380,7.6476433,6.120462098,6.719967268,6.550028239,6.769961492,6.170061613
AT4G28140,5.840015403,5.851332383,7.579695785,5.999939671,5.529992298,5.410006418
AT5G05410,9.321401698,10.22969193,9.830065464,10.16997818,9.999950581,9.229965343
AT2G17950,2.950585324,3.329938387,3.250277259,4.689970477,4.459922342,3.250039471
AT5G51870,0.552587749,2.229630322,1.749932611,1.400143764,2.520010269,2.679967268
AT2G27220,4.580184839,4.699206732,3.66983634,2.820164302,4.099944163,3.230042359
AT1G60380,5.499276046,5.030023105,5.059892177,4.499870356,3.490102688,5.089961171
AT2G21900,8.229922984,8.179892177,8.039965343,7.859930685,7.319925551,6.160041717
AT5G37260,7.670415888,7.940346574,8.38990373,7.89011039,8.750061613,9.709938066
AT1G75430,5.328552093,4.390408187,4.920103972,5.459915282,4.799905013,3.3200568
AT5G49620,6.738274834,5.621216858,7.199917207,6.770150182,7.939895386,6.310006418
AT1G25560,9.481293875,10.32019254,10.56982094,9.6399217,9.029969835,8.560015724
AT5G56860,2.521170649,3.279992298,3.270179063,4.199881908,3.280024389,3.659947051
AT2G18490,2.118336447,1.04080097,2.079653426,0.280218213,1.98,1.979969514
AT2G26150,6.049383869,5.650608429,6.440215646,7.559852385,6.409964701,5.859984276
AT3G02550,10.43052371,10.77097811,12.04006739,12.38980618,10.88002567,11.27998845
AT3G59580,4.131062826,4.81995379,4.75992876,4.390083434,5.039865863,2.950059688
AT2G42280,8.567966768,7.25042359,7.800194466,8.810084718,9.469942238,8.56999647
AT1G73870,1.498767738,0.701232262,2.299776653,1.140177138,2.519985239,2.289963738
AT3G50890,2.713111461,4.729445482,4.009896028,3.46993582,2.970010911,3.139997433
AT5G65590,1.491678957,2.580793268,3.609713114,2.120143764,3.239942238,2.340012194
AT5G61890,6.240385082,6.491370891,8.269732368,6.880077016,7.479950581,6.709994545
AT5G06250,6.999522499,6.689822862,6.459988448,6.399804892,4.880065464,5.900021821
AT5G24590,9.680831777,10.2190681,9.009922984,8.609974328,8.410007702,8.529999037
AT3G46130,9.606965556,7.640508308,8.300100121,8.820011552,8.909998075,8.880022784
AT5G48250,7.289568708,7.010485203,7.640107823,8.200052628,8.60999294,8.499950902
AT1G36000,0.881370891,1.769252941,0.800007702,0.840241318,2.719904371,1.23001059
AT1G61110,3.262680169,4.999329958,4.130023105,4.249893461,3.420076375,4.610011232
AT1G22190,11.30895258,10.62947629,9.949934536,9.609993582,9.55998588,9.340020859
AT2G47190,6.981848392,8.179661128,7.73988255,7.130041075,7.449925551,6.290003209
AT1G72350,3.208983384,2.551062826,3.930036583,4.119969193,3.880016045,4.129952827
AT1G64100,4.60070855,5.060523711,5.740034657,5.919946089,5.499987806,5.309956999
AT1G18570,8.949984597,8.940023105,8.969822862,8.050107823,8.889917207,7.59999647
AT3G04100,3.241078229,3.940354275,4.39978628,3.289997433,3.269993582,3.169970477
AT3G06220,2.551201455,3.32962262,2.839678457,1.170121943,2.120030807,2.599994866
AT2G25900,9.991047422,10.66973044,10.32000578,10.35,10.34988897,8.620043001
AT1G34650,4.120970406,4.750816373,5.810038508,6.009839549,4.760005134,4.839995828
AT2G37430,8.718659915,7.85070855,8.769738144,7.410047493,7.779949939,7.000014761
AT1G67100,7.277982172,5.970600728,6.750258005,8.089812594,6.630037225,7.210003851
AT5G06500,3.640785567,4.150300364,4.540061613,4.859744562,2.870089852,4.270006418
AT4G17500,10.11081637,10.63935306,9.799978821,9.690048777,10.06993004,8.979992298
AT2G34440,1.939707338,1.750485203,2.379921058,1.970165585,3.259883192,1.439994866
AT5G04340,10.4195225,10.11013863,10.28993454,9.950038508,10.24993582,9.249979783
AT4G00232,4.209645725,3.980438993,4.549797832,3.500224631,5.24987549,3.310036904
AT5G60970,4.748521286,3.791001213,5.09002503,5.219915282,4.559928118,3.44002503
AT3G66656,3.369938387,3.330693147,4.229666904,2.499973044,2.290043643,2.969991657
AT1G49190,1.733173074,3.78948399,3.120017329,3.209908864,2.500025672,2.900009627
AT1G65360,3.970554518,4.330161734,4.540001925,4.549766384,2.730114241,4.509987485
AT3G16350,8.002633959,9.708898666,8.279988448,8.220083434,8.869958283,8.219986843
AT1G43950,0.662248878,2.118890965,0.67990758,0.200019254,0.350048135,1.099981388
AT5G25470,4.529491692,4.20084718,5.299645725,3.460052628,3.870068031,4.929997754
AT2G40750,10.22981516,10.10980746,9.859940312,9.549943521,9.10995379,8.390047173
AT4G37750,7.998921771,7.299930685,7.21009242,7.68998203,7.550100121,9.109967268
AT2G18120,7.197273621,5.429892177,5.290065464,5.630050061,6.019978179,5.680014761
AT1G31320,7.727920558,6.380431292,6.940130928,7.619951223,7.240069315,8.319984918
AT3G62090,7.118983384,6.46009242,6.580080867,7.000160451,8.249971761,7.809976895
AT5G07160,0.561139842,1.299029594,0.040350424,1.85979719,0.280008985,0.420002246
AT2G13150,4.228228624,3.080446695,3.660232974,4.869792056,3.25007124,4.359988768
AT2G28710,7.078813948,6.310408187,6.840073166,7.220057762,7.670026956,8.089995186
AT4G29190,9.957889752,8.590816373,9.65016366,10.49988062,9.569962134,8.980027598
AT5G42910,3.00070855,3.460539114,4.159715039,2.680060329,3.150065464,4.170000321
AT5G38800,4.90924524,4.419545604,3.829861371,3.110116808,4.020030807,4.500010269
AT3G27810,2.751216858,3.539599515,3.019863296,2.31001412,2.420021821,2.760042038
AT4G27410,8.73254154,10.37959952,9.859809385,8.87001797,9.009989731,8.85000353
AT3G18650,2.289568708,2.011101334,3.439942238,3.139878057,2.189981388,1.900038508
AT3G61890,7.922187264,9.339876774,9.179828639,8.290062897,8.779929402,7.680034657
AT5G49450,9.451047422,10.12979976,9.869998075,9.860136062,10.91987292,8.940018612
AT4G09960,2.862295087,4.350161734,4.560015403,4.639899879,3.86,3.86001765
AT4G17695,6.338321044,5.25033117,5.680082793,6.11014248,7.219948656,6.419986522
AT1G68240,5.788012978,4.500670042,5.370129002,6.039997433,6.019981388,5.729967589
AT5G06510,5.909568708,5.631124439,7.089957641,6.870050061,7.259981388,6.969987485
AT2G33810,5.028582899,4.1095302,3.500030807,3.660168152,4.969973044,4.550005776
AT1G31640,3.121956215,4.389345361,3.539865221,2.840136062,3.899966626,3.379975291
AT2G17180,1.3023567,2.829191328,1.780192541,2.779848535,1.600063538,2.58998235
AT1G68880,8.887304428,7.14075476,8.120134779,8.819896028,8.010026314,8.420007702
AT2G18300,1.327443057,-0.328806247,1.219938387,0.899911431,0.210016687,0.470019575
AT4G21550,6.357396847,4.670808672,5.720034657,5.900070598,6.44998588,6.229994545
AT3G30260,5.498798545,4.720562219,5.450157884,6.269838266,5.009983955,4.75999294
AT2G12900,2.43990758,2.380246452,2.69990373,2.2001566,3.420008985,3.559949298
AT5G35550,3.67160194,4.710069315,4.799793981,3.730133495,4.769939671,3.829986201
AT3G56520,3.981201455,4.760246452,5.079736219,3.710150182,4.880030807,5.359986522
AT2G46870,4.818321044,3.731363189,5.499932611,5.150034657,5.419974328,5.019988448
AT5G25390,2.099260643,1.62042359,2.170102047,2.700005134,2.740044926,3.439980746
AT1G28050,7.450338872,7.669930685,7.58016366,8.430073166,8.999965343,8.459973044
AT1G01030,5.209676531,5.000123226,5.159892177,4.600071882,5.159896028,3.540034978
AT3G53790,4.56240291,6.120184839,6.359917207,5.929974328,5.72997497,5.340007381
AT2G01500,2.510292662,2.699630322,2.219876774,1.579922984,0.980077658,2.189990052
AT1G53160,4.958012978,3.670392783,4.180194466,5.189964059,4.909978821,4.580023105
AT1G72360,10.37865992,9.510539114,10.21020987,11.29985624,10.17999294,10.0699862
AT4G13480,4.229507095,3.910577623,4.659838266,3.820051344,4.219919775,2.970054232
AT4G22680,4.288983384,3.631093632,5.049690009,3.440154033,4.639944805,3.780019896
AT3G58070,3.661771376,4.808736932,3.170155958,3.980082151,4.619984597,4.380002246
AT1G61660,9.540646937,9.960554518,10.67975355,9.399997433,9.379967268,8.870013157
AT5G55020,3.958983384,3.300885688,4.449645725,2.610093703,3.340009627,3.489995828
AT1G66140,9.338213221,8.180154033,8.380165585,9.240042359,9.569984597,9.330009306
AT1G22590,1.649614918,1.401039721,2.749686158,1.120146331,2.25995379,1.539994224
AT1G10480,7.599430079,7.231293875,8.909878699,8.27996791,8.030032732,8.539995507
AT5G51860,1.741863796,2.949460886,2.250009627,2.300001284,2.310037225,2.889950902
AT3G49950,2.630816373,3.158929473,1.770342723,3.549840833,2.31002503,2.700001284
AT1G13600,7.22839806,6.190462098,6.790013478,6.859949939,6.469967268,5.960051986
AT3G57670,3.711401698,4.620508308,5.28002118,5.389925551,4.809992298,4.690015082
AT3G25730,8.970616131,9.370870285,10.49975355,9.220097554,9.979969193,9.499981709
AT2G19510,0.131139842,0.869892177,0.730084718,1.16990373,0.420049419,1.189950581
AT5G15840,4.21910661,3.64084718,4.739690009,3.130101405,3.920045568,4.629974328
AT1G52890,5.071016616,5.729676531,5.310119375,5.930079584,6.549892819,4.880022142
AT4G38620,8.428721529,7.600831777,8.680030807,8.84,8.840036583,9.409986201
AT1G75490,5.628644512,4.750947301,5.980005776,6.010074449,6.589950581,5.820008023
AT1G06040,12.11893717,11.43008472,11.54001348,11.60993839,11.12995507,10.4300491
AT5G39660,8.679645725,8.449992298,8.439938387,8.120001284,8.129924909,6.960038508
AT2G33720,4.83995379,4.808998787,3.510302289,5.079898595,4.290044926,4.989996791
AT3G13890,3.120292662,3.309853669,3.11974007,1.770164302,3.049977537,2.699987164
AT5G07580,9.557874349,8.179799757,7.920154033,8.720025672,8.919968552,8.429993903
AT1G17950,6.618382657,5.57075476,6.550073166,6.930033374,7.189995507,7.119993903
AT5G49330,5.4476433,3.920539114,4.620154033,5.41990758,4.70003915,5.309986522
AT2G40210,4.07750467,2.461016616,3.779963417,3.589975611,3.399993582,3.299986201
AT1G24260,3.391386294,4.290223347,4.579961492,4.380093703,5.109969193,4.63000706
AT2G43140,8.548736932,7.730785567,8.749876774,8.109970477,7.879951223,7.120037545
AT3G29035,9.768906368,9.060739357,10.02010205,10.55001669,10.67995892,10.04000866
AT1G01060,8.749322256,8.309699636,7.919670755,6.209812594,4.750093703,6.210080225
AT1G01250,3.381078229,4.079360764,3.250217571,4.37988961,3.520020538,3.839938066
AT1G01720,10.3609242,10.96006161,11.03992298,10.6400231,10.81997112,10.37000128
AT1G02250,5.190600728,5.579738144,5.240075091,5.629962775,5.339996149,5.280000321
AT1G03840,8.069691935,7.870169436,8.090051986,8.359928118,7.800042359,8.459998075
AT1G06180,8.539938387,8.500231049,8.799996149,8.780029523,9.009974328,8.610002567
AT1G06850,8.109830564,8.000115525,8.149996149,8.129944805,7.700034016,8.229997754
AT1G08320,8.590277259,8.770207944,9.039940312,8.729994866,8.689978179,8.349996791
AT1G09540,6.360154033,6.46,6.460050061,6.720028239,6.939976253,6.570004814
AT1G12260,5.539614918,5.290338872,5.729990373,5.680010269,5.759956999,5.09001059
AT1G12610,6.374697998,9.417342936,5.969326107,2.46987549,1.500127077,3.479998395
AT1G12630,6.450246452,6.609568708,6.049963417,5.860051344,6.260026314,6.669990694
AT1G13260,9.950955003,10.56967653,10.14995379,9.910070598,10.45992812,9.339996149
AT1G13450,9.409383869,9.010077016,9.110053911,9.390011552,9.479973686,9.070006097
AT1G14687,1.778459673,0.781070527,2.169897953,1.639978179,1.469972402,1.040019896
AT1G16490,5.541124439,6.27004621,6.329861371,5.609913998,4.94002503,5.330010911
AT1G18330,10.06835185,9.000261856,9.340144406,10.089914,9.419945447,8.570037866
AT1G19000,10.94924524,10.45981516,10.22011167,10.80002054,10.95997754,10.61001316
AT1G19040,3.230862583,3.790308065,4.190069315,4.549865221,3.499969835,3.030055195
AT1G19210,8.789137417,8.228659915,6.489863296,5.780023105,5.959976895,5.599987164
AT1G19850,9.019476289,8.680277259,9.040015403,9.1200783,9.729960208,9.110001925
AT1G20910,8.289691935,8.089961492,8.040015403,8.119978179,7.95,7.949999037
AT1G20980,10.21018484,10.32986907,10.16000963,10.21000128,10.21999487,10.13999551
AT1G22070,9.359383869,8.960207944,9.230111674,9.809973044,9.599981388,9.309998075
AT1G22810,5.122433717,6.700323469,7.119599515,5.039902446,4.28001797,4.559944805
AT1G25340,4.04080097,4.559514797,3.929948014,3.660088569,4.349994866,4.269970156
AT1G25550,10.52013863,10.61010782,10.74995957,10.53997433,10.33998909,10.17000193
AT1G27730,12.80949169,12.47922984,11.47966113,9.720038508,10.01993967,9.079994545
AT1G28160,4.501062826,5.189699636,4.800040434,5.009948656,4.609982671,4.34001059
AT1G28370,9.611139842,10.34879854,8.789707338,7.270024389,7.459966626,6.940015403
AT1G28470,7.130785567,7.639992298,7.629998075,7.620001284,7.62999294,7.519998716
AT1G29160,8.300446695,8.590207944,8.860034657,9.04001797,9.179997433,9.139984597
AT1G29280,10.6804929,11.00008472,11.11003466,11.2900154,11.40998524,11.17999647
AT1G29860,6.488844755,5.740646937,6.58,6.580006418,6.629979462,6.310002246
AT1G30210,7.309460886,6.960084718,7.070088569,7.529865221,6.480028881,6.930017008
AT1G30490,8.999337659,8.570107823,8.710019254,8.810068031,9.339996149,9.279990694
AT1G30650,8.749584112,8.479830564,8.260105897,8.809993582,8.759994224,8.670008343
AT1G32150,8.260123226,8.339876774,8.180048135,8.429965343,8.159991657,8.030008343
AT1G32870,7.699691935,7.500107823,7.64014248,8.37993582,7.879994866,7.799991015
AT1G33240,8.789661128,8.569976895,8.540048135,8.78993582,8.290021821,8.629998716
AT1G34180,6.999799757,6.870238751,7.18002118,7.290020538,7.449982671,7.179996791
AT1G34190,10.35989218,10.29007702,10.38998267,10.30002439,10.48998716,10.29000578
AT1G34370,12.15943008,11.79026186,12.13003081,12.28997818,12.11998716,11.92000385
AT1G34670,8.569183627,8.040284961,8.410051986,8.680002567,8.699999358,8.689994545
