,exp1,exp2,exp3
AT2G05350,5.207689509,3.711055124,5.079761249
AT3G42090,-2.179830564,-2.068767738,-0.470267632
AT5G35380,3.35075476,3.838890965,2.399951865
AT1G14380,8.249892177,8.179206732,7.149899879
AT2G38310,12.13890637,11.43052371,12.11023683
AT2G15480,4.7709396,5.378675319,3.66004621
AT3G62560,10.09026186,10.26043899,10.83019639
AT1G79320,5.769922984,5.719976895,5.689701562
AT3G49230,4.361786779,5.520284961,5.889703487
AT1G36820,3.091093632,3.799853669,3.610261856
AT1G52140,7.789722741,7.609876774,7.450333096
AT4G17360,9.079168223,8.539553305,7.959859445
AT5G58520,8.108998787,7.459260643,6.499996149
AT2G37440,3.897196605,2.080261856,2.420100121
AT4G27220,5.770723954,6.239514797,5.609763175
AT5G42840,3.862479927,5.469029594,4.210207944
AT1G18830,5.117781929,3.681293875,5.359768951
AT2G16280,11.72929145,11.26902189,10.00007509
AT5G59640,5.749707338,5.560030807,5.599703487
AT4G11000,4.89004621,4.920700849,5.829626471
AT1G19330,8.659938387,8.619160522,7.529913357
AT2G27880,4.407242815,2.621162947,4.129959566
AT4G37560,10.21896798,9.549630322,9.069859445
AT2G15660,4.151432504,5.078552093,3.200105897
AT1G23510,3.881432504,4.808875561,3.350325394
AT3G49240,7.409630322,7.170161734,7.380290737
AT1G15190,4.498228624,3.351093632,4.769699636
AT3G58740,4.278721529,3.451278471,5.109998075
AT1G70500,4.347889752,2.980146331,3.169867147
AT1G36730,9.79070855,10.25030036,10.64019447
AT4G37610,10.8685983,9.960084718,10.06978243
AT4G31500,11.11963032,10.87911431,9.729967268
AT2G26390,5.160831777,5.699876774,5.53969386
AT4G00240,3.681062826,4.369984597,4.350236825
AT1G22770,8.040138629,8.130115525,8.280277259
AT5G26780,9.99919903,9.479491692,8.819876774
AT3G15280,5.419168223,4.879091207,3.700313842
AT4G32080,5.478721529,4.650747059,5.619672681
AT2G22180,3.970631534,4.37886786,2.909973044
AT3G30840,2.957535477,1.360500606,2.009849818
AT5G14520,9.620862583,10.1799846,10.16025415
AT5G01690,4.152741782,5.929191328,4.880136704
AT2G32470,4.477781929,3.040292662,3.419849818
AT5G55090,3.787335234,2.060931898,3.270077016
AT3G01660,9.839414676,9.458998787,8.160065464
AT5G42440,5.580446695,5.868629109,4.090258005
AT5G61190,6.610616131,7.010924196,8.20997497
AT4G13690,3.482002425,4.780446695,5.359813235
AT1G56680,3.601032019,4.270824075,5.339691935
AT3G62660,8.93009242,8.989630322,8.510350424
AT4G03205,5.462695572,7.209391571,6.42011745
AT5G51430,8.930569921,9.300693147,10.20008472
AT3G52720,11.8790604,11.26968423,10.85983441
AT2G29000,3.499753548,3.341324681,5.059844042
AT2G22740,9.099661128,8.879430079,8.139849818
AT3G45980,12,11.99921443,10.97989025
AT3G60170,2.621940812,3.880300364,4.269732368
AT5G29080,4.038875561,3.311324681,5.029690009
AT3G16570,9.26169436,10.35984597,10.16019639
AT1G11070,3.821956215,5.090007702,5.100113599
AT2G21430,7.329969193,7.310192541,7.560269557
AT4G24350,8.939568708,8.659168223,7.57995379
AT3G03470,7.670385082,7.920015403,7.94028111
AT3G49190,4.851586537,5.880415888,6.41969386
AT1G61160,3.741632747,4.798521286,2.880154033
AT3G23150,6.410554518,6.7704698,7.380159809
AT5G38950,5.318043785,4.049730443,3.699984597
AT3G19000,9.928890965,9.209368466,8.389969193
AT2G16450,2.169183627,1.640084718,1.750309991
AT2G47990,7.889845967,7.789930685,7.700319618
AT2G33540,7.71004621,7.739722741,7.379747771
AT2G06490,1.27070855,1.729453184,1.020342723
AT5G61110,4.777689509,3.281039721,4.630078942
AT4G31000,7.469568708,7.189499394,6.539838266
AT2G17890,5.418675319,4.559260643,3.600277259
AT3G48070,9.510415888,9.780716252,10.71009242
AT2G16270,7.249876774,7.168975683,5.840003851
AT4G03880,2.697473864,1.059984597,1.040065464
AT5G03860,3.981324681,4.840415888,5.380080867
AT3G28600,5.147935962,3.810130928,3.979867147
AT3G22060,9.730231049,9.879684233,9.469747771
AT5G14180,3.011571134,4.030685446,4.919853669
AT5G64400,12.50069315,12.95071625,13.88005776
AT1G73110,10.4299846,10.41955331,9.839792056
AT3G55790,1.849491692,1.521363189,3.289732368
AT1G70630,6.229430079,5.858967981,4.520302289
AT1G77060,8.452603153,10.13992298,10.03995379
AT5G40490,6.770415888,7.040916495,8.230007702
AT2G26380,4.201463311,5.15033117,5.580088569
AT5G25580,6.559168223,6.01948399,5.349886401
AT4G14490,5.329507095,5.008860158,3.530215646
AT2G04580,3.117566283,1.541324681,3.259911431
AT1G78290,10.15944548,9.799314554,8.909913357
AT5G16640,6.119353063,5.699807459,5.449776653
AT5G64150,6.360693147,6.810492905,7.450136704
AT5G17680,6.538921771,5.839260643,4.880317692
AT2G34910,4.759661128,4.539899879,4.41032732
AT2G44490,10.93004621,10.95909121,9.779934536
AT3G14670,3.5809396,4.18995379,4.129686158
AT3G07390,8.641016616,9.298675319,7.580050061
AT1G23590,4.640308065,4.840200243,5.099661128
AT3G09290,1.481894602,2.710154033,2.910073166
AT3G23810,11.98035428,12.20956871,11.64976895
AT3G56500,4.052233474,5.499684233,5.090148256
AT2G05390,5.959707338,5.769761249,5.459761249
AT3G19160,5.060785567,5.570908793,6.749944163
AT3G56730,5.878721529,5.049168223,3.970184839
AT5G37110,2.891802183,4.060438993,4.629965343
AT2G29670,11.39901419,10.75992298,10.66032732
AT3G49460,3.228074591,1.979537902,1.380207944
AT3G15710,9.959861371,9.869807459,9.619741995
AT1G21060,8.378952578,7.699460886,6.999924909
AT3G57620,4.398552093,3.461247665,5.07969386
AT4G15430,8.619861371,8.529645725,8.069778578
AT5G13620,5.699337659,5.270053911,5.339726592
AT2G42480,4.072079442,5.420053911,5.490069315
ATCG00500,10.75170976,11.86053141,12.54993454
AT3G13220,5.689491692,5.359145118,4.250348499
AT3G13000,9.509029594,8.879222135,7.870019254
AT5G61050,3.95755088,2.370539114,3.069845967
AT5G40320,4.429476289,4.091055124,5.46004621
AT2G22570,7.619984597,7.608921771,6.21002118
AT2G05090,2.170107823,2.240677744,3.120132853
AT5G25090,7.460323469,7.669460886,6.969797832
AT1G52660,4.811062826,5.498652214,3.750296513
AT5G45550,8.571987022,9.860177138,10.09004236
ATMG00740,5.050261856,5.219406974,4.450360051
AT4G16460,4.291170649,5.050793268,6.079921058
AT5G25290,5.117889752,3.749645725,3.290171361
AT3G15390,6.539892177,6.468906368,5.050044284
AT2G25490,8.882664766,10.60969964,10.22003273
AT3G17980,6.319383869,5.918998787,4.620302289
AT1G52830,8.348290237,7.239391571,6.450177138
AT2G10610,2.118690722,1.270038508,1.319788205
AT4G14970,5.789645725,5.559329958,4.689888326
AT3G63300,7.430169436,7.538960279,6.189980746
AT1G19630,4.759799757,4.630577623,5.379639949
AT5G60290,4.998459673,4.000839478,5.090155958
AT2G30460,8.950154033,9.049414676,8.289820937
AT3G44450,9.439460886,9.088906368,7.670150182
AT5G47270,0.929568708,0.651355488,2.409828639
AT5G41610,4.601478714,5.56070855,6.479869072
AT5G60530,6.009399272,5.619753548,5.299788205
AT4G23070,6.169460886,5.819229836,4.819948014
AT2G24600,8.500030807,8.519353063,7.679847893
AT1G06540,4.071617343,5.11957641,4.569753548
AT3G03060,6.290785567,6.799845967,6.60028111
AT2G13630,5.357073379,3.460793268,4.489996149
AT2G23250,2.462048635,3.790130928,3.959741995
AT1G47970,7.992618556,9.688852456,8.200015403
AT4G02200,10.18929145,9.729499394,9.079870998
AT1G78580,9.609553305,9.319345361,8.469894103
AT3G07610,7.209738144,7.039491692,6.379830564
AT3G27690,14.31975355,14.15983056,13.93974585
AT1G30870,4.079214433,3.571247665,5.189971119
AT4G23190,4.921109035,5.640254154,5.969664979
AT5G39350,6.449845967,6.349822862,6.119741995
AT4G28660,12.09943008,11.72985367,11.53976317
AT3G13640,5.278552093,4.340115525,4.489788205
AT4G02420,8.830446695,9.119145118,8.009886401
AT2G07380,4.848860158,4.109406974,3.34032732
AT3G07000,5.948721529,5.12004621,5.18030614
AT4G04700,6.359014191,5.719360764,4.889959566
AT3G05920,2.441309278,3.290300364,3.68011745
AT2G43630,10.76063153,11.17083178,12.25000963
AT1G54640,3.961078229,4.660546816,5.370063538
AT2G15535,1.751663553,2.830277259,3.189701562
AT3G30740,4.459738144,4.289068102,3.079984597
AT5G48140,4.687812736,3.270184839,3.510238751
AT5G22920,12.31708878,10.43064694,11.26999615
AT3G01175,5.449630322,5.208921771,3.810088569
AT2G37460,10.03924524,9.549260643,8.589967268
AT2G22070,5.288829351,4.530354275,4.989716965
AT2G43270,3.638798545,2.860254154,3.189736219
AT4G04850,9.860415888,10.12966883,9.699747771
AT4G16470,6.290369679,6.529168223,5.449884475
AT1G08560,9.380077016,9.42929145,8.509865221
AT4G29800,4.620246452,4.779838266,4.569720816
AT1G66160,7.078228624,5.929730443,5.579951865
AT1G64480,5.458752335,4.649353063,3.81030614
AT4G02250,4.797982172,3.490916495,4.680123226
AT2G33740,9.340385082,9.590454396,10.18017329
AT5G20480,3.818967981,3.149206732,2.120302289
AT3G21680,2.041663553,3.120400485,3.639713114
AT3G53940,6.800415888,7.069345361,6.220356201
AT1G04670,3.840492905,4.160831777,5.240028881
AT1G62510,12.76958411,12.50081637,13.56012323
AT3G56750,8.269922984,8.219753548,7.899753548
AT5G44500,7.150015403,7.158875561,5.700050061
AT3G26580,10.89989218,10.83024645,11.15025608
AT5G44760,4.642048635,5.969437781,5.240219497
AT4G03940,4.011047422,4.690908793,5.869776653
AT1G11690,2.172618556,3.869537902,3.269845967
AT1G75130,8.319753548,8.160161734,8.369688084
AT4G15310,4.470462098,4.76886786,3.3
AT3G10120,8.459815161,8.339591813,7.81035235
AT1G76550,8.950539114,9.299699636,8.909738144
AT1G78815,0.74,0.741170649,2.259915282
AT5G15420,5.617766526,4.171162947,5.679772802
AT1G17020,1.540554518,1.901078229,3.299849818
AT1G71160,4.749029594,4.119137417,3.000286886
AT2G30840,3.21009242,3.26929145,2.349865221
AT1G59850,4.88844427,3.880924196,5.07969386
AT4G30390,8.550662341,8.980931898,10.18994609
AT3G19085,6.519553305,6.229514797,5.599842116
AT2G06660,4.637704913,3.151109035,4.590042359
AT1G55410,3.082710976,4.839614918,4.339869072
AT4G20410,9.250154033,9.349784354,9.069736219
AT2G10370,1.291186052,2.060069315,2.149682308
AT5G02940,9.999445482,9.639645725,9.179815161
AT5G14930,6.419938387,6.378860158,4.900075091
AT4G12960,5.247319831,3.51080097,4.550088569
AT3G57850,3.408783142,2.620908793,3.799670755
AT2G25810,6.12830564,5.029638023,4.559976895
AT1G54120,6.641786779,7.798629109,6.020069315
AT3G47770,5.567473864,3.930993511,5.219820937
AT4G17670,8.859260643,8.379098909,7.210051986
AT4G27450,11.07020024,11.20085488,12.31005391
AT1G33640,4.919306853,4.469445482,3.75035235
AT2G42770,11.14924524,10.65992298,10.5597651
AT3G55890,4.21,4.209091207,3.030356201
AT2G16190,2.380600728,2.771039721,4.119874848
AT1G15260,10.45992298,10.40912201,9.269942238
AT1G41900,3.637658703,2.120015403,2.139982671
AT2G10465,2.190261856,2.360361977,2.829651501
AT1G26170,8.251047422,8.929399272,8.149792056
ATCG00580,12.22081637,12.75063153,13.57006546
AT1G16050,6.720554518,7.080955003,8.319951865
AT1G19090,5.3790604,4.76995379,4.709774727
AT4G28080,12.7595071,12.4395456,11.84983827
AT3G13270,5.022803395,6.839360764,6.009915282
AT5G48540,9.079491692,8.749946089,8.679741995
AT3G57330,10.43035428,10.65964572,10.1997574
AT5G38320,3.98174057,5.109722741,4.74974007
AT3G14900,6.620015403,6.630254154,6.960246452
AT1G67660,8.200154033,8.299561007,7.730346574
AT2G29460,4.411109035,5.130739357,6.089699636
AT5G24660,10.30759709,8.750546816,9.460173287
AT1G23030,9.658043785,8.389799757,8.13025993
AT4G14570,9.169676531,8.959730443,8.609776653
AT2G47950,3.791340085,4.660677744,5.539938387
AT2G01080,5.448490479,4.469946089,4.400302289
AT1G44050,2.870077016,2.918844755,1.420065464
AT2G04600,4.127920558,2.780600728,3.559782429
AT5G35760,3.998629109,3.110438993,3.680242602
AT3G17350,7.980400485,8.240854882,9.350026956
AT5G57260,4.480446695,4.770308065,5.170204093
AT5G12900,7.919938387,7.880962704,9.130034657
AT3G08820,3.582372104,5.118706125,3.440084718
AT1G56430,8.460862583,9.019014191,7.739913357
AT3G25740,9.129507095,8.809584112,8.269828639
AT1G43670,12.71924524,12.22972274,11.86981516
AT5G30426,4.53990758,4.478844755,2.980294588
AT1G21890,5.799753548,5.638837053,4.130150182
AT4G24960,9.210554518,9.569383869,8.769813235
AT5G48200,4.697797332,3.270885688,4.419770876
AT1G62490,5.148367253,4.090931898,5.299703487
AT1G53080,3.798798545,3.019830564,2.799834415
AT1G72840,5.321263068,6.138629109,4.360084718
AT1G73690,5.589122014,5.020646937,5.860190615
AT3G27550,5.490970406,6.119792056,5.850271483
AT3G49520,3.528552093,2.589283748,1.660161734
AT2G31860,5.397581687,3.831193753,5.379982671
AT2G07200,4.190354275,4.420161734,4.630244527
AT5G35150,5.829676531,5.619329958,4.749892177
AT1G10850,8.110554518,8.469268345,7.519845967
AT3G25940,7.619614918,7.370030807,7.410302289
AT3G22050,4.042279684,5.51872923,3.870044284
AT1G02050,5.96075476,6.449137417,5.329876774
AT5G63590,4.257473864,2.620600728,3.399863296
AT2G45760,3.978382657,2.930546816,3.640217571
AT3G49400,6.007889752,4.640100121,4.770244527
AT1G72290,2.37009242,2.431209157,3.999840191
AT4G18500,2.61155573,3.620577623,4.369741995
AT1G29140,5.627751122,4.169784354,3.89011745
AT5G38520,11.99961492,11.74968423,11.33979398
AT5G44070,9.709984597,9.699676531,9.279770876
AT5G45340,6.778613706,5.881093632,7.300063538
AT2G39680,6.119014191,5.479075804,4.280190615
AT5G20980,8.870123226,8.949845967,8.749728517
AT2G20750,8.40924524,7.919322256,7.039948014
ATCG01110,9.42089339,10.0009242,11.19974007
AT4G12530,4.940877986,5.508890965,4.070333096
AT1G04000,7.801817586,8.978590601,7.150127077
AT1G43040,3.390585324,3.768667617,2.040263781
AT3G26860,0.360246452,0.52117835,2.049788205
AT3G43940,4.631817586,5.808659915,4.070057762
AT3G59130,2.470215646,2.610685446,3.500111674
AT5G42720,9.69,9.689684233,9.279768951
AT1G23580,5.65750467,4.040955003,5.280067389
AT2G16430,10.60969193,10.40956871,9.849819012
AT1G35890,3.740908793,4.330947301,5.559830564
AT3G18560,8.308906368,7.59948399,6.929934536
AT5G17470,3.682325894,5.190084718,5.299819012
AT4G33050,8.7,8.699252941,7.729890252
AT2G05370,3.662433717,5.238921771,3.839969193
AT3G09050,9.129584112,8.859645725,8.399807459
AT3G46500,3.320662341,3.748690722,2.050098196
AT5G40600,7.06,7.060816373,8.120084718
AT4G11020,1.719969193,1.700924196,2.899649576
AT2G34850,3.842218071,5.279591813,4.750157884
AT1G03390,3.829553305,3.541332383,5.269824788
AT2G37300,8.169476289,7.829815161,7.589774727
AT5G47330,6.209014191,5.56929145,4.650001925
AT5G41440,2.798213221,1.641139842,3.119724667
AT1G78310,6.941324681,7.800593026,8.569986522
AT3G10320,1.309661128,1.09117835,2.619684233
AT1G48670,2.290908793,2.880747059,3.849682308
AT3G31314,2.162587749,3.839160522,2.749915282
AT2G32030,2.660200243,2.791039721,4.139680382
AT2G22320,2.458675319,1.600130928,1.769778578
AT3G48480,6.240169436,6.349607217,5.839778578
AT2G46730,6.05919903,5.540500606,6.189678457
AT3G49830,3.401324681,4.25990758,4.139707338
AT1G75820,9.920231049,10.06928375,9.139863296
AT1G71970,9.460693147,9.909137417,8.78988255
AT5G02390,4.222572346,5.888813948,4.350082793
AT4G27140,5.219445482,4.859014191,3.580296513
AT2G39150,7.310523711,7.650238751,7.960211795
AT3G17100,9.290924196,9.890107823,10.03020794
AT5G58810,4.881663553,5.960523711,6.63992876
AT5G58820,2.341571134,3.358582899,1.520136704
AT5G65630,9.579691935,9.378998787,8.080319618
AT1G59730,4.221540327,5.220654639,6.069845967
AT3G05270,7.589368466,7.179476289,6.499878699
AT3G47840,5.298120801,4.081401698,5.899851744
AT2G25640,5.541093632,6.250585324,7.010034657
AT4G13320,5.849861371,5.759145118,4.649946089
AT3G27620,5.729029594,5.099345361,4.24997497
AT3G10240,4.139368466,3.731216858,5.309959566
AT4G01650,7.341709763,8.449730443,8.100204093
ATCG00360,11.38081637,11.91097811,13.17982094
AT1G67870,11.53992298,11.4909319,12.70004428
AT5G23050,9.267874349,7.889830564,7.670219497
AT1G08570,10.11134008,10.98068545,11.86992106
AT4G37710,2.591401698,3.500292662,3.88009627
AT3G07970,3.591155245,4.34042359,4.889674606
AT2G14380,5.002479927,6.608829351,5.090154033
AT1G26480,2.361879199,3.578636811,1.810088569
AT5G66370,4.148813948,3.380246452,3.699743921
AT4G19480,2.761848392,3.959645725,3.500202168
AT3G43530,-0.22750467,1.389684233,0.980069315
AT1G52240,2.480138629,2.56910661,1.409934536
AT2G30630,4.292295087,5.779869072,5.610063538
AT4G36640,8.809584112,8.539568708,7.979830564
AT1G30460,4.519476289,4.181093632,5.600013478
AT1G34090,1.480415888,1.750292662,2.130206019
AT5G15860,8.789368466,8.381340085,10.11985559
AT2G39770,9.772603153,11.45961492,10.95985559
AT5G38330,1.770585324,2.15089339,3.309971119
AT2G11160,1.997212008,0.19080097,1.22992876
AT2G32360,2.609938387,2.568783142,0.990198317
AT5G37710,7.709460886,7.361170649,8.87997497
AT4G02300,4.699938387,4.661055124,6.029982671
AT1G36550,4.877935962,3.540677744,4.420169436
AT1G62400,3.842834202,5.679376168,4.870001925
AT4G31320,4.868552093,3.929761249,3.62030614
AT5G19800,2.541571134,3.560631534,4.379845967
AT4G02540,10.12870613,9.289229836,8.290202168
AT3G44910,5.40835185,4.34117835,5.87002503
AT5G66970,3.559722741,3.380284961,3.750248378
AT1G28330,8.010831777,8.549745846,8.220284961
AT4G30320,4.580446695,4.870901091,6.039672681
AT5G13000,11.29978435,11.15972274,10.79977665
AT1G18970,5.069229836,4.57075476,5.550152107
AT3G23890,7.361370891,8.249591813,7.719757398
AT4G25640,9.710862583,10.26943778,9.539793981
AT3G11370,5.888613706,4.989430079,4.25002118
AT2G34770,11.17909121,10.58963802,10.12033502
AT4G07350,3.287443057,1.630947301,2.859845967
AT5G48290,5.571186052,6.339722741,5.98025993
AT2G20145,5.338490479,4.361147544,5.850036583
AT5G16960,6.68990758,6.629768951,6.329759324
AT1G02360,4.381016616,5.040747059,6.009701562
AT1G50080,4.618428866,3.599984597,3.580288811
AT1G70560,7.839876774,7.759561007,7.18981131
AT2G31035,0.158244027,-0.980223347,-1.269724667
AT1G53320,10.15987677,10.08020024,10.340258
AT3G29792,2.181832989,3.370438993,3.939913357
AT1G78740,6.610184839,6.728752335,5.110144406
AT2G31940,5.781109035,6.498706125,4.820284961
AT2G17590,4.429599515,4.170816373,5.229649576
AT4G10310,2.18169436,3.280477501,3.899757398
AT2G14640,6.499553305,6.209876774,6.049759324
AT3G44140,6.619845967,6.521078229,7.919978821
AT3G05310,4.000215646,4.139607217,3.630333096
AT2G46010,6.908921771,6.211209157,7.779992298
AT4G02060,9.269722741,9.089599515,8.569813235
AT5G42590,4.440739357,4.919699636,4.529741995
AT3G29060,4.951001213,5.599807459,5.349720816
AT2G37860,10.42964572,10.19974585,9.869782429
AT2G02220,7.229214433,6.720885688,7.870109748
AT4G30610,10.16915282,9.619453184,8.909917207
AT1G07160,5.74990758,5.689992298,5.679716965
AT1G42190,3.659568708,3.381016616,4.700036583
AT3G01100,8.340061613,8.380508308,9.040173287
AT5G14460,10.01983056,9.90966883,9.479788205
AT3G04660,3.340354275,3.57070855,4.489651501
AT2G42180,2.101802183,3.270200243,3.530051986
AT3G42580,5.780077016,5.828829351,4.310288811
AT5G60110,1.9523567,3.47919903,2.439884475
AT1G73630,8.290354275,8.518890965,7.080015403
AT1G42640,2.1823567,3.70882165,2.18002118
AT1G71990,6.670015403,6.679122014,5.539944163
AT4G11900,7.580431292,7.858914069,6.449996149
AT5G38530,9.599383869,9.199268345,8.249959566
AT2G27610,3.919768951,3.768914069,2.360288811
AT1G72410,5.468321044,4.381047422,5.740073166
AT1G05300,5.74004621,5.769607217,5.260336947
AT4G03330,4.881093632,5.590169436,5.809682308
AT4G15410,8.421832989,9.61042359,10.15992106
AT1G50470,5.11825943,3.991001213,5.290088569
AT1G69920,5.829306853,5.379091207,4.200067389
AT5G16260,8.770415888,9.040231049,9.340217571
AT1G31060,2.389969193,2.370723954,3.310113599
AT1G75920,3.512017828,4.820261856,5.159784354
AT1G55180,5.589815161,5.46915282,4.36995379
AT1G65120,4.538136204,3.330839478,4.420134779
AT1G69500,2.788967981,2.120870285,3.250123226
AT4G14605,8.939430079,8.569083505,7.38004621
AT4G16370,10.0895071,9.769368466,8.949905655
AT5G47560,11.33978435,11.1995302,10.58982864
AT1G13970,5.500862583,6.059052699,4.829909506
AT1G61950,3.458921771,2.760438993,3.329709263
AT2G20630,10.46969193,10.26975355,9.949778578
AT1G41750,3.7109396,4.319044997,3.08033117
AT2G43890,3.950231049,4.099314554,3.209859445
AT1G22900,6.810816373,7.338659915,5.600127077
AT1G50750,1.552079442,2.900038508,2.9497651
AT2G16570,7.059676531,6.850023105,6.879724667
AT2G44500,8.788167011,7.600254154,7.930246452
AT4G33770,8.539399272,8.14948399,7.479878699
AT4G02370,8.830261856,8.999892177,8.860292662
AT3G31340,0.771062826,1.458736932,-0.179957641
AT5G14660,10.67947629,10.33980746,10.08978243
AT1G76370,2.62084718,3.168629109,1.390207944
AT3G42370,1.050154033,1.150739357,2.110090494
AT5G14720,9.099876774,9.019807459,8.769755473
AT4G03156,0.831447907,1.769252941,0.800292662
AT2G44170,6.179676531,5.97117835,7.499936462
AT3G06420,8.009676531,7.800677744,8.680148256
AT3G18500,9.699691935,9.499545604,8.909832489
AT1G53810,5.459614918,5.210269557,5.559690009
AT2G22960,2.831417101,3.750069315,3.840155958
AT5G64080,10.09969193,9.899676531,9.479797832
AT3G22880,8.319830564,8.209684233,7.79978628
AT4G20940,5.249537902,4.948967981,3.610273408
AT5G61820,9.759445482,9.400824075,10.47011552
AT2G07050,10.91975355,10.75979976,10.4997651
AT1G12770,5.488105398,4.259730443,3.910005776
AT5G14080,6.001016616,6.660138629,6.840184839
AT1G19710,7.88924524,7.39924524,6.419994224
AT1G16690,7.789861371,7.699630322,7.219797832
AT5G35270,3.541417101,4.460161734,4.670129002
AT2G34960,7.749168223,7.20966883,6.779847893
AT2G18830,1.189276046,0.720077016,0.820292662
AT1G73650,10.91955331,10.62974585,10.29979206
AT1G60590,10.49947629,10.1604852,10.78967268
AT3G49780,7.80009242,7.860747059,8.83009242
AT2G14230,-0.148089994,1.089938387,1.010115525
AT3G51700,5.369414676,4.989537902,4.389861371
AT5G24850,8.379784354,8.23966883,7.809793981
AT5G37080,3.879460886,3.530161734,3.739715039
AT2G34230,2.721170649,3.480107823,3.620175212
AT4G36000,3.810292662,4.000854882,5.110026956
AT5G07850,2.409892177,2.340053911,2.41028111
AT4G13700,4.889276046,4.420038508,4.469749697
AT5G35880,4.438644512,3.561355488,5.319901804
AT4G33130,4.877828139,3.470985809,4.750073166
AT2G40330,6.659876774,6.579792056,6.310319618
AT4G34730,10.06936847,9.660053911,9.72974007
AT5G18610,1.680970406,2.309699636,1.920277259
AT1G30530,9.859722741,9.679283748,8.749915282
AT5G60660,7.708028381,6.430947301,7.66009627
AT1G12240,11.79910661,11.2195302,10.60989988
AT5G37770,10.06753548,8.470477501,9.090154033
AT5G16500,2.35254154,3.999283748,3.070130928
AT5G19920,6.630831777,7.16886786,5.699990373
AT4G31770,7.500169436,7.609406974,6.839838266
AT3G09710,6.130385082,6.379861371,6.199724667
AT3G51350,4.978844755,4.229514797,3.599944163
AT2G14020,5.767535477,4.171186052,5.709909506
AT4G39770,8.479969193,8.459329958,7.589876774
AT1G65510,5.45075476,5.938721529,4.280084718
AT3G13460,8.982248878,10.44003081,10.47999615
AT3G20470,6.3809396,6.990731655,7.939980746
AT1G77870,7.609476289,7.269792056,6.999788205
AT3G32290,0.27759709,-1.279715039,-0.909822862
AT3G44560,2.311571134,3.329376168,2.519809385
AT3G50540,4.619091207,4.031193753,5.579982671
AT5G59930,4.3509396,4.960554518,5.680061613
AT1G24938,5.419676531,5.209160522,4.120335021
AT1G11050,8.229676531,8.019337659,7.159901804
AT2G28760,8.669476289,8.329869072,8.159770876
AT3G54580,4.661447907,5.59995379,5.540179063
AT4G28940,6.250431292,6.530862583,7.649674606
AT5G27170,3.957889752,2.590593026,3.359803608
AT3G11690,8.700646937,9.120993511,10.40985752
AT3G57100,4.900646937,5.319499394,4.670321543
AT2G40670,7.958567496,7.029399272,6.250067389
AT2G41290,10.08918363,9.559568708,8.999878699
AT2G45940,5.118952578,4.43915282,3.340150182
AT1G48180,4.181802183,5.348991086,4.040265706
AT4G18420,2.532279684,4.008998787,2.710200243
AT4G22250,6.549599515,6.289029594,5.030053911
AT5G54940,12.75032347,12.96090879,14.13999422
AT1G41795,0.721232262,1.518798545,-0.039707338
AT3G21860,0.549553305,0.260862583,1.38009242
AT2G15800,1.248906368,0.541170649,2.060003851
ATCG00140,12.40006161,12.44100891,13.74997882
AT3G25560,8.799815161,8.679599515,8.15981131
AT5G50450,6.430970406,7.059607217,6.550288811
AT5G02640,6.329029594,5.699237538,4.710288811
AT3G01010,3.500970406,4.129052699,2.900325394
AT4G14680,10.06896798,9.399214433,8.380078942
AT1G06770,5.53249533,7.149838266,6.939861371
AT1G04350,11.53936847,11.12966113,10.68983249
AT4G05490,4.839969193,4.819353063,3.979870998
AT3G11745,8.169599515,7.909083505,6.720023105
AT1G20520,4.440677744,4.880824075,5.949690009
AT5G48530,6.31075476,6.799768951,6.499734294
AT2G36550,3.029768951,2.880816373,3.94009242
AT5G12380,5.538089994,4.299984597,4.280252229
AT3G15250,4.690908793,5.278837053,3.770308065
AT4G24860,5.999229836,5.500069315,5.589749697
AT2G15600,1.340462098,1.639491692,0.979801683
AT5G13170,9.318736932,8.500138629,8.679780503
AT4G34520,6.268736932,5.44924524,4.470184839
AT5G63100,7.530539114,7.879684233,7.469755473
AT3G62490,2.318567496,1.389738144,1.049909506
AT3G05400,7.2390604,6.629422377,5.879949939
AT2G36640,3.867766526,2.420962704,3.67007124
AT3G05460,3.169799757,3.038906368,1.620105897
AT4G07700,0.048536689,-0.899252941,0.069713114
AT4G36450,4.459044997,3.840500606,4.489697711
AT1G48480,9.090107823,9.159075804,7.959961492
AT3G04290,10.97075476,11.45914512,10.34988833
AT3G12220,4.747535477,3.150685446,4.04011745
AT2G47790,8.349584112,8.080392783,8.590223347
AT2G46450,10.12930685,9.679183627,8.62002118
AT3G09805,8.569830564,8.459684233,8.04979013
AT3G26210,5.869599515,5.609938387,5.529749697
AT5G07840,7.710462098,8.009206732,6.979884475
AT2G45830,6.249892177,6.179861371,5.999747771
AT2G06500,3.890277259,4.06882165,2.540288811
AT5G52000,2.070431292,2.350438993,2.919661128
AT3G49680,11.95986137,11.86961492,11.36980553
AT5G10240,9.299861371,9.20962262,8.719803608
AT2G22480,8.689784354,8.549799757,8.289767026
AT4G36500,9.909568708,9.629006489,8.340080867
AT5G07260,3.099676531,2.889915282,2.779749697
AT5G08110,6.360030807,6.378944876,5.010311916
AT5G52300,3.791062826,4.480816373,5.5397651
AT4G19230,5.160662341,5.590477501,6.210121301
AT3G55780,4.532264281,5.999792056,5.730078942
AT5G10420,4.650123226,4.730777865,5.740073166
AT5G50460,10.55109363,11.26043899,11.83007894
AT5G13740,10.92979976,10.79945318,10.08985559
AT3G13100,6.448998787,5.799252941,4.830048135
