GeneID,60mins,180mins,360mins,720mins,1440mins
AT3G03065,0,0,0,0,0
AT3G15240,0,0.024,0.027,0.01,0
AT3G15250,0,0,0,0,0
AT3G15251,0,0,0,0,0
AT3G15260,12.293,12.327,12.622,13.114,15.876
AT3G15270,1.536,0.857,0.726,0.337,0.292
AT3G03075,0,0,0,0,0
AT3G15280,0.234,0.248,0.23,0.021,0.153
AT3G15290,9.947,9.929,7.681,8.511,9.951
AT3G15300,0.61,0.743,1.063,0.791,0.629
AT3G15310,9.896,6.069,0.546,5.532,2.5
AT3G15320,0.096,0.046,0.024,0.056,0.05
AT3G03085,0.23,0.861,0.545,0.26,0.55
AT3G15330,0,0,0,0,0
AT3G15340,0.031,0.007,0.02,0.051,0.06
AT3G15350,19.989,17.488,13.519,11.122,17.974
AT3G15354,45.422,24.404,14.883,18.295,36.751
AT3G15359,0.142,0.056,0,0,0
AT3G15356,18.066,14.284,6.751,24.113,33.237
AT3G15351,2.936,2.626,2.93,3.186,3.893
AT3G15358,0.692,2.273,5.497,3.794,3.248
AT3G15352,2.751,3.154,2.628,4.71,5.437
AT3G03095,0,0,0,0,0
AT3G15353,1175.826,1357.606,1605.255,1032.026,890.954
AT3G03105,9.623,7.325,7.538,7.178,8.59
AT3G15355,4.072,4.159,5.493,6.094,6.339
AT3G15357,0.32,0.356,0.369,4.099,2.985
AT3G15360,285.458,326.581,332.557,348.697,329.612
AT3G15370,0,0,0.018,0,0
AT3G15380,10.605,8.742,7.415,6.364,9.608
AT3G15390,5.838,5.476,4.229,4.328,3.015
AT3G15395,14.202,15.965,11.649,11.13,11.347
AT3G15400,6.419,5.51,5.159,4.224,3.626
AT3G15410,14.062,13.582,15.334,12.524,16.177
AT3G15420,1.907,1.034,1.268,1.249,1.784
AT3G15430,15.139,17.008,23.09,23.998,22.688
AT3G15440,0,0.514,6.287,1.138,0.598
AT3G15450,7.653,34.634,710.565,227.268,67.231
AT3G15460,5.016,5.036,6.886,10.273,20.408
AT3G15470,15.256,11.16,11.103,9.006,11.741
AT3G15480,28.209,40.062,36.639,29.409,23.572
AT3G15490,0,0,0.032,0,0.015
AT3G15500,0.121,0.09,0.375,1.353,1.397
AT3G03115,0,0,0,0,0
AT3G15510,3.369,2.505,5.151,1.636,1.689
AT3G03125,0,0,0,0,0
AT3G15518,0.108,0,0,0.182,0.123
AT3G15520,48.79,44.695,36.813,36.931,36.976
AT3G03135,2.039,1.196,0.666,0.514,1.231
AT3G15530,29.814,13.495,22.238,4.304,5.28
AT3G15534,0.174,0.264,0.128,0.968,5.624
AT3G15536,0.754,1.208,1.744,1.132,1.459
AT3G15540,5.896,8.623,6.895,4.105,4.019
AT3G15548,0,0,0,0,0
AT3G15550,1.716,1.706,1.023,0.943,0.726
AT3G15570,7.812,18.389,17.066,5.64,9.692
AT3G03145,0,0,0,0,0
AT3G15580,25.886,29.972,29.993,33.532,39.429
AT3G15578,0,0,0,0,0
AT3G15585,0,0,0,0.204,0
AT3G15590,7.585,5.877,5.37,9.523,15.337
AT3G15600,0,0,0,0,0
AT3G15602,0,0,0,0,0
AT3G15605,0.008,0,0,0,0.005
AT3G15604,0,0,0,0,0
AT3G15610,9.032,7.72,8.113,8.325,9.955
AT3G03155,0,0,0.102,0.082,0
AT3G15620,0.475,0.343,0.641,1.524,1.458
AT3G15630,0.354,1.497,7.772,6.181,2.922
AT3G15635,0,0,0,0,0
AT3G15640,39.031,43.422,42.972,44.305,50.605
AT3G15650,1.121,1.174,1.522,1.148,1.512
AT3G15660,22.655,24.682,27.844,33.894,42.092
AT3G15670,0.082,0.052,0.057,0.151,0.544
AT3G15680,17.752,11.274,3.173,4.07,6.316
AT3G15690,24.1,25.216,23.95,23.954,27.298
AT3G15700,0,0,0,0,0
AT3G15710,13.888,18.646,19.374,18.763,20.325
AT3G15720,0.207,0.443,5.104,2.7,0.68
AT3G15730,122.379,206.612,424.224,554.91,451.146
AT3G15740,0.302,0.59,0.876,0.454,0.172
AT3G15750,1.246,15.416,28.85,8.425,4.861
AT3G15760,15.018,10.288,5.378,7.002,4.011
AT3G15770,18.431,9.953,3.453,3.704,5.76
AT3G15780,20.195,15.072,17.489,13.873,17.784
AT3G15790,47.305,31.161,25.342,18.485,22.73
AT3G15800,2.337,2.567,1.686,2.44,2.331
AT3G15810,87.418,63.455,49.948,40.969,31.032
AT3G15820,11.008,11.521,5.133,3.336,3.757
AT3G15830,0.014,0.073,0.076,0.028,0.021
AT3G15840,89.139,134.017,239.144,225.175,234.519
AT3G15850,212.111,201.879,120.666,60.924,75.261
AT3G15860,0,0,0,0,0
AT3G15870,0,0,0,0,0
AT3G15880,25.605,21.155,16.782,12.29,19.571
AT3G15890,3.546,3.476,2.656,2.696,2.86
AT3G15900,32.85,29.285,20.424,16.638,17.258
AT3G03165,6.836,1.728,0.298,0.44,2.437
AT3G15909,0,0,0,0,0
AT3G15910,0,0.022,0,0,0
AT3G15920,4.261,4.458,5.559,5.108,5.855
AT3G03175,0,0,0,0,0
AT3G15930,0,0,0,0,0
AT3G15935,0,0,0,0,0
AT3G15940,8.107,6.922,5.085,4.091,7.274
AT3G03195,0,0,0,0,0
AT3G15950,0.181,0.241,0.164,0.091,0.129
AT3G15960,0,0,0,0,0
AT3G15970,7.346,7.354,6.024,10.904,17.274
AT3G15980,15.263,14.834,15.8,16.852,20.572
AT3G03205,0,0,0,0,0
AT3G15990,7.598,4.357,1.67,2.143,5.088
AT3G16000,48.875,52.772,60.88,67.972,70.154
AT3G16010,2.302,1.375,1.218,1.53,2.167
AT3G16020,0.381,0.302,0.251,0.237,0.23
AT3G16030,1.889,2.662,1.732,2.861,3.342
AT3G16040,0.062,0,0,0.07,0.043
AT3G16050,2.707,1.371,0.732,1.684,3.023
AT3G03215,0,0,0,0,0
AT3G16060,18.352,13.966,10.997,10.619,18.039
AT3G16070,1.679,1.131,0.96,1.422,0.939
AT3G16080,49.805,61.715,46.734,71.028,121.313
AT3G16090,7.816,5.156,4.88,4.143,6.349
AT3G16100,30.434,39.639,34.422,33.91,34.483
AT3G16110,7.54,7.292,8.139,10.72,12.931
AT3G16117,0,0,0,0,0
AT3G16120,0.33,0.374,0.078,0.263,0.284
AT3G16130,0.008,0,0,0,0.01
AT3G16140,552.752,565.12,522.651,447.156,464.232
AT3G16150,1.167,0.8,0.283,0.283,0.179
AT3G16160,0.136,0.066,0.056,0.068,0.162
AT3G16170,6.461,5.38,4.488,4.26,8.532
AT3G16175,10.63,9.936,3.807,4.327,5.272
AT3G16180,1.511,15.962,21.673,6.674,1.71
AT3G03225,0.027,0.71,0.4,0.044,0.022
AT3G16190,19.715,22.013,20.954,19.55,25.378
AT3G16200,5.556,5.384,6.093,5.499,6.865
AT3G16210,0.022,0.042,0.034,0.04,0.008
AT3G16220,24.022,21.661,17.486,16.581,22.871
AT3G16230,12.184,10.428,8.232,5.441,4.915
AT3G16240,299.347,252.147,52.102,18.416,20.255
AT3G03265,5.223,0.409,0.095,0.316,0.928
AT3G16250,80.63,65.691,48.438,35.297,27.026
AT3G03275,0.294,0.204,0.14,0.06,0.035
AT3G16260,8.927,6.806,4.753,3.256,5.015
AT3G16270,15.261,14.998,14.302,16.015,12.928
AT3G16280,1.902,2.967,0.884,0.986,0.954
AT3G16290,29.863,27.352,21.184,22.38,21.19
AT3G16300,0.018,0.024,0,0,0
AT3G16310,7.05,8.684,11.239,19.995,25.719
AT3G16320,0.58,0.785,1.163,1.555,2.191
AT3G16330,2.362,1.53,0.289,6.542,3.45
AT3G16340,4.194,4.019,2.658,1.786,2.862
AT3G16350,7.111,7.46,4.323,3.089,2.581
AT3G03285,0,0.047,0,0.035,0
AT3G16360,3.425,3.597,11.015,10.262,10.362
AT3G03295,0,0,0,0,0
AT3G16370,148.874,142.484,95.462,63.986,114.377
AT3G16380,0,0.026,0.048,0.048,0.108
AT3G16390,0,0.01,0.024,0,0
AT3G16400,9.315,9.251,8.865,7.274,3.748
AT3G16410,0,0,0.008,0,0.01
AT3G16415,0,0,0,0,0
AT3G16420,2.745,2.035,1.925,0.544,0.292
AT3G16430,0,0,0,0,0
AT3G16432,0,0,0,0,0
AT3G16440,0,0,0,0,0
AT3G16450,0,0,0,0,0.022
AT3G16460,0.635,0.443,0.32,0.091,0.06
AT3G16470,20.3,17.197,17.517,9.029,4.843
AT3G16480,17.926,17.358,14.91,14.523,17.833
AT3G16490,0.009,0,0.062,0.019,0.03
AT3G03325,0.158,0.177,0.145,0.248,0.09
AT3G16500,14.682,13.366,24.077,25.698,18.688
AT3G03335,0,0,0,0,0
AT3G16510,8.511,4.155,10.485,3.252,2.564
AT3G16520,57.707,46.334,42.032,32.001,79.729
AT3G16525,0,0,0,0,0
AT3G16530,5.371,5.966,4.891,21.063,11.696
AT3G16540,0.092,0.032,0.081,0.048,0.006
AT3G16550,0,0,0,0,0
AT3G16552,0,0,0,0,0
AT3G16555,0,0,0,0,0
AT3G16560,9.506,9.82,15.022,16.706,17.733
AT3G16565,0.629,2.506,5.958,7.213,6.856
AT3G16570,33.154,27.907,10.617,17.028,33.581
AT3G03345,0,0,0,0,0
AT3G16580,0,0.012,0,0,0.007
AT3G16590,0.012,0,0.016,0.015,0
AT3G16600,0,0,0,0,0
AT3G16610,0.413,0.363,0.256,0.301,0.715
AT3G16620,1.554,1.134,0.672,0.964,0.736
AT3G16630,21.169,22.341,23.207,22.954,22.838
AT3G16640,785.263,634.805,571.526,435.005,487.294
AT3G16650,1.191,0.967,0.53,0.686,0.789
AT3G16660,38.665,55.388,34.643,29.263,37.056
AT3G03355,0,0.05,0,0,0
AT3G03365,0,0,0,0,0
AT3G16670,128.201,161.578,117.377,94.507,134.762
AT3G16680,0.044,0,0,0,0.061
AT3G16690,0.453,0.426,0.118,0.063,0.163
AT3G16700,1.941,2.616,1.385,1.075,1.845
AT3G16710,2.245,2.488,2.535,1.218,1.313
AT3G16712,2.282,2.204,3.184,0.978,1.038
AT3G16720,21.942,2.937,9.585,6.647,2.77
AT3G16730,1.198,1.578,1.191,1.624,1.971
AT3G16740,1.88,5.551,8.931,10.194,6.677
AT3G16750,3.269,2.888,3.832,3.908,3.793
AT3G16760,12.069,17.565,18.917,25.656,21.577
AT3G16770,60.32,60.911,77.067,63.743,46.234
AT3G16780,24.534,33.328,29.846,45.537,58.926
AT3G16785,6.367,8.906,11.967,13.229,12.742
AT3G16800,11.536,11.265,7.374,33.271,19.453
AT3G16810,4.114,5.303,8.066,22.02,28.516
AT3G16820,0,0,0,0,0
AT3G03375,0,0,0,0,0
AT3G16830,15.77,13.831,16.396,19.112,27.657
AT3G16840,8.497,9.308,11.594,20.764,20.162
AT3G16850,43.292,51.651,23.851,19.819,19
AT3G16857,11.577,8.21,4.882,5.511,7.219
AT3G16860,16.615,2.93,1.984,1.034,0.548
AT3G03385,0,0,0,0,0
AT3G16870,5.314,2.189,2.115,4.315,5.032
AT3G16880,0,0,0,0,0
AT3G16890,1.716,2.448,1.661,3.135,2.921
AT3G16895,0,0,0,0,0
AT3G16900,0.072,0,0.098,0,0.028
AT3G16910,67.561,28.558,9.482,6.764,9.613
AT3G16920,6.417,5.111,4.106,3.189,2.772
AT3G16930,0,0,0,0,0
AT3G16940,26.52,13.611,7.498,21.185,26.898
AT3G16950,7.298,5.662,3.518,2.655,3.629
AT3G16960,0,0,0,0,0
AT3G16970,0,0,0,0,0
AT3G16980,0.113,0.058,0.16,0.208,0.164
AT3G16990,7.215,6.541,5.532,7,13.95
AT3G17000,26.681,19.242,17.354,25.767,40.98
AT3G17010,0,0,0,0,0.008
AT3G17020,35.544,51.347,74.174,106.441,121.341
AT3G17030,0.944,0.928,0.698,0.728,1.525
AT3G17040,59.835,43.512,31.359,25.721,49.105
AT3G17050,6.296,8.937,4.761,3.843,2.635
AT3G17060,0,0,0,0,0
AT3G17070,25.205,9.409,5.705,3.329,8.506
AT3G17080,0,0,0,0,0
AT3G17090,23.76,24.864,23.462,26.795,31.308
AT3G03415,0,0.188,0,0.184,0.354
AT3G03425,0,0,0,0,0
AT3G03435,0,0.168,0.052,0.126,0.139
AT3G03445,0,0,0,0,0
AT3G17100,11.874,9.62,6.785,9.271,10.869
AT3G03455,0,0,0,0,0
AT3G17110,10.668,9.271,5.659,3.498,17.44
AT3G17120,8.899,4.773,4.792,1.97,3.058
AT3G17130,5.133,13.837,24.195,65.507,18.253
AT3G17140,0,0,0,0,0
AT3G17150,0,0,0,0.046,0.02
AT3G17152,0.086,0.06,0.059,0.048,0.143
AT3G17155,0,0,0,0,0
AT3G17160,13.236,14.802,13.693,31.469,31.342
AT3G17170,23.277,21.747,12.643,28.426,41.755
AT3G17180,0.754,0.764,0.286,0.312,0.329
AT3G17185,33.56,24.517,6.843,6.481,6.28
AT3G17190,0,0,0,0,0
AT3G17200,0,0,0,0,0
AT3G17203,0,0,0,0,0
AT3G17205,11.907,13.379,13.774,11.918,12.608
AT3G17210,51.781,55.281,41.681,42.046,53.593
AT3G17220,0.682,0.534,0.659,0.598,0.55
AT3G17225,1.037,0.902,0.69,0.486,0.564
AT3G17227,0.041,0,0.058,0.075,0.073
AT3G17230,0,0,0,0,0
AT3G17240,27.437,30.582,33.299,48.715,63.401
AT3G17250,2.965,2.831,2.754,3.051,2.73
AT3G17260,0,0,0,0,0
AT3G17261,0,0,0,0,0
AT3G17265,0,0,0,0,0
AT3G17270,0,0,0,0,0
AT3G17280,0.206,0.123,0.173,0.228,0.186
AT3G17290,0,0,0,0,0.012
AT3G17300,9.628,9.724,7.984,6.419,6.149
AT3G17310,6.814,6.402,4.857,3.534,4.625
AT3G17320,0,0,0.017,0,0
AT3G17330,25.794,15.766,7.268,2.867,3.18
AT3G17340,6.652,6.024,5.495,4.867,5.764
AT3G03465,0,0,0,0,0
AT3G17350,2.537,1.766,1.543,1.456,1.854
AT3G17360,0.61,0.519,0.52,0.458,0.378
AT3G17365,3.8,2.899,2.228,3.454,6.248
AT3G17370,0.022,0,0,0,0
AT3G17380,5.262,3.964,2.849,2.814,1.818
AT3G17390,119.69,314.994,229.236,116.648,77.884
AT3G03475,1.405,2.091,0.871,0.509,0.234
AT3G17400,0,0,0,0,0
AT3G17410,21.356,21.904,24.55,28.702,34.197
AT3G17420,3.184,2.255,2.096,1.739,1.943
AT3G17430,7.449,7.462,6.053,5.954,6.702
AT3G17440,14.908,17.733,12.643,10.553,14.566
AT3G17450,5.407,4.668,3.181,3.645,4.28
AT3G17460,1.11,0.819,0.526,1.187,0.831
AT3G17465,9.864,6.76,5.245,16.726,23.922
AT3G17470,20.778,10.716,8.574,9.299,10.735
AT3G17480,0,0,0.019,0,0
AT3G17490,0,0,0,0,0
AT3G17500,0,0,0,0,0
AT3G17510,84.188,26.38,11.252,16.866,18.008
AT3G17520,0.314,0.074,0.28,0.21,12.506
AT3G17530,0,0,0,0,0
AT3G17540,0,0,0,0,0
AT3G17550,0,0,0,0,0
AT3G17560,0,0,0,0,0
AT3G17570,0,0,0,0,0
AT3G03495,0,0.036,0,0,0
AT3G03505,0,0,0,0,0
AT3G17580,0.036,0.098,0.215,0.516,0.294
AT3G17590,4.492,4.106,3.702,4.17,8.873
AT3G17600,0.032,0.042,0,0,0.011
AT3G17609,79.374,81.215,42.248,49.704,51.162
AT3G17611,6.659,3.963,2.701,5.204,5.333
AT3G17620,0,0,0,0,0
AT3G17626,2.678,1.448,1.61,1.32,1.606
AT3G17630,1.486,0.86,0.746,0.918,1.22
AT3G03515,0,0,0,0.042,0
AT3G17640,4.891,7.406,4.546,1.497,3.662
AT3G17650,18.166,24.164,23.175,18.198,18.01
AT3G17655,0.035,0.024,0.022,0.036,0.04
AT3G17660,1.551,1.266,0.92,0.852,1.315
AT3G17668,7.944,7.373,4.936,3.491,4.052
AT3G17670,10.694,9.57,11.06,12.209,17.479
AT3G17675,0.038,0,0,0,0.026
AT3G17680,1.304,0.882,0.586,0.769,0.705
AT3G17690,0.38,0.536,0.174,0.311,0.145
AT3G17700,6.656,5.262,4.138,5.482,4.602
AT3G17710,2.27,2.972,3.208,4.375,2.204
AT3G17712,0.678,0.514,0.601,0.5,0.534
AT3G17715,1.367,1.478,1.724,1.649,1.646
AT3G17717,0,0,0,0,0
AT3G17720,0.047,0,0.036,0,0
AT3G03525,0,0,0,0,0.046
AT3G17730,1.414,1.44,1.03,1.004,0.887
AT3G17740,2.586,2.271,2.091,2.293,2.478
AT3G17750,10.674,9.133,8.549,9.841,10.951
AT3G17760,0.016,0,0.012,0,0
AT3G17765,0,0,0,0,0
AT3G17770,17.931,11.65,10.322,10.532,19.338
AT3G17780,7.555,7.264,7.474,9.386,13.862
AT3G17790,17.133,20.041,5.515,16.245,18.606
AT3G17800,260.096,128.663,275.72,125.198,100.99
AT3G03535,3.534,0.434,1.091,0.514,0.221
AT3G17810,25.741,18.422,23.898,24.373,36.077
AT3G17820,10.056,8.443,10.16,14.436,18.98
AT3G17830,3.531,2.914,2.249,4.378,6.986
AT3G17840,19.122,13.668,5.271,4.396,11.307
AT3G17850,15.567,17.26,18.03,20.235,20.113
AT3G03555,0,0,0,0,0
AT3G17860,7.584,6.473,8.538,8.093,12.602
AT3G17880,10.866,10.427,12.396,17.855,24.605
AT3G17890,1.043,0.531,0.532,1.078,1.454
AT3G03585,0,0,0,0,0
AT3G03595,0,0,0,0,0
AT3G17900,9.554,8.562,9.768,11.059,12.125
AT3G17910,2.54,2.73,2.859,5.264,5.883
AT3G17920,5.529,6.851,5.749,5.478,5.163
AT3G17930,149.183,162.827,156.012,162.558,200.872
AT3G17940,18.727,15.435,14.555,16.114,18.034
AT3G17950,4.207,3.467,2.917,3.367,5.549
AT3G17970,12.16,14.139,13.524,21.466,24.404
AT3G17980,0.159,0.136,0.038,0.02,0.026
AT3G18000,7.827,7.165,8.486,6.723,16.133
AT3G18010,0.998,0.623,0.396,2.132,0.892
AT3G18020,1.202,0.801,0.744,2.059,3.618
AT3G18030,3.078,2.913,4.152,5.855,7.809
AT3G18035,16.941,14.314,11.238,12.849,12.529
AT3G18040,7.528,8.8,6.134,5.445,7.069
AT3G03605,0.602,0.494,0.308,0.471,0.439
AT3G18050,16.16,13.652,3.851,2.624,14.67
AT3G18060,19.28,21.891,23.468,32.913,41.466
AT3G18070,0.808,0.504,0.39,0.098,0.164
AT3G03615,0,0.086,0,0,0.042
AT3G18080,16.473,33.98,80.042,76.995,49.697
AT3G18090,1.446,1.128,0.734,0.547,0.526
AT3G18100,2.581,1.658,2.418,5.509,4.808
AT3G18110,7.82,5.494,4.522,4.713,5.495
AT3G18120,0,0,0,0,0
AT3G18130,23.441,23.846,23.206,41.373,87.096
AT3G18140,34.407,33.089,33.401,29.431,35.806
AT3G18145,0.296,0.088,0.035,0.037,0.095
AT3G18150,0,0,0,0,0
AT3G18160,5.572,4.338,5.524,4.588,5.979
AT3G18165,23.467,26.571,22.867,29.596,32.974
AT3G18170,0.966,0.368,0.495,0.372,0.397
AT3G03635,0,0,0,0,0
AT3G18180,0,0,0,0,0.01
AT3G18190,18.692,21.891,24.551,37.063,53.638
AT3G18200,0,0,0,0,0
AT3G18210,7.945,6.024,6.626,5.482,6.996
AT3G18215,4.678,4.365,3.451,3.692,3.264
AT3G03645,0,0,0,0,0
AT3G03655,0,0,0,0,0
AT3G18220,0,0,0,0,0
AT3G18230,4.118,4.397,6.296,8.585,6.742
AT3G18235,0,0.032,0,0.024,0.048
AT3G18240,2.066,2.103,2.027,3.192,4.203
AT3G18250,0.117,0.251,0.116,0.221,0.369
AT3G18260,2.522,2.431,1.971,1.833,2.41
AT3G18270,11.74,8.53,7.481,6.31,6.778
AT3G18280,45.784,45.247,33.35,32.564,45.074
AT3G18282,0.024,0,0.035,0,0.016
AT3G18290,25.064,14.035,11.328,13.448,16.528
AT3G18291,0,0,0,0,0
AT3G18295,8.715,4.407,2.99,3.724,4.848
AT3G18300,1.471,0.553,0.43,0.564,0.72
AT3G18310,1.891,2.338,2.63,3.155,2.731
AT3G18320,1.288,0.72,0.849,1.285,1.28
AT3G18330,0.08,0.03,0.044,0.076,0.04
AT3G18340,0,0,0,0,0
AT3G03665,0,0,0,0,0
AT3G18350,4.874,3.761,3.061,2.332,3.738
AT3G18360,0.012,0.067,0,0.027,0
AT3G18362,0.018,0,0.026,0,0
AT3G03675,0,0,0,0,0
AT3G18370,9.777,9.451,14.829,14.165,9.067
AT3G18380,7.398,5.733,5.294,7.121,9.564
AT3G18390,52.697,52.808,41.916,47.426,39.263
AT3G18400,0,0.014,0.013,0,0.007
AT3G18410,44.263,49.321,39.525,44.808,50.005
AT3G18420,17.354,15.066,13.762,16.767,27.319
AT3G18430,11.157,9.934,11.04,10.714,13.891
AT3G18440,5.334,14.651,25.161,30.634,20.574
AT3G18450,0,0,0,0,0
AT3G18460,0,0,0,0,0.018
AT3G18470,0,0,0,0,0
AT3G18480,10.12,9.744,9.569,10.787,11.578
AT3G18485,4.66,2.431,1.181,1.134,1.504
AT3G03685,0,0,0,0,0
AT3G03695,0,0,0.112,0,0
AT3G18490,185.536,100.233,70.113,150.668,140.701
AT3G18500,22.716,27.2,27.607,22.299,24.464
AT3G18510,1.834,1.892,1.232,1.02,2.572
AT3G18518,0,0,0,0,0
AT3G18520,12.66,10.724,8.2,6.226,9.191
AT3G18524,1.258,1.126,1.253,2.163,2.789
AT3G18530,0.1,0.112,0.27,0.196,0.374
AT3G18535,3.085,3.82,5.805,7.995,8.541
AT3G03705,0,0,0,0,0
AT3G18550,0.006,0,0.01,0.015,0.006
AT3G03715,0,0,0,0,0
AT3G03725,0,0.045,0,0,0
AT3G03735,0,0,0,0,0
AT3G18560,11.252,8.078,4.149,10.097,9.973
AT3G18570,0.016,0.096,0.076,0.038,0.11
AT3G18580,2.66,2.792,3.091,8.189,12.919
AT3G18590,0,0.058,1.606,15.226,8.134
AT3G18600,3.898,4.737,4.928,18.145,34.044
AT3G18610,0.187,0.209,0.312,0.759,1.043
AT3G18620,1.708,2.09,2.813,4.241,5.155
AT3G18630,0.577,0.529,0.304,0.37,0.899
AT3G18640,8.832,11.066,9.524,11.368,11.788
AT3G18650,0,0,0,0.014,0.008
AT3G18660,1.202,0.982,0.946,1.008,0.762
AT3G18670,0.575,0.496,0.697,0.604,0.549
AT3G18680,34.002,29.468,19.944,27.781,35.2
AT3G18690,1.991,2.035,1.638,2.612,1.047
AT3G03745,0,0,0,0,0
AT3G18700,0,0,0,0,0
AT3G18710,7.043,1.619,0.614,1.544,1.379
AT3G18715,0.13,0.266,0.107,0.108,0.052
AT3G03755,0,0,0,0,0
AT3G18720,0,0,0,0,0.01
AT3G18730,0.716,0.564,0.504,0.645,1.042
AT3G18740,135.767,141.719,114.651,148.613,259.249
AT3G18750,31.637,22.784,9.459,2.427,1.798
AT3G18760,7.748,7.502,5.828,7.451,15.564
AT3G18770,1.803,1.903,3.772,3.357,3.941
AT3G18773,0.516,0.595,0.337,0.68,0.88
AT3G18775,0,0,0.072,0.254,0
AT3G03765,0,0.143,0.248,0.488,0.217
AT3G18777,1.51,1.224,0.394,0.593,0.758
AT3G03775,0,0,0,0,0
AT3G18780,146.335,163.904,134.103,137.886,106.258
AT3G18790,14.718,15.613,19.511,26.331,31.52
AT3G18800,5.095,1.359,1.096,3.617,4.397
AT3G18810,0,0,0,0,0.006
AT3G18815,0,0,0,0,0
AT3G18820,32.741,59.925,50.549,51.87,60.587
AT3G18830,24.395,48.517,44.886,41.744,14.429
AT3G18840,0.192,0.188,0.165,0.174,0.464
AT3G18845,0.141,0.131,0.32,0.049,0.26
AT3G18850,1.876,2.48,2.585,2.094,2.588
AT3G18860,14.451,14.209,14.035,15.678,20.882
AT3G18870,2.901,2.181,1.664,1.977,1.57
AT3G03785,0,0,0,0,0
AT3G18880,0.508,0.67,0.888,0.776,0.26
AT3G18890,135.74,103.341,88.203,87.563,71.191
AT3G18900,0.29,0.236,0.208,0.182,0.108
AT3G18905,0,0,0,0,0
AT3G18910,1.387,2.709,2.598,2.43,3.583
AT3G18930,1.22,1.482,2.797,4.118,2.505
AT3G18915,0,0,0,0,0
AT3G18940,7.159,7.418,8.228,8.347,12.838
AT3G18950,18.405,1.306,0.725,5.514,4.935
AT3G18952,0,0,0,0,0
AT3G18955,0,0,0,0,0
AT3G18957,0,0,0,0,0
AT3G18960,0.81,0.332,0.221,0.222,0.15
AT3G18970,1.512,0.68,0.403,0.456,1.224
AT3G18980,14.202,9.236,11.897,11.23,10.814
AT3G18990,4.744,3.702,4.8,4.898,6.446
AT3G19000,11.963,5.11,1.924,2.801,3.028
AT3G19002,0.01,0,0.062,0.024,0.01
AT3G19010,28.315,31.373,51.209,61.911,24.11
AT3G19020,3.678,4.556,4.626,3.281,2.516
AT3G19025,0,0.018,0,0.034,0.01
AT3G19030,169.791,24.986,26.7,147.455,104.331
AT3G19035,0,0,0,0,0
AT3G19040,0.031,0.046,0.046,0.022,0.018
AT3G19045,0,0,0,0,0
AT3G03795,0,0,0,0,0
AT3G19050,1.173,0.928,0.586,0.588,0.44
AT3G19055,0,0,0,0,0.029
AT3G19070,0,0,0,0,0.012
AT3G19080,5.18,4.149,2.896,3.292,5.72
AT3G19085,0.032,0.02,0,0,0.016
AT3G19090,0.029,0.01,0.011,0,0.007
AT3G19100,19.188,12.665,7.127,8.137,28.126
AT3G19120,5.786,8.811,8.93,7.424,8.178
AT3G19130,14.224,28.803,40.797,31.187,14.419
AT3G19140,0,0,0.05,0,0
AT3G19150,9.45,14.937,11.885,5.745,3.52
AT3G19160,0,0,0,0,0
AT3G19170,124.363,116.171,109.565,114.565,112.68
AT3G19180,5.729,3.994,3.876,3.619,5.387
AT3G19184,0.08,0,0.014,0,0.022
AT3G19190,4.026,4.585,7.067,7.104,6.109
AT3G19200,0,0,0,0,0.012
AT3G19210,0.548,0.612,0.638,0.971,0.884
AT3G19220,11.954,17.776,21.36,24.014,25.342
AT3G19230,0.403,0.341,0.462,0.599,0.544
AT3G19235,0,0,0,0,0
AT3G19240,18.895,16.795,19.773,20.959,18.185
AT3G19250,0.469,0.53,0.29,0.478,0.812
AT3G19260,3.542,5.522,11.974,12.018,6.66
AT3G19270,1.679,2.065,3.107,2.434,9.117
AT3G19274,0,0,0,0,0
AT3G19280,3.624,2.468,3.006,3.019,3.776
AT3G03805,0.39,0.16,0,0.034,0.174
AT3G19290,9.582,8.643,9.367,15.694,15.685
AT3G03815,0.343,0.468,0.16,0.823,0.616
AT3G19300,1.192,0.839,0.363,0.308,0.474
AT3G19310,0.156,0.182,0.131,0.213,0.102
AT3G19320,0.016,0.012,0,0,0
AT3G19323,0,0,0,0,0
AT3G19330,0.884,0.889,0.446,0.68,2.124
AT3G19340,25.383,34.007,45.223,58.967,57.369
AT3G19350,0.273,0.807,2.128,5.857,3.856
AT3G19360,1.738,2.979,2.795,3.372,4.204
AT3G19370,18.786,18.453,11.91,9.483,9.812
AT3G19380,18.419,2.854,1.852,5.572,3.992
AT3G19390,0.082,0.062,0.02,0.041,0.128
AT3G19400,5.715,5.556,4.304,2.83,3.988
AT3G19410,0,0,0,0,0
AT3G19420,28.101,24.186,29.621,28.859,35.404
AT3G19430,0.026,0.024,0.02,0,0.009
AT3G19440,0.95,0.966,0.806,2.468,5.596
AT3G19450,118.631,95.677,60.295,60.456,58.147
AT3G19460,5.094,5.008,6.605,7.421,7.851
AT3G19470,1.367,1.984,4.021,2.118,0.916
AT3G19480,58.451,51.359,41.153,45.708,35.215
AT3G19490,16.467,15.445,21.404,27.171,34.719
AT3G19500,1.347,1.262,0.436,0.913,1.936
AT3G19508,3.648,3.447,1.946,1.736,4.887
AT3G19510,4.45,4.072,4.498,6.575,7.715
AT3G19515,7.143,10.04,10.388,11.593,15.124
AT3G19520,11.678,10.221,10.438,11.89,15.556
AT3G19530,0,0,0,0,0
