GeneID,60mins,240mins,480mins,720mins,1440mins,2160mins,3600mins
AT3G59830,0.136,0.132,0.073,0.144,0.076,0.074,0.053
AT3G59840,13.872,13.072,12.274,12.072,8.494,6.937,8.419
AT3G59845,0.018,0,0,0,0,0,0.018
AT3G59850,0.72,0.647,0.43,0.325,0.473,0.326,0.282
AT3G59860,0,0,0,0,0,0,0
AT3G59870,20.172,19.956,16.552,14.768,12.299,11.646,10.964
AT3G59880,1.361,0.992,0.933,1.042,1.238,1.595,3.988
AT3G59890,2.818,2.658,2.959,2.904,1.7,1.098,0.766
AT3G59900,42.566,42.078,51.475,52.872,36.228,32.253,23.806
AT3G59910,23.381,17.718,18.398,18.104,16.655,18.565,23.663
AT3G09255,0,0,0,0,0,0,0
AT3G59920,137.322,145.599,143.135,141.248,121.105,122.203,124.268
AT3G59923,0,0,0,0,0,0,0
AT3G59926,0,0,0,0,0,0,0
AT3G59930,43.495,50.102,64.192,49.222,33.015,30.305,25.931
AT3G09265,0,0.054,0,0,0,0,0
AT3G59940,0,0,0,0,0,0,0
AT3G09275,0,0,0,0.012,0,0,0.018
AT3G59950,14.036,13.256,12.886,13.064,13.701,14.547,17.189
AT3G09295,0.23,0,0,0.196,0.13,0.222,0.238
AT3G59960,0,0,0.015,0,0,0,0
AT3G59970,148.229,127.04,112.111,96.889,61.615,52.076,37.275
AT3G09305,0.785,0.396,0.441,0.063,0.164,0,0
AT3G59980,25.111,22.959,20.183,19.63,13.692,9.107,6.639
AT3G59990,46.538,49.46,52.694,54.237,60.201,61.844,66.195
AT3G60000,0.014,0.068,0.045,0,0.016,0,0
AT3G60010,0.032,0.058,0.035,0.058,0,0.036,0
AT3G60020,0.125,0.03,0,0,0,0,0
AT3G60030,47.569,55.472,55.438,56.386,64.216,64.224,75.571
AT3G09315,0,0,0,0,0,0,0
AT3G09325,0.096,0.089,0,0.13,0,0.278,0.288
AT3G09335,0,0,0,0,0,0,0
AT3G09345,1.296,0.786,0.68,0.793,0.684,0.294,1.19
AT3G60040,1.494,2.127,1.958,1.878,2.184,2.108,2.426
AT3G60050,5.29,4.268,3.673,3.301,2.907,2.757,2.426
AT3G60060,0,0,0,0.099,0,0,0.055
AT3G60070,44.692,37.412,36.142,31.957,29.732,22.674,17.741
AT3G60075,0,0,0,0,0,0,0
AT3G60080,24.158,21.098,24.752,24.06,21.303,20.481,18.067
AT3G60090,0.051,0.044,0.048,0.018,0.05,0.097,0.024
AT3G60100,0.012,0.024,0.026,0.013,0,0.014,0
AT3G09355,0,0,0,0,0,0,0
AT3G60110,2.969,3.25,2.862,2.677,3.54,4.086,5.338
AT3G60120,0,0,0,0,0.013,0.012,0
AT3G60130,37.008,45.604,50.337,56.456,54.558,63.038,62.422
AT3G60140,52.379,109.559,139.08,204.583,417.159,527.755,728.495
AT3G60150,2.127,3.854,4.298,4.64,6.121,4.929,5.892
AT3G60160,0.114,0.192,0.118,0.134,0.244,0.296,0.351
AT3G60164,0.166,0.186,0.21,0.202,0.118,0.212,0.37
AT3G60170,0.07,0.104,0.04,0.095,0.174,0.188,0.153
AT3G60176,0.022,0.064,0.045,0.04,0.091,0.117,0.254
AT3G60180,8.387,8.965,8.5,6.985,7.005,6.559,5.785
AT3G60190,14.995,20.587,20.084,20.5,22.797,25.697,30.815
AT3G60200,7.017,8.316,8.498,9.258,8.736,10.033,11.157
AT3G60210,62.636,62.219,57.914,51.281,45.343,33.389,21.166
AT3G60220,10.361,11.809,11.869,13.87,14.625,18.731,15.862
AT3G60238,0,0,0,0,0,0,0
AT3G60240,28.445,28.593,25.139,26.563,29.592,25.146,28.578
AT3G60245,313.893,248.507,236.186,250.847,198.095,149.93,116.801
AT3G60250,47.126,52.034,58.424,59.221,63.151,64.712,72.531
AT3G60260,21.301,19.218,21.581,20.145,18.386,17.561,21.353
AT3G60270,0,0.046,0.028,0.125,0.11,0.026,0
AT3G60280,0.151,0.206,0.084,0.056,0.064,0.022,0
AT3G60286,0.382,0.539,0.484,0.589,0.615,1.132,0.91
AT3G60290,8.323,4.68,3.131,2.564,1.739,1.686,1.534
AT3G60300,52.66,68.073,83.09,101.601,134.861,135.329,141.954
AT3G60310,3.929,4.333,4.346,4.158,4.415,4.539,4.494
AT3G60320,43.439,39.195,34.136,33.941,33.733,37.648,51.886
AT3G60328,0,0,0,0,0,0,0
AT3G60330,0.768,0.599,0.372,0.399,0.38,0.328,0.319
AT3G60340,47.373,63.694,68.974,72.37,92.788,100.064,102.269
AT3G60350,11.747,12.349,12.822,12.287,12.537,13.078,13.991
AT3G60360,5.697,4.208,4.442,5.299,5.294,4.622,4.977
AT3G60370,32.506,26.064,22.558,16.189,13.47,10.968,11.402
AT3G60380,12.134,13.383,12.503,11.828,9.828,9.712,7.688
AT3G60390,16.268,20.145,23.22,24.681,23.541,23.012,14.98
AT3G09365,0.144,0.08,0.048,0.068,0.194,0,0.052
AT3G60400,4.054,4.066,4.064,4.003,5.07,6.209,6.877
AT3G60410,14.796,14.688,14.52,16.017,13.965,15.663,16.218
AT3G60415,0.327,0.318,0.407,0.366,0.169,0.071,0.023
AT3G60420,0,0,0,0,0,0,0
AT3G60440,12.229,11.721,10.282,7.468,3.738,2.676,1.759
AT3G09395,0,0,0,0,0,0,0.125
AT3G60450,27.416,31.198,30.263,25.938,17.543,16.393,13.161
AT3G60460,0,0,0,0,0,0,0
AT3G60470,0,0.058,0.024,0.026,0.014,0.012,0.012
AT3G60480,7.425,8.668,8.832,7.806,6.479,5.742,5.32
AT3G60490,1.603,2.08,2.78,2.861,3.047,3.263,2.709
AT3G60500,7.84,7.495,7.203,6.949,5.966,5.997,6.065
AT3G60510,6.211,9.073,8.68,9.546,10.544,9.816,12.224
AT3G60520,3.291,5.785,7.244,8.645,8.551,7.25,6.228
AT3G09415,0.586,0.713,0.504,0.986,0.286,0.522,0.123
AT3G09435,0,0,0,0,0,0,0
AT3G09425,0,0,0,0,0,0,0
AT3G09445,0.2,0.104,0,0.105,0.099,0,0
AT3G60530,58.966,152.001,205.489,259.807,333.865,328.73,255.965
AT3G60540,1.118,1.377,1.316,0.747,0.482,0.309,0.162
AT3G09465,2.74,0.67,0.658,0.293,0.226,0.03,0.068
AT3G60550,5.024,4.029,4.151,4.357,3.109,4.098,6.962
AT3G60560,0,0,0,0,0,0,0
AT3G60565,0,0,0,0,0,0,0
AT3G60570,0,0,0,0,0,0,0
AT3G60580,0.508,0.45,0.446,0.306,0.456,0.279,0.463
AT3G09475,0,0,0,0,0,0,0
AT3G60590,7.155,10.065,10.844,12.11,14.351,17.273,20.127
AT3G60600,75.04,92.521,109.406,124.671,178.745,183.677,185.519
AT3G60610,0.014,0.012,0,0,0,0.014,0
AT3G60613,0,0,0,0,0,0,0
AT3G60620,13.511,9.941,9.572,7.282,5.218,4.736,4.854
AT3G09485,0,0,0,0,0,0,0.094
AT3G60630,24.934,23.538,22.085,20.488,18.951,16.616,13.451
AT3G60640,5.831,7.664,8.328,8.076,7.583,7.86,8.001
AT3G60650,2.384,3.351,4.841,5.279,5.234,2.645,1.006
AT3G60660,1.725,1.58,1.578,1.563,1.231,0.91,0.591
AT3G60670,0.416,0.398,0.454,0.654,1.259,0.91,1.23
AT3G60680,3.88,3.856,3.671,3.489,3.219,3.418,4.136
AT3G60690,4.793,4.012,4.281,4.755,7.44,10.287,19.529
AT3G60700,0.857,0.913,0.712,0.699,0.616,0.84,0.449
AT3G60710,0,0,0,0,0,0,0.018
AT3G60720,1.608,1.61,1.586,2.007,1.846,2.235,2.807
AT3G60730,0.326,0.256,0.234,0.211,0.259,0.329,0.354
AT3G60740,6.435,7.447,7.598,6.91,5.487,4.918,5.343
AT3G60750,445.782,438.774,388.89,342.626,251.584,203.375,182.129
AT3G60760,0,0,0,0,0,0,0
AT3G60770,166.252,136.319,132.909,122.508,106.963,83.953,71.654
AT3G60780,0.245,0.269,0.249,0.144,0.098,0.098,0.201
AT3G60790,0,0,0,0,0,0,0
AT3G60800,15.601,14.363,14.342,13.334,10.737,10.663,12.193
AT3G60805,0,0,0,0,0,0,0
AT3G60810,17.325,16.271,13.505,12.942,10.163,8.05,7.926
AT3G60820,86.531,95.779,94.34,94.915,89.266,94.436,89.617
AT3G60830,12.218,10.535,9.912,9.114,6.87,6.84,6.62
AT3G60840,4.204,4.208,5.101,4.786,4.759,3.732,3.07
AT3G60850,7.397,8.927,9.276,10.503,13.492,15.564,20.359
AT3G60860,15.972,20.378,19.444,18.773,20.746,19.755,21.261
AT3G60870,0.242,0.355,0.214,0.3,0.367,0.296,0.102
AT3G60880,10.809,11.01,9.462,9.675,7.96,8.432,9.608
AT3G60890,0.095,0.042,0.07,0.056,0,0,0
AT3G60900,1.194,0.946,0.818,0.724,0.452,0.216,0.051
AT3G60910,9.599,9.809,8.677,9.033,7.13,8.726,8.339
AT3G09495,0,0,0,0,0,0,0
AT3G60920,0.019,0.011,0.02,0.007,0.022,0.015,0.012
AT3G60930,5.154,6.927,6.797,7.577,11.343,8.803,4.944
AT3G60935,0.029,0.036,0.015,0.042,0.068,0.03,0.03
AT3G60940,0.432,0.198,0.188,0.168,0.146,0.104,0.232
AT3G60950,0,0.018,0.01,0,0.009,0.01,0.01
AT3G60955,0,0,0,0,0,0,0
AT3G60957,0.081,0.07,0.084,0.04,0.122,0.119,0.09
AT3G60960,2.78,1.994,1.8,1.876,1.59,1.526,2.101
AT3G60961,0,0.038,0,0,0.117,0.164,0
AT3G60965,1.605,1.887,1.751,1.525,1.623,1.377,1.679
AT3G60966,0,0,0.041,0,0.098,0.083,0.513
AT3G09525,0.04,0,0.169,0.248,0.294,0.304,0.58
AT3G09545,0.187,0.35,0.538,0.266,0.899,0.598,1.084
AT3G60970,0,0.031,0.013,0.016,0.052,0.113,0.072
AT3G60972,0.064,0.17,0.121,0,0.351,0.058,0.125
AT3G09555,0.222,0.201,0.17,0.138,0.353,0,0.242
AT3G60975,0,0,0,0,0,0,0
AT3G60980,3.197,5.067,5.32,6.526,7.008,7.099,9.671
AT3G60990,0,0,0,0,0,0,0
AT3G61010,21.266,23.205,25.824,24.669,33.134,39.944,44.558
AT3G61020,7.349,7.133,6.995,7.308,7.023,7.077,7.441
AT3G61028,0.226,0.344,0.423,0.321,0.342,0.52,1.137
AT3G61030,0,0.011,0,0,0.012,0,0.012
AT3G61035,0,0,0,0,0,0,0
AT3G61040,0.027,0.013,0.014,0.032,0,0,0
AT3G61050,47.899,52.022,50.36,47.349,39.621,40.846,40.797
AT3G61060,28.325,47.724,60.428,74.203,104.946,148.996,208.93
AT3G61070,53.154,52.41,54.009,48.359,50.745,50.386,51.831
AT3G61080,16.793,18.472,16.594,14.562,11.251,9.931,7.006
AT3G61090,0.106,0.277,0.263,0.063,0.077,0.036,0.113
AT3G61100,5.354,4.454,2.774,4.157,3.902,2.86,3.404
AT3G61105,0,0,0,0,0,0,0.278
AT3G61110,151.798,131.832,125.679,132.23,112.859,95.875,88.942
AT3G61111,0.194,0.088,0.094,0,0,0.098,0
AT3G61113,1.61,1.474,1.487,1.401,0.65,0.64,0.912
AT3G09565,0.066,0,0,0,0,0,0
AT3G61117,0,0.154,0,0,0,0.19,0
AT3G61118,0.126,0.23,0.248,0.124,0,0.066,0
AT3G61120,0.124,0.108,0.124,0.018,0,0.122,0.074
AT3G61130,54.56,44.691,39.312,37.739,32.349,28.849,30.038
AT3G61140,18.237,16.945,17.102,15.162,11.791,12.171,12.448
AT3G61150,22.247,20.072,19.425,18.684,16.81,16.319,19.344
AT3G61160,7.921,10.92,13.095,15.425,21.909,30.715,46.353
AT3G61170,0.272,0.229,0.349,0.279,0.182,0.248,0.384
AT3G61172,0,0,0,0,0,0,0
AT3G61175,0,0,0,0,0,0,0
AT3G61177,0.061,0,0,0.11,0.12,0,0.062
AT3G61180,26.97,32.014,34.238,35.303,37.147,41.234,46.139
AT3G61182,0,0,0,0.054,0,0,0
AT3G61185,0.122,0.06,0,0,0,0.176,0
AT3G61190,1.569,1.856,1.801,2.012,1.852,1.639,2.522
AT3G61198,5.534,10.107,16.726,19.134,28.641,31.773,30.785
AT3G61200,20.029,22.57,26.687,24.213,23.552,23.482,23.312
AT3G61210,3.356,7.218,7.377,9.008,11.534,15.477,17.547
AT3G61220,5.279,3.025,2.169,0.81,0.609,0.483,0.518
AT3G61230,0,0,0,0,0,0,0
AT3G09575,0,0,0,0,0,0,0
AT3G61240,35.507,31.08,29.608,27.715,23.773,23.842,25.474
AT3G61250,0.894,0.866,0.855,0.556,0.339,0.223,0.19
AT3G09605,0,0,0,0,0,0,0
AT3G61260,182.666,236.779,291.409,384.345,458.949,559.704,568.272
AT3G61270,2.057,1.9,1.776,1.704,1.531,1.708,1.1
AT3G61280,0.012,0.011,0.022,0.011,0,0,0.024
AT3G61290,0,0,0.015,0.016,0.018,0,0.06
AT3G61300,0,0,0,0,0,0,0
AT3G61310,7.702,5.622,5.022,4.47,3.21,3.038,3.188
AT3G61320,5.834,5.303,4.842,4.021,3.303,2.962,2.65
AT3G61330,0.012,0,0,0.014,0.012,0.006,0.012
AT3G61340,0,0,0.016,0.016,0.014,0,0
AT3G61350,3.826,4.272,4.31,4.28,3.329,3.33,3.661
AT3G09625,0,0,0,0,0,0,0
AT3G61360,0.766,0.954,0.867,0.578,0.494,0.336,0.482
AT3G09635,0,0,0,0,0,0,0
AT3G61370,3.445,2.66,2.596,2.649,2.385,2.294,2.689
AT3G09645,0,0,0,0,0,0,0
AT3G61380,2.206,1.776,1.774,1.536,1.284,1.413,1.261
AT3G09655,0,0,0,0,0,0,0
AT3G61390,0.444,0.579,0.355,0.698,1.075,1.015,1.023
AT3G61400,0.584,0.066,0.06,0,0.014,0.03,0.014
AT3G61410,1.02,0.766,0.834,1.141,1.312,1.551,1.709
AT3G61415,9.64,9.251,9.887,9.477,8.489,8.535,9.126
AT3G61420,16.111,17.736,18.258,20.308,28.093,29.687,26.37
AT3G61430,507.135,527.561,556.552,585.291,494.505,515.646,384.363
AT3G61440,228.205,283.346,314.778,343.919,316.581,319.087,294.669
AT3G61450,0.227,0.223,0.176,0.252,0.382,0.52,0.892
AT3G61460,120.516,122.231,130.384,150.812,195.166,192.65,190.738
AT3G61470,905.183,1249.368,1097.945,1072.464,747.719,616.362,572.872
AT3G61480,10.921,12.346,12.916,12.584,11.507,11.659,12.34
AT3G61490,27.136,18.517,12.425,10.452,6.953,4.721,2.564
AT3G61500,0,0,0,0,0,0,0
AT3G61510,0,0,0,0,0,0,0
AT3G61520,0.782,0.706,0.527,0.643,0.595,0.5,0.655
AT3G61530,4.896,4.441,4.88,4.854,4.666,3.938,4.486
AT3G61540,8.899,9.026,10.216,8.332,6.74,5.954,5.564
AT3G61545,0,0,0,0,0,0,0
AT3G61550,24.974,19.207,18.332,17.334,15.161,16.368,17.377
AT3G61560,3.731,3.057,2.787,2.452,1.876,1.816,1.286
AT3G61570,5.04,5.517,5.406,5.486,6.274,5.915,6.53
AT3G61571,0.209,0.102,0.107,0,0,0,0
AT3G61580,116.108,142.021,167.817,201.045,182.289,164.507,147.474
AT3G61590,5.25,4.359,4.178,4.197,2.914,2.896,3.101
AT3G61600,47.169,61.047,70.16,77.229,112.79,143.433,170.4
AT3G61610,8.992,9.312,9.259,8.012,6.496,4.723,2.365
AT3G61620,6.87,6.409,6.237,6.402,4.938,4.681,4.814
AT3G61630,11.17,10.736,12.43,13.309,17.306,17.727,21.117
AT3G09665,0,0,0,0,0,0,0
AT3G09675,0,0,0,0,0.054,0,0
AT3G61640,28.337,23.312,26.992,27.465,26.003,24.459,20.463
AT3G61650,8.178,8.296,7.418,6.863,5.409,4.749,4.69
AT3G09685,0,0,0,0,0,0,0
AT3G61660,0.492,0.532,0.308,0.276,0.11,0.067,0
AT3G61670,10.314,7.948,6.983,6.774,6.16,5.662,5.736
AT3G61680,3.452,5.168,7.454,8.681,7.553,7.696,4.959
AT3G61690,16.466,16.73,15.483,14.251,15.741,14.567,13.598
AT3G09695,0,0,0,0.106,0,0,0
AT3G61700,37.639,34.645,33.899,30.488,31.175,25.751,18.014
AT3G61710,13.919,15.255,15.105,14.492,16.236,15.771,16.3
AT3G61715,0,0,0,0,0,0,0
AT3G61720,0,0,0,0,0,0,0
AT3G61721,0,0,0,0,0,0,0
AT3G61723,0,0,0,0,0,0,0
AT3G09705,0,0,0,0,0,0,0
AT3G61730,0.023,0,0,0,0.024,0.021,0.021
AT3G61740,3.618,4.077,3.872,3.73,4.365,3.991,3.63
AT3G61750,10.54,5.541,4.225,2.598,1.988,2.252,1.764
AT3G61755,0,0,0,0,0,0,0
AT3G61760,0.649,0.67,0.4,0.37,0.18,0.128,0.068
AT3G61770,36.602,20.936,18.273,13.459,7.325,7.178,7.518
AT3G61780,6.207,5.388,4.586,4.28,4.419,3.434,3.311
AT3G61790,32.949,36.869,38.815,39.572,49.234,55.511,56.252
AT3G61800,2.454,2.449,2.393,2.447,2.922,2.897,3.029
AT3G61810,0,0,0,0,0,0,0
AT3G61820,23.629,20.123,16.649,14.43,12.247,9.934,8.296
AT3G61825,0,0,0,0,0,0,0
AT3G61826,0,0,0,0,0,0,0
AT3G61829,0,0,0,0,0,0,0
AT3G61830,13.234,16.141,16.613,16.757,16.89,13.787,10.112
AT3G61840,2.418,2.412,2.186,2.098,2.185,2.836,1.59
AT3G61850,8.026,8.749,8.99,9.943,15.175,18.713,20.924
AT3G61860,34.294,35.436,41.444,45.706,79.869,107.013,130.117
AT3G61870,85.737,70.824,59.967,51.802,28.328,15.758,9.969
AT3G61880,0.036,0.066,0.036,0.02,0.109,0.259,0.288
AT3G61890,9.447,12.533,18.649,23.233,42.647,44.192,43.616
AT3G61898,23.128,16.552,14.245,12.293,7.152,8.462,8.152
AT3G61900,4.537,6.87,6.348,7.45,12.076,13.401,13.443
AT3G61910,0,0.016,0,0,0,0,0
AT3G61920,4.36,1.332,1.137,0.724,0.106,0.156,0.113
AT3G61930,1.708,1.52,1.304,1.66,0.412,0.542,0.255
AT3G61940,0.017,0.05,0.108,0.081,0.056,0.052,0.017
AT3G61950,2.009,1.059,0.823,0.953,0.636,0.756,0.769
AT3G61960,15.712,15.953,15.139,15.209,16.742,16.969,18.459
AT3G61962,0,0,0,0,0,0,0
AT3G61970,2.835,1.876,1.832,1.786,1.509,1.204,0.735
AT3G61980,9.361,8.471,8.73,8.108,7.434,8.332,11.931
AT3G61990,10.871,10.436,9.698,7.808,7.739,6.216,7.169
AT3G62000,10.797,9.604,8.517,7.337,5.642,4.756,4.723
AT3G62010,27.346,25.233,23.314,23.252,25.691,25.339,25.57
AT3G62020,10.627,11.463,11.457,13.534,15.936,16.79,12.779
AT3G62030,362.871,334.043,267.397,192.95,78.265,43.282,21.691
AT3G62040,47.181,51.113,41.162,38.483,31.064,35.825,20.689
AT3G62050,0.873,1.297,0.733,0.554,0.468,0.45,0.347
AT3G62060,7.133,7.308,5.973,5.268,2.947,2.735,1.527
AT3G62070,4.651,5.877,6.167,8.244,10.456,15.497,13.916
AT3G62080,6.184,7.586,7.511,7.188,8.5,8.849,8.989
AT3G09725,1.463,2.061,1.842,1.978,3.257,2.345,3.868
AT3G62090,0.154,0.382,0.492,0.491,0.745,0.771,0.969
AT3G09745,0.012,0.022,0.012,0.009,0.037,0.012,0
AT3G62100,0.945,0.782,0.688,1.093,0.48,0.648,0.394
AT3G62110,14.012,18.717,18.843,15.122,9.344,8.462,6.916
AT3G62120,72.546,67.304,65.038,62.306,50.446,46.017,42.043
AT3G62130,11.523,12.33,13.251,14.325,13.72,14.488,14.731
AT3G62140,12.281,11.393,11.302,11.137,14.602,12.226,12.224
AT3G62150,1.607,2.386,2.094,2.039,1.595,1.726,4.086
AT3G62160,3.782,4.42,4.332,4.131,3.945,4.393,3.329
AT3G62170,0,0.009,0,0,0,0,0
AT3G62180,0,0,0,0,0,0,0
AT3G62190,27.384,25.576,26.441,22.215,19.218,17.068,18.924
AT3G62200,6.31,5.444,4.739,4.416,5.646,5.908,7.055
AT3G09755,0,0.105,0,0,0,0,0
AT3G62210,0.356,0.432,0.342,0.378,0.166,0.327,0.333
AT3G62220,6.933,7.216,7.607,6.496,6.625,5.029,5.03
AT3G62230,0.014,0,0,0,0,0,0
AT3G62240,15.543,17.386,17.899,17.645,22.642,22.166,24.187
AT3G62245,0,0,0,0,0,0,0
AT3G62250,199.511,156.254,148.382,152.977,114.172,96.953,88.007
AT3G62260,6.403,5.602,5.583,5.908,7.906,7.066,8.114
AT3G62270,10.009,9.578,9.997,9.593,7.773,7.905,6.867
AT3G62280,1.008,0.8,0.735,0.62,0.271,0.416,0.328
AT3G62285,0,0,0,0,0,0,0
AT3G62290,613.85,659.106,731.485,809.435,1018.354,1261.271,1698.198
AT3G62300,9.729,11.675,11.107,10.413,9.39,8.379,8.811
AT3G62310,23.076,21.163,21.114,21.612,28.242,30.038,34.34
AT3G62320,0.357,0.563,0.273,0.219,0.186,0.092,0.498
AT3G62330,12.327,10.229,11.448,11.714,14.397,15.64,16.73
AT3G09765,0,0,0,0,0,0,0
AT3G62340,0,0,0,0,0,0,0
AT3G62350,0,0,0,0,0,0,0
AT3G62360,33.093,35.653,32.458,28.893,23.701,21.507,20.764
AT3G62370,16.502,18.852,19.006,17.641,12.088,11.096,9.837
AT3G62380,0.04,0,0.019,0,0.021,0,0.041
AT3G62390,12.128,10.656,9.212,9.104,8.027,7.189,5.588
AT3G62400,67.362,55.859,56.957,41.731,28.255,24.451,21.373
AT3G62410,85.594,42.714,29.623,21.174,16.251,17.15,19.11
AT3G62420,81.856,69.147,66.184,57.905,39.508,43.627,50.371
AT3G62430,0.382,0.318,0.29,0.144,0.163,0.161,0.117
AT3G62440,0,0,0,0,0,0,0
AT3G62450,14.296,13.67,13.385,13.88,14.565,13.791,15.211
AT3G62455,0.317,0.221,0.196,0.172,0.246,0.271,0.316
AT3G62460,4.149,3.69,4.035,3.096,3.274,2.681,3.353
AT3G62470,1.378,1.851,1.744,1.357,1.345,1.124,0.948
AT3G62475,0,0,0,0,0,0,0
AT3G62480,0,0,0,0,0,0,0
AT3G62490,0,0,0,0,0,0,0
AT3G09775,0.312,0.323,0.324,0.315,0.314,0.27,0.282
AT3G62499,0.78,1.034,0.922,0.39,0.514,0.609,1.544
AT3G62500,1.222,1.21,1.206,1.072,1.286,1.585,2.691
AT3G62510,0.517,0.941,1.006,0.643,0.69,0.903,2.236
AT3G62520,0,0,0,0,0,0,0
AT3G09785,0.2,0.081,0,0,0,0,0.104
AT3G62528,0,0,0,0,0,0,0
AT3G62529,0,0,0,0,0,0,0
AT3G62530,120.733,93.381,71.072,64.516,37.275,25.765,16.73
AT3G62540,0.054,0.094,0.08,0.08,0.013,0.066,0.048
AT3G62550,3.562,10.678,9.329,7.575,10.224,6.537,7.098
AT3G62560,34.455,40.249,38.916,36.218,35.404,36.641,38.415
AT3G62570,5.121,6.492,7.15,7.965,8.357,9.521,9.159
AT3G62580,15.241,15.085,17.319,14.038,11.755,12.872,12.673
AT3G09795,0,0,0,0,0,0,0
AT3G62590,1.301,1.158,1.224,1.238,1.982,1.942,2.84
AT3G09815,0,0,0,0,0,0,0
AT3G62600,28.944,26.405,21.195,18.532,13.299,11.639,10.633
AT3G62610,0.188,0.076,0.052,0,0,0,0
AT3G62615,0,0,0,0,0,0,0
AT3G09825,0,0,0,0,0,0,0
AT3G09835,0.052,0,0.056,0,0.052,0,0.114
AT3G09845,0,0,0,0.068,0,0.199,0
AT3G62620,3.562,3.268,3.253,2.893,3.2,2.798,2.99
AT3G62630,19.764,17.151,15.753,14.398,10.032,8.434,8.898
AT3G62640,0,0,0,0,0,0,0.063
AT3G62650,94.86,126.858,173.728,214.147,273.581,300.62,301.183
AT3G62660,22.896,30.852,33.032,36.758,32.191,37.451,36.109
AT3G62670,0,0,0,0,0,0,0
AT3G09855,0.124,0.05,0,0.058,0,0,0
AT3G09865,0,0,0,0,0,0,0
AT3G62680,5.127,4.37,3.814,4.051,2.669,2.338,0.421
AT3G62690,3.764,3.292,3.657,4.88,4.598,4.931,5.358
AT3G62695,0,0,0,0,0,0,0
AT3G62700,39.506,53.288,56.732,65.306,92.972,97.252,101.85
AT3G62710,0,0,0,0,0.01,0,0
AT3G62720,21.869,16.252,16.247,16.462,17.186,20.468,34.079
AT3G62725,0,0,0,0,0,0,0
AT3G62730,0.072,0.015,0.052,0.042,0.104,0.035,0.05
AT3G62735,0,0,0,0,0,0,0
AT3G62740,0.321,0.352,0.196,0.198,0.106,0.102,0.061
AT3G62750,23.087,29.923,28.703,23.731,25.468,19.785,12.765
AT3G62760,0.359,0.118,0.228,0.018,0.048,0.051,0.053
AT3G62770,20.856,23.012,26.582,28.649,34.549,42.147,44.555
AT3G62780,0.198,0.196,0.256,0.24,0.206,0.108,0.09
AT3G62790,49.993,42.896,43.017,40.468,27.419,26.823,24.102
AT3G62800,7.15,9.13,7.629,7.585,7.829,7.39,6.971
AT3G62810,7.185,7.543,8.237,7.83,7.299,7.336,6.329
AT3G62820,9.788,10.783,10.962,11.762,15.064,16.425,17.515
AT3G62830,21.173,20.732,19.668,17.84,16.073,16.215,15.985
AT3G09875,0,0,0,0,0,0,0
AT3G62840,73.994,67.684,68.772,66.051,50.782,52.27,56.285
AT3G62850,0.132,0.164,0.2,0.103,0.108,0.13,0.186
AT3G62860,23.448,30.151,29.825,31.801,34.014,35.937,35.75
AT3G62870,201.479,165.063,154.26,152.88,142.981,113.23,103.665
AT3G62880,6.228,6.847,7.737,6.242,7.95,7.672,7.861
AT3G62890,0.664,0.718,0.554,0.653,0.562,0.672,0.49
AT3G62900,11.841,12.768,13.186,12.803,17.581,16.428,17.017
AT3G62910,29.14,25.369,21.537,17.933,16.255,11.328,8.448
AT3G62920,4.519,5.396,6.083,5.341,5.976,4.519,4.896
AT3G62930,5.707,4.657,4.003,3.947,4.746,3.928,4.396
AT3G62940,12.668,11.276,10.877,11.42,11.137,10.633,10.884
AT3G62950,1.282,3.481,3.767,5.245,5.759,6.068,4.75
AT3G62960,0.582,0.279,0.347,0.098,0.096,0.033,0
AT3G62970,9.215,9.988,8.854,7.73,7.941,6.543,6.501
AT3G62980,71.024,78.707,86.805,90.829,98.981,109.341,110.709
AT3G62990,0.64,0.657,0.655,1.337,2.599,3.703,4.008
AT3G63000,24.297,29.782,33.629,33.029,35.88,36.931,35.645
AT3G63003,0,0,0,0,0,0,0
AT3G63006,0,0,0,0,0,0,0
AT3G63010,6.563,7.562,7.205,7.383,7.884,8.331,9.895
AT3G63020,0.029,0.078,0.03,0.03,0.069,0.03,0.101
AT3G63030,7.822,9.099,8.204,8.322,8.242,8.482,8.841
AT3G63040,0.071,0.174,0.073,0.07,0.188,0.075,0.034
AT3G63050,1.031,1.059,1.424,0.944,1.256,1.312,1.153
AT3G63052,0.124,0.222,0.232,0.058,0.242,0.114,0.242
AT3G63060,0.624,0.592,0.712,0.665,0.58,0.42,0.248
AT3G63070,17.062,17.436,16.778,17.271,22.383,21.142,23.974
AT3G63080,44.071,48.934,50.182,56.291,56.883,60.433,58.054
AT3G63088,0.294,0.54,1.15,1.909,0.944,0.983,0.852
AT3G63090,1.767,1.79,1.786,1.903,1.855,1.626,2.175
AT3G63093,0,0.013,0,0,0,0,0
AT3G63095,0,0,0,0,0,0,0
AT3G63110,2.692,2.267,2.71,3.267,2.836,2.728,2.038
AT3G63120,39.716,29.71,27.918,29.236,31.044,32.556,29.7
AT3G63130,9.553,7.438,7.61,7.244,5.935,5.532,6.358
AT3G09895,0,0,0,0,0,0,0
AT3G63140,83.005,94.436,82.567,65.548,27.758,18.367,7.381
AT3G09905,0,0,0,0,0,0,0
AT3G63150,14.8,16.331,16.471,17.482,18.535,17.792,18.049
AT3G63160,219.495,159.015,195.399,153.13,133.231,64.499,30.593
