"GeneID","X60mins","X180mins","X360mins","X720mins","X1440mins","X2880mins"
"3757","AT1G30710",0,0,0,0,0,0
"3758","AT1G30720",1.518,1.468,0.678,0.468,0.11,0.198
"3759","AT1G30730",0.284,0.397,0.258,0.252,0.033,0.036
"3760","AT1G30740",0.02,0.021,0.016,0,0,0
"3761","AT1G30750",0.072,0.154,0,0.03,0,0.115
"3762","AT1G30755",3.87,4.119,3.898,5.717,2.454,2.295
"3763","AT1G30757",0,0,0,0,0,0
"3764","AT1G30760",0.567,0.934,1.696,0.902,0.399,2.08
"3765","AT1G06353",0,0,0,0,0,0
"3766","AT1G30780",0,0,0.022,0,0.022,0
"3767","AT1G06357",0,0,0,0,0,0
"3768","AT1G06363",0,0,0,0,0,0
"3769","AT1G30784",0,0,0,0,0,0
"3770","AT1G30790",0,0,0,0,0,0
"3771","AT1G30795",0,0.103,0.045,0,0.045,0
"3772","AT1G30810",4.751,6.596,7.567,9.349,5.04,6.27
"3773","AT1G30800",0,0,0,0,0,0
"3774","AT1G30814",0,0.022,0,0,0,0.023
"3775","AT1G30820",10.957,19.415,10.186,7.11,8.002,6.61
"3776","AT1G06373",0,0,0,0,0,0
"3777","AT1G30825",5.712,5.789,5.887,5.908,4.703,4.826
"3778","AT1G30830",0,0,0,0,0,0
"3779","AT1G30835",11.672,10.459,8.912,11.949,6.971,9.408
"3780","AT1G30840",0.766,1.472,1.776,1.614,1.107,1.374
"3781","AT1G30845",1.75,3.978,4.668,3.627,2.84,2.436
"3782","AT1G06377",0,0,0,0,0,0
"3783","AT1G30850",0.028,0.03,0.022,0.046,0,0.031
"3784","AT1G30860",1.221,0.94,1.747,2.364,1.933,2.136
"3785","AT1G30870",0,0,0,0,0,0
"3786","AT1G30880",19.718,28.231,22.419,23.389,27.379,21.377
"3787","AT1G30890",9.322,10.029,9.624,10.974,8.154,7.011
"3788","AT1G30900",1.483,1.868,2.615,6.814,2.702,2.68
"3789","AT1G30910",14.668,19.078,25.132,27.993,20.926,18.947
"3790","AT1G30920",0,0,0,0.042,0,0
"3791","AT1G30921",0,0,0,0,0,0
"3792","AT1G30925",0,0,0,0,0,0
"3793","AT1G06383",0,0,0,0,0,0
"3794","AT1G30930",0,0,0,0,0,0
"3795","AT1G06387",0,0,0,0,0,0
"3796","AT1G30935",0.237,0.025,0.08,0.105,0.155,0.078
"3797","AT1G30940",0,0,0,0.04,0,0
"3798","AT1G30945",0,0,0,0,0,0
"3799","AT1G06393",0,0,0,0,0,0
"3800","AT1G30950",0,0,0,0,0,0.024
"3801","AT1G30960",2.577,2.654,1.798,2.287,2.62,2.342
"3802","AT1G30970",11.271,15.178,16.386,20.398,10.886,12.751
"3803","AT1G06397",0,0,0,0,0,0
"3804","AT1G30972",0,0,0,0,0,0
"3805","AT1G30974",0,0,0,0,0,0
"3806","AT1G30975",0,0,0,0,0,0
"3807","AT1G30980",0,0,0,0,0,0
"3808","AT1G30990",0,0,0,0,0,0
"3809","AT1G31000",0,0,0,0,0,0
"3810","AT1G31010",2.014,2.72,2.361,3.093,3.12,2.058
"3811","AT1G31020",5.55,8.61,6.656,9.287,7.558,6.598
"3812","AT1G06403",0,0,0,0,0,0
"3813","AT1G31030",0,0,0,0,0,0
"3814","AT1G31040",0,0.026,0.046,0.02,0.046,0.026
"3815","AT1G31050",0.034,0,0.074,0.086,0.062,0.072
"3816","AT1G31070",6.613,6.562,7.271,10.64,6.643,8.548
"3817","AT1G31072",0,0,0,0,0,0
"3818","AT1G31080",0,0,0,0,0,0
"3819","AT1G31090",0,0,0,0,0,0
"3820","AT1G31093",0,0,0,0,0,0
"3821","AT1G31100",0,0,0,0,0,0
"3822","AT1G06407",0,0,0,0,0,0
"3823","AT1G31095",0,0,0,0,0,0
"3824","AT1G31110",0,0,0,0,0,0
"3825","AT1G31120",4.443,2.61,2.628,2.979,2.056,2.518
"3826","AT1G31130",63.075,53.237,52.937,70.947,53.931,59.641
"3827","AT1G31140",0.04,0.043,0,0.104,0,0.042
"3828","AT1G31150",2.681,2.622,3.495,5.006,3.022,3.304
"3829","AT1G31160",17.469,22.02,23.868,26.48,29.069,20.998
"3830","AT1G31163",0,0,0,0,0,0
"3831","AT1G31166",0,0,0,0,0,0
"3832","AT1G31170",19.31,35.647,33.623,25.114,26.522,22.101
"3833","AT1G06413",0,0,0,0,0,0
"3834","AT1G06417",0,0.264,1.59,0.32,0,0.126
"3835","AT1G31175",3.766,3.928,4.539,4.134,2.178,2.885
"3836","AT1G31180",31.089,28.663,18.197,27.111,33.072,24.572
"3837","AT1G31190",53.055,49.086,45.181,54.326,59.605,60.291
"3838","AT1G31200",1.048,1.794,1.958,1.598,2.473,2.949
"3839","AT1G06423",0,0,0,0,0,0
"3840","AT1G31210",0.008,0,0,0,0,0
"3841","AT1G31220",5.364,4.598,5.328,10.457,4.838,6.258
"3842","AT1G31230",33.614,38.654,81.852,66.188,49.804,50.433
"3843","AT1G31240",0.48,0.481,1.114,0.978,0.626,0.454
"3844","AT1G31243",0.088,0.095,0.084,0.154,0.083,0.192
"3845","AT1G31245",0,0,0,0,0,0
"3846","AT1G31250",0,0.056,0.043,0.044,0,0
"3847","AT1G31255",0,0,0,0,0,0
"3848","AT1G06427",0,0,0,0,0,0
"3849","AT1G31258",7.921,8.456,11.468,12.365,18.712,8.344
"3850","AT1G31260",0,0,0,0,0,0
"3851","AT1G31270",0,0,0,0,0,0.044
"3852","AT1G31274",0,0,0,0,0,0
"3853","AT1G31280",6.451,4.611,4.691,8.58,7.349,9.837
"3854","AT1G31290",0.45,0.494,0.972,0.597,0.309,0.336
"3855","AT1G31300",27.023,29.43,20.535,20.17,30.907,30.322
"3856","AT1G06433",0,0,0,0,0,0
"3857","AT1G31310",0,0.075,0,0.02,0.022,0
"3858","AT1G31320",0.799,1.466,1.578,1.324,1.837,2.383
"3859","AT1G31330",1554.376,2691.306,3300.686,1919.937,2018.976,1900.149
"3860","AT1G31335",3.219,6.854,7.498,3.112,6.118,4.636
"3861","AT1G31340",72.316,103.63,134.496,78.191,148.806,90.547
"3862","AT1G31350",2.806,8.69,5.37,10.502,10.803,10.813
"3863","AT1G31355",0.674,0.87,0.729,0.618,0.974,0.792
"3864","AT1G31360",4.327,4.46,4.058,5.886,3.329,3.769
"3865","AT1G31370",0,0,0,0,0,0.061
"3866","AT1G31380",0,0,0,0,0,0
"3867","AT1G06437",0,0,0,0,0,0
"3868","AT1G31390",0.043,0,0,0,0,0
"3869","AT1G31400",0.076,0,0.03,0,0,0
"3870","AT1G31410",8.966,9.238,9.841,13.591,11.268,11.275
"3871","AT1G31420",42.421,46.714,44.844,55.32,57.106,68.762
"3872","AT1G31430",0.698,0.645,0.589,0.804,0.526,0.618
"3873","AT1G31440",27.559,30.405,23.626,22.559,45.293,43.988
"3874","AT1G31450",0,0,0,0,0,0
"3875","AT1G31460",0.749,0.958,1.294,2.277,1.482,1.591
"3876","AT1G31470",1.468,1.916,1.792,2.513,1.68,2.359
"3877","AT1G31480",4.216,3.848,3.796,5.858,4.346,4.558
"3878","AT1G31490",0.017,0,0,0.028,0.031,0.053
"3879","AT1G31485",0,0,0,0,0,0
"3880","AT1G31500",10.078,9.631,10.996,13.235,9.709,8.606
"3881","AT1G31510",0,0,0,0,0,0
"3882","AT1G31520",0,0,0,0,0,0
"3883","AT1G31530",0,0,0,0,0,0
"3884","AT1G31540",6.53,6.266,7.598,18.401,10.079,9.965
"3885","AT1G31550",26.907,18.98,16.596,33.012,6.49,9.855
"3886","AT1G31555",0,0,0,0,0,0
"3887","AT1G06443",0,0,0,0,0,0
"3888","AT1G06447",0,0,0,0,0,0
"3889","AT1G31570",0.016,0.04,0.089,0.041,0.03,0.054
"3890","AT1G31580",394.22,333.375,570.642,2222.095,1236.147,1215.672
"3891","AT1G31600",8.534,10.471,12.476,13.683,9.075,8.39
"3892","AT1G31620",0,0,0,0,0,0
"3893","AT1G31630",0,0,0,0,0,0
"3894","AT1G31640",0,0,0,0,0,0
"3895","AT1G31650",9.832,12.986,12.634,14.743,17.134,19.419
"3896","AT1G31660",18.348,14.413,9.918,16.212,14.155,12.914
"3897","AT1G31670",0,0,0,0,0,0
"3898","AT1G31690",3.676,1.434,2.53,39.282,1.356,0.929
"3899","AT1G31710",2.486,1.06,2.487,1.646,0.614,1.361
"3900","AT1G31720",0.326,0.699,0.424,0.616,0.475,0.61
"3901","AT1G31730",21.187,14.591,16.78,21.922,14.835,17.788
"3902","AT1G31740",0,0.016,0,0,0,0
"3903","AT1G31750",2.209,2.596,4.553,3.988,4.308,3.391
"3904","AT1G31760",0.624,0.666,0.556,1.031,1.027,0.634
"3905","AT1G31770",2.256,6.568,4.263,4.715,3.409,4.726
"3906","AT1G31772",0,0,0,0.036,0,0
"3907","AT1G31780",10.125,10.087,11.567,14.5,8.736,9.378
"3908","AT1G31790",1.531,1.407,2.992,2.647,2.115,2.204
"3909","AT1G31800",42.966,39.083,46.373,81.204,52.288,55.639
"3910","AT1G31810",4.683,5.025,4.549,5.732,5.024,5.406
"3911","AT1G31812",611.077,789.462,1235.792,948.872,1238.524,895.897
"3912","AT1G31814",1.783,1.975,2.934,2.327,2.149,2.393
"3913","AT1G31817",14.877,14.278,11.216,14.107,16.876,13.343
"3914","AT1G31820",1.663,4.093,4.846,3.816,3.672,4.62
"3915","AT1G31830",6.53,6.443,8.273,10.068,4.809,5.107
"3916","AT1G31835",1.086,1.577,1.256,1.648,2.318,1.316
"3917","AT1G06453",0,0,0,0,0,0
"3918","AT1G31840",0.284,0.126,0.105,0.642,0.253,0.298
"3919","AT1G31850",4.49,5.157,10.257,26.676,6.344,7.284
"3920","AT1G31860",8.141,7.796,5.57,10.053,10.392,7.792
"3921","AT1G06457",0,0,0.569,0,0,0
"3922","AT1G06463",0.175,0.756,0.308,0,0,0.184
"3923","AT1G06467",0,0,0,0,0,0
"3924","AT1G31870",8.227,7.968,7.548,8.864,7.867,8.383
"3925","AT1G31880",1.064,1.403,1.393,1.052,0.91,1.284
"3926","AT1G31885",0.024,0.102,0.141,0.146,0.156,0.024
"3927","AT1G31910",35.078,30.816,25.631,38.693,27.928,30.581
"3928","AT1G31900",0.876,0.876,0.718,0.852,0.305,0.825
"3929","AT1G31920",0,0,0,0,0,0
"3930","AT1G31930",4.402,9.07,10.462,9.018,6.422,7.956
"3931","AT1G31935",1.169,2.504,4.982,3.61,2.479,2.13
"3932","AT1G31940",11.501,17.24,16.697,15.639,22.477,18.012
"3933","AT1G06473",0.79,1.579,1.925,1.65,2.426,1.96
"3934","AT1G06483",0.142,0,0,0.234,0,0
"3935","AT1G31950",0.295,0.434,0.68,0.816,0.326,0.462
"3936","AT1G06487",0,0.708,1.359,1.99,1.083,0.516
"3937","AT1G31960",0,0,0,0,0,0
"3938","AT1G31970",31.689,24.714,18.593,34.084,37.757,37.215
"3939","AT1G31990",0.132,0.028,0.046,0.09,0.097,0.056
"3940","AT1G06493",0,0,0.113,0,0,0
"3941","AT1G06497",0.124,0,0,0,0.352,0
"3942","AT1G06507",0,0,0,0,0,0
"3943","AT1G06513",0,0,0,0,0,0
"3944","AT1G06517",0,0,0,0,0,0
"3945","AT1G31983",0.257,0.22,0.138,0.088,0.286,0.163
"3946","AT1G31993",0,0,0,0,0,0
"3947","AT1G32000",0,0,0,0,0,0
"3948","AT1G32010",0,0.015,0,0,0,0
"3949","AT1G32020",0,0,0,0,0,0
"3950","AT1G32030",0,0,0,0,0,0
"3951","AT1G32040",0,0,0,0,0,0
"3952","AT1G32045",0,0,0,0,0,0
"3953","AT1G32049",0,0.103,0.044,0.042,0.044,0
"3954","AT1G32050",66.806,57.95,59.48,72.216,58.627,61.388
"3955","AT1G32060",681.225,780.118,835.171,854.734,1267.376,1287.047
"3956","AT1G32070",49.189,80.966,106.746,89.238,80.201,75.089
"3957","AT1G32080",174.644,172.15,158.973,233.841,251.08,231.684
"3958","AT1G32090",1.368,3.826,6.308,7.465,2.938,2.612
"3959","AT1G32100",6.745,5.008,5.689,8.832,7.748,5.277
"3960","AT1G32110",0,0.272,0,0,0,0
"3961","AT1G32120",1.784,2.019,2.284,2.558,2.089,2.337
"3962","AT1G32127",2.269,2.481,3.215,3.989,3.827,2.946
"3963","AT1G32130",29.88,30.372,33.789,40.77,31.084,32.768
"3964","AT1G32140",0,0,0,0,0,0
"3965","AT1G32150",6.754,8.725,7.87,9.127,8.05,8.131
"3966","AT1G32160",41.401,61.059,67.806,47.751,48.444,53.031
"3967","AT1G32170",2.049,6.309,4.374,5.065,1.87,2.292
"3968","AT1G32172",0.034,0.054,0.043,0.028,0,0.018
"3969","AT1G32180",0,0,0,0.009,0,0
"3970","AT1G32190",0.299,0.512,1.279,1.516,0.853,1.07
"3971","AT1G06527",0,0,0,0,0,0
"3972","AT1G06533",0,0,0,0,0,0
"3973","AT1G32200",36.276,41.334,42.867,29.556,41.74,36.928
"3974","AT1G32210",14.61,18.895,25.013,34.562,20.626,17.598
"3975","AT1G32220",88.957,115.661,102.38,60.522,97.993,100.792
"3976","AT1G32225",0,0,0,0,0,0
"3977","AT1G32230",57.88,55.958,60.097,71.091,42.546,48.811
"3978","AT1G32240",2.91,2.784,2.38,3.284,4.234,4.423
"3979","AT1G32250",0,0.057,0,0,0,0
"3980","AT1G32260",7.182,10.077,10.357,11.707,8.056,7.601
"3981","AT1G32270",0,0.048,0.072,0.076,0.021,0.024
"3982","AT1G32280",0,0,0,0,0,0
"3983","AT1G32300",0,0.1,0.018,0.017,0.018,0
"3984","AT1G32310",8.331,9.904,8.843,9.227,9.095,7.862
"3985","AT1G32320",0,0,0,0.034,0,0.042
"3986","AT1G32330",5.528,3.97,3.689,7.615,3.706,3.981
"3987","AT1G32337",0,0,0,0,0,0
"3988","AT1G32340",5.457,6.103,6.697,8.793,4.712,5.757
"3989","AT1G32350",0.844,0.073,0.206,0.133,0.062,0.094
"3990","AT1G06537",0.142,0.296,0.691,0.604,0.389,0
"3991","AT1G32360",10.351,14.758,15.889,15.002,10.407,12.02
"3992","AT1G32361",0,0,0,0.024,0,0
"3993","AT1G32370",5.477,7.328,7.209,7.456,6.332,5.498
"3994","AT1G06543",0,0,0.22,0,0,0
"3995","AT1G32375",0.09,0.048,0.018,0,0.083,0.023
"3996","AT1G32380",11.99,13.872,8.503,11.031,14.819,12.236
"3997","AT1G06547",3.234,0.866,1.137,3.191,2.628,4.632
"3998","AT1G32385",1.211,2.6,1.681,2.413,3.387,0.837
"3999","AT1G06553",1.22,2.066,0.227,0.824,1.127,1.285
"4000","AT1G06557",0,0,0,0,0,0
"4001","AT1G32390",0.06,0.064,0,0,0,0
"4002","AT1G32400",46.862,42.388,44.025,45.043,40.233,41.234
"4003","AT1G32410",20.12,28.061,30.123,27.038,22.351,23.078
"4004","AT1G32415",0.848,0.559,0.951,1.844,0.62,1.029
"4005","AT1G06567",0.078,0,0,0.135,0,0
"4006","AT1G32420",0,0,0,0,0,0
"4007","AT1G32430",0,0,0,0,0,0
"4008","AT1G32440",43.488,34.088,21.213,23.451,40.995,49.837
"4009","AT1G32450",13.452,14.248,12.876,5.022,40.518,26.216
"4010","AT1G32460",2.883,2.628,2.706,2.094,2.572,2.306
"4011","AT1G06573",2.414,2.192,2.482,3.103,1.064,1.486
"4012","AT1G32470",586.037,560.491,490.784,792.723,916.13,652.283
"4013","AT1G32480",0,0,0,0,0.035,0
"4014","AT1G32490",11.378,10.239,10.36,14.223,10.148,12.031
"4015","AT1G32500",40.656,38.844,38.427,47.856,41.086,39.12
"4016","AT1G32505",0,0.042,0,0,0,0
"4017","AT1G32510",0.03,0.063,0,0.05,0.083,0.096
"4018","AT1G32520",24.843,44.489,34.608,21.066,60.956,60.764
"4019","AT1G32530",14.495,20.796,20.515,18.986,14.575,17.276
"4020","AT1G32540",3.87,23.459,35.16,12.473,10.797,8.331
"4021","AT1G32550",33.648,37.754,45.082,51.143,53.87,39.094
"4022","AT1G32560",0.4,0.256,0.982,0.138,0.038,0
"4023","AT1G32570",0.127,0.139,0.258,0.326,0.239,0
"4024","AT1G06577",0.442,0.238,1.816,2.374,1.436,1.163
"4025","AT1G06583",0.166,0.058,0.644,0.71,0.308,0.354
"4026","AT1G06587",0,0,0,0,0,0
"4027","AT1G32575",0.257,0,0.776,0.428,0.585,0.538
"4028","AT1G06593",0.302,0,0.428,0.177,0.277,0.11
"4029","AT1G32580",20.407,23.123,18.48,27.485,27.742,24.565
"4030","AT1G32583",0.388,0.601,0.414,0.698,0.799,0.881
"4031","AT1G32585",0,0,0,0,0,0
"4032","AT1G32590",0,0,0,0,0,0
"4033","AT1G32600",0,0,0,0,0,0
"4034","AT1G32610",1.216,1.256,1.103,0.82,1.13,1.164
"4035","AT1G32620",0,0,0,0,0,0
"4036","AT1G32630",0.758,0.619,0.792,0.722,0.934,0.666
"4037","AT1G32640",0,0.011,0,0,0,0
"4038","AT1G32650",0.706,0.188,0.498,0.148,0,0
"4039","AT1G32660",0,0,0,0.022,0,0
"4040","AT1G06603",0.113,0,0.092,0,0,0
"4041","AT1G32680",0,0,0,0,0,0
"4042","AT1G32690",2.833,2.009,2.379,1.015,1.579,1.473
"4043","AT1G32700",25.448,35.23,30.293,25.268,22.739,19.622
"4044","AT1G06607",0.044,0,0,0,0,0
"4045","AT1G32710",0,0,0,0,0,0
"4046","AT1G32720",0,0,0,0,0,0
"4047","AT1G32730",2.173,2.971,2.201,2.758,3.215,2.089
"4048","AT1G32740",5.614,5.675,3.684,1.965,4.748,4.327
"4049","AT1G32750",9.532,7.29,9.064,11.913,7.943,10.249
"4050","AT1G06613",0,0,0,0,0,0
"4051","AT1G32760",0.94,1.033,1.171,1.32,0.759,0.824
"4052","AT1G32763",0,0,0,0,0,0
"4053","AT1G32770",0.024,0,0,0,0,0
"4054","AT1G32780",3.473,8.496,8.245,0.684,9.114,7.08
"4055","AT1G06617",0,0,0,0,0,0
"4056","AT1G32790",33.491,46.52,54.955,48.329,36.705,41.066
"4057","AT1G32810",7.259,6.644,6.8,8.483,7.523,8.307
"4058","AT1G32820",0,0,0,0,0,0
"4059","AT1G32830",0,0,0,0,0,0
"4060","AT1G32840",0,0,0,0,0,0
"4061","AT1G32850",0.048,0,0.031,0.011,0.022,0
"4062","AT1G32860",44.008,11.328,8.465,8.119,3.624,3.628
"4063","AT1G32870",14.825,6.464,5.186,7.15,17.934,16.29
"4064","AT1G32880",0.184,0.2,0.15,0.056,0.116,0
"4065","AT1G32890",0.064,0,0,0,0,0
"4066","AT1G32900",511.699,100.113,30.692,8.207,568.753,611.888
"4067","AT1G32910",13.188,0.348,0.017,0.015,0.017,0
"4068","AT1G06627",0.071,0,0,0,0,0
"4069","AT1G06633",0,0,0,0,0,0
"4070","AT1G32920",69.172,48.646,68.01,138.861,76.65,38.865
"4071","AT1G32928",12.547,16.182,21.097,38.006,25.561,14.572
"4072","AT1G32930",0.927,1.169,1.677,1.456,1.469,1.508
"4073","AT1G32940",4.046,5.762,4.288,4.003,4.073,4.21
"4074","AT1G32950",0.24,0.162,0.133,0.142,0.152,0.187
"4075","AT1G06637",0,0,0,0,0,0
"4076","AT1G32960",0.294,0.388,0.404,0.844,0.252,0.221
"4077","AT1G32970",0,0,0,0,0,0
"4078","AT1G32975",0,0,0,0,0,0
"4079","AT1G32980",0,0,0,0,0,0
"4080","AT1G32990",157.7,168.194,156.923,194.216,208.104,149.19
"4081","AT1G33000",0,0,0,0,0,0
"4082","AT1G33010",0,0,0,0,0,0
"4083","AT1G33020",0,0,0,0,0,0
"4084","AT1G33030",0.272,0.026,0.324,0.217,0.093,0.426
"4085","AT1G33040",42.915,44.308,51.206,58.474,56.489,47.661
"4086","AT1G33050",8.901,14.692,23.697,14.505,13.504,13.331
"4087","AT1G33055",0,0.116,0.424,0.068,0.101,0.028
"4088","AT1G33060",2.387,4.688,5.466,5.226,4.618,4.779
"4089","AT1G33070",0,0,0,0,0,0
"4090","AT1G33080",5.543,6.048,9.471,8.34,8.607,7.95
"4091","AT1G33090",0,0,0,0,0,0
"4092","AT1G33100",0.019,0.02,0,0.034,0.036,0.08
"4093","AT1G33102",0.944,2.253,2.04,0.748,5.533,5.116
"4094","AT1G33110",72.864,44.136,26.175,21.349,61.54,72.5
"4095","AT1G33120",29.727,26.236,19.176,33.63,26.514,22.044
"4096","AT1G33130",0,0,0,0,0,0
"4097","AT1G33135",0,0,0,0,0,0
"4098","AT1G33140",46.216,44.722,31.612,53.143,51.608,39.95
"4099","AT1G33160",0.13,0.07,0,0.055,0,0
"4100","AT1G33170",9.168,16.08,13.691,12.378,19.611,24.231
"4101","AT1G33180",0,0,0.09,0.094,0.207,0
"4102","AT1G33190",0,0,0,0,0,0
"4103","AT1G06657",0,0,0,0,0,0
"4104","AT1G06663",0,0,0,0,0,0
"4105","AT1G33200",0.024,0,0,0,0,0
"4106","AT1G33220",0,0,0,0,0,0
"4107","AT1G33230",44.297,23.117,17.884,15.47,12.244,13.197
"4108","AT1G33240",15.662,43.287,42.728,33.126,35.8,39.346
"4109","AT1G33250",8.415,7.754,7.963,7.027,6.948,8.132
"4110","AT1G33260",30.911,12.864,7.105,5.883,17.527,25.151
"4111","AT1G33265",6.598,5.498,7.623,15.133,8.483,6.821
"4112","AT1G33270",11.264,12.727,16.569,16.116,11.983,14.396
"4113","AT1G33280",0,0,0,0,0,0
"4114","AT1G33290",28.014,29.681,30.22,36.063,26.021,28.837
"4115","AT1G33300",0,0,0,0,0,0
"4116","AT1G33320",0,0,0,0,0,0
"4117","AT1G06667",0,0,0,0,0.374,0
"4118","AT1G33330",12.445,11.876,13.325,17.127,13.828,13.812
"4119","AT1G33340",7.176,8.629,11.649,4.723,7.853,6.397
"4120","AT1G33350",0.58,0.34,0.76,0.953,0.576,0.481
"4121","AT1G33355",0,0,0,0,0,0
"4122","AT1G33360",6.561,6.756,6.058,7.841,7.095,6.62
"4123","AT1G06673",0,0,0,0,0,0
"4124","AT1G33370",0,0,0,0,0,0
"4125","AT1G33380",0,0,0,0,0,0
"4126","AT1G33390",3.889,2.941,2.673,4.728,3.2,3.773
"4127","AT1G33400",2.666,5.341,6.72,8.06,4.308,4.755
"4128","AT1G33410",6.38,5.433,4.726,8.774,6.966,7.367
"4129","AT1G33415",0.846,0.896,0.925,1.017,0.891,0.85
"4130","AT1G33420",0,0,0,0,0,0
"4131","AT1G33430",0,0,0,0,0,0
"4132","AT1G33440",0.518,0.526,2.012,2.968,1.082,1.068
"4133","AT1G33450",0,0,0,0,0,0
"4134","AT1G33460",0,0,0,0,0,0
"4135","AT1G33470",10.358,9.651,18.377,34.554,12.188,15.441
"4136","AT1G33475",0.521,1.635,1.201,1.59,1.34,1.04
"4137","AT1G33480",2.904,7.303,2.958,5.535,8.639,8.887
"4138","AT1G33490",12.918,19.532,20.069,20.941,22.439,20.666
"4139","AT1G33500",0,0.055,0.024,0.023,0.024,0
"4140","AT1G33510",0,0.071,0,0,0.032,0
"4141","AT1G33520",14.991,12.681,15.34,16.485,15.47,17.93
"4142","AT1G33530",0,0,0,0,0,0
"4143","AT1G33540",0,0,0.016,0,0,0
"4144","AT1G33550",0,0,0,0,0,0
"4145","AT1G33560",2.184,4.359,2.852,3.83,4.248,4.361
"4146","AT1G33570",0,0,0,0,0,0
"4147","AT1G33580",0,0,0,0,0,0
"4148","AT1G33590",43.309,53.802,61.148,70.773,23.489,17.009
"4149","AT1G33600",14.089,24.613,27.341,35.88,12.782,7.947
"4150","AT1G06677",0,0,0,0,0,0
"4151","AT1G33607",0,0,0,0,0.1,0
"4152","AT1G33610",6.819,3.023,3.015,6.42,2.697,1.502
"4153","AT1G33612",0.128,0.138,0.122,0.252,0.075,0.034
"4154","AT1G33615",0.374,0.503,0.652,0.765,0.196,0.332
"4155","AT1G06683",0,0,0,0,0,0
"4156","AT1G33640",0.086,0,0,0,0,0
"4157","AT1G33660",0.2,0.461,0.3,0.266,0.142,0.228
"4158","AT1G06687",0,0,0,0,0,0
"4159","AT1G06693",0,0,0,0,0,0
"4160","AT1G33670",0,0,0,0,0,0
"4161","AT1G33680",15.236,13.68,15.465,22.059,16.082,20.389
"4162","AT1G33700",1.304,0.851,1.511,1.278,2.381,2.198
"4163","AT1G06697",0,0,0,0,0,0
"4164","AT1G33710",0,0,0,0,0,0
"4165","AT1G33720",0.756,1.82,4.071,4.022,4.016,3.246
"4166","AT1G33730",0,0.024,0.144,0.134,0.187,0.046
"4167","AT1G33740",0,0.454,0.114,0,0,0
"4168","AT1G33743",0,0,0,0,0,0
"4169","AT1G06703",0,0,0,0,0,0
"4170","AT1G06707",0,0,0,0,0.122,0
"4171","AT1G33750",0,0,0,0,0,0
"4172","AT1G33760",4.683,2.921,1.869,6.758,3.089,1.143
"4173","AT1G33770",0.704,0.763,1.093,0.242,0.312,0.38
"4174","AT1G33780",7.958,18.307,18.705,21.357,15.261,15.236
"4175","AT1G33785",0,0,0,0,0,0
"4176","AT1G33790",1.06,0.28,0.519,0.283,0.405,0.554
"4177","AT1G33800",1.954,1.571,1.45,3.501,3.722,1.139
"4178","AT1G33810",51.995,57.275,65.75,72.409,68.96,55.93
"4179","AT1G33811",19.599,21.471,26.335,19.441,22.881,12.784
"4180","AT1G33813",0,0,0,0,0,0
"4181","AT1G33817",0,0,0,0,0,0
"4182","AT1G33820",0,0,0,0,0,0
"4183","AT1G33830",0,0,0,0,0,0
"4184","AT1G33835",0,0,0,0,0,0
"4185","AT1G33840",0,0,0,0.025,0.028,0.033
"4186","AT1G33850",0,0,0,0,0,0
"4187","AT1G33855",0,0,0,0,0,0
"4188","AT1G33860",0,0,0,0,0,0
"4189","AT1G06713",0,0,0,0,0,0
"4190","AT1G33870",0,0,0,0,0,0
"4191","AT1G33880",0,0,0,0,0,0
"4192","AT1G33890",0,0,0,0,0,0
"4193","AT1G33900",0,0,0,0,0,0
"4194","AT1G33910",0,0,0,0,0,0
"4195","AT1G33920",0,0,0,0,0,0
"4196","AT1G33930",0.232,0.167,0.578,0.532,0.265,0.189
"4197","AT1G33940",0,0,0,0,0,0
"4198","AT1G33945",0,0,0,0,0,0
"4199","AT1G33950",0,0,0.076,0.124,0.08,0
"4200","AT1G33960",1.316,6.014,12.473,5.983,4.726,1.505
"4201","AT1G33970",2.633,16.751,49.433,31.398,3.893,4.674
"4202","AT1G33980",15.034,16.401,16.444,21.451,13.117,14.634
"4203","AT1G33990",33.831,65.219,63.04,41.35,36.475,36.062
"4204","AT1G34000",123.519,172.37,184.132,110.555,283.706,215.841
"4205","AT1G06717",0.725,1.214,1.131,1.437,1.242,1.987
"4206","AT1G34010",6.841,13.149,12.072,11.371,10.522,12.067
"4207","AT1G06723",0,0,0,0,0,0
"4208","AT1G34015",0,0,0,0,0,0
"4209","AT1G34020",4.53,5.711,7.058,7.714,5.212,5.096
"4210","AT1G34030",104.964,104.474,83.564,110.639,120.226,94.416
"4211","AT1G34040",0.056,0.182,0.113,0.247,0.176,0.206
"4212","AT1G34042",0,0,0,0,0,0
"4213","AT1G06727",0,0.174,0.264,0.146,0.152,0
"4214","AT1G06733",0,0.36,0,0.281,0,0
"4215","AT1G06737",0,0,0.172,0,0.085,0
"4216","AT1G06743",0.098,0,0,0.085,0.088,0
"4217","AT1G34044",0.045,0.219,0.634,0.546,0.064,0.301
"4218","AT1G34046",0,0,0,0,0,0
"4219","AT1G34047",0,0,0,0,0,0
"4220","AT1G34049",0,0,0,0,0,0
"4221","AT1G34050",0,0,0,0,0,0
"4222","AT1G34060",1.843,8.021,9.027,1.404,4.344,8.63
"4223","AT1G34065",1.637,2.796,2.816,4.417,3.158,3.314
"4224","AT1G34070",0,0,0,0,0,0
"4225","AT1G34080",0,0,0,0.008,0,0
"4226","AT1G34090",0,0,0,0,0,0
"4227","AT1G34095",0,0,0,0,0,0
