Sample name	title	source name	organism	characteristics: Tissue	characteristics: Developmental Stage	characteristics: Ecotype	characteristics: Genotype	characteristics: Treatment	characteristics: Original series ID	characteristics: Replicate Group	molecule	label	platform
GSM291020	Reanalysis of GSM291020	root - 08% oxygen - 2h - F	Arabidopsis thaliana	root	1.03	Col-2	wild type	abiotic stress	GSE11558	GSE11558_7	total RNA	biotin	GPL198
GSM291021	Reanalysis of GSM291021	root - 08% oxygen - 30min - C	Arabidopsis thaliana	root	1.03	Col-2	wild type	abiotic stress	GSE11558	GSE11558_8	total RNA	biotin	GPL198
GSM291023	Reanalysis of GSM291023	root - 08% oxygen - 30min - G	Arabidopsis thaliana	root	1.03	Col-2	wild type	abiotic stress	GSE11558	GSE11558_8	total RNA	biotin	GPL198
GSM291024	Reanalysis of GSM291024	root - 08% oxygen - 48h - A	Arabidopsis thaliana	root	1.03	Col-2	wild type	abiotic stress	GSE11558	GSE11558_9	total RNA	biotin	GPL198
GSM291098	Reanalysis of GSM291098	root - 08% oxygen - 48h - F	Arabidopsis thaliana	root	1.03	Col-2	wild type	abiotic stress	GSE11558	GSE11558_9	total RNA	biotin	GPL198
GSM291099	Reanalysis of GSM291099	root - 21% oxygen - 2h - D	Arabidopsis thaliana	root	1.03	Col-2	wild type	abiotic stress	GSE11558	GSE11558_10	total RNA	biotin	GPL198
GSM291108	Reanalysis of GSM291108	root - 21% oxygen - 2h - F	Arabidopsis thaliana	root	1.03	Col-2	wild type	abiotic stress	GSE11558	GSE11558_10	total RNA	biotin	GPL198
GSM291114	Reanalysis of GSM291114	root - 21% oxygen - 30min - G	Arabidopsis thaliana	root	1.03	Col-2	wild type	abiotic stress	GSE11558	GSE11558_11	total RNA	biotin	GPL198
GSM291118	Reanalysis of GSM291118	root - 21% oxygen - 48h - B	Arabidopsis thaliana	root	1.03	Col-2	wild type	abiotic stress	GSE11558	GSE11558_12	total RNA	biotin	GPL198
GSM291119	Reanalysis of GSM291119	root - 21% oxygen - 48h - A	Arabidopsis thaliana	root	1.03	Col-2	wild type	abiotic stress	GSE11558	GSE11558_12	total RNA	biotin	GPL198
GSM291124	Reanalysis of GSM291124	root - 21% oxygen - 48h - F	Arabidopsis thaliana	root	1.03	Col-2	wild type	abiotic stress	GSE11558	GSE11558_12	total RNA	biotin	GPL198
GSM297379	Reanalysis of GSM297379	At.StarchSD.WTSS3.SS3R1D0.5	Arabidopsis thaliana	leaf	6.5	Col-0		"mutant, abiotic"	GSE11708	GSE11708_1	total RNA	biotin	GPL198
GSM297380	Reanalysis of GSM297380	At.StarchSD.WTSS3.SS3R1D4	Arabidopsis thaliana	leaf	6.5	Col-0		"mutant, abiotic"	GSE11708	GSE11708_2	total RNA	biotin	GPL198
GSM297381	Reanalysis of GSM297381	At.StarchSD.WTSS3.SS3R1D8	Arabidopsis thaliana	leaf	6.5	Col-0		"mutant, abiotic"	GSE11708	GSE11708_3	total RNA	biotin	GPL198
GSM297382	Reanalysis of GSM297382	At.StarchSD.WTSS3.SS3R1L1	Arabidopsis thaliana	leaf	6.5	Col-0		"mutant, abiotic"	GSE11708	GSE11708_4	total RNA	biotin	GPL198
GSM297383	Reanalysis of GSM297383	At.StarchSD.WTSS3.SS3R1L4	Arabidopsis thaliana	leaf	6.5	Col-0		"mutant, abiotic"	GSE11708	GSE11708_5	total RNA	biotin	GPL198
GSM297384	Reanalysis of GSM297384	At.StarchSD.WTSS3.SS3R2D0.5	Arabidopsis thaliana	leaf	6.5	Col-0		"mutant, abiotic"	GSE11708	GSE11708_1	total RNA	biotin	GPL198
GSM297385	Reanalysis of GSM297385	At.StarchSD.WTSS3.SS3R2D4	Arabidopsis thaliana	leaf	6.5	Col-0		"mutant, abiotic"	GSE11708	GSE11708_2	total RNA	biotin	GPL198
GSM297386	Reanalysis of GSM297386	At.StarchSD.WTSS3.SS3R2D8	Arabidopsis thaliana	leaf	6.5	Col-0		"mutant, abiotic"	GSE11708	GSE11708_3	total RNA	biotin	GPL198
GSM297387	Reanalysis of GSM297387	At.StarchSD.WTSS3.SS3R2L1	Arabidopsis thaliana	leaf	6.5	Col-0		"mutant, abiotic"	GSE11708	GSE11708_4	total RNA	biotin	GPL198
GSM297388	Reanalysis of GSM297388	At.StarchSD.WTSS3.SS3R2L4	Arabidopsis thaliana	leaf	6.5	Col-0		"mutant, abiotic"	GSE11708	GSE11708_5	total RNA	biotin	GPL198
GSM297389	Reanalysis of GSM297389	At.StarchSD.WTSS3.WTR1D0.5	Arabidopsis thaliana	leaf	6.5	Col-0		"mutant, abiotic"	GSE11708	GSE11708_6	total RNA	biotin	GPL198
GSM297390	Reanalysis of GSM297390	At.StarchSD.WTSS3.WTR1D4	Arabidopsis thaliana	leaf	6.5	Col-0		"mutant, abiotic"	GSE11708	GSE11708_7	total RNA	biotin	GPL198
GSM297391	Reanalysis of GSM297391	At.StarchSD.WTSS3.WTR1D8	Arabidopsis thaliana	leaf	6.5	Col-0		"mutant, abiotic"	GSE11708	GSE11708_8	total RNA	biotin	GPL198
GSM297392	Reanalysis of GSM297392	At.StarchSD.WTSS3.WTR1L1	Arabidopsis thaliana	leaf	6.5	Col-0		"mutant, abiotic"	GSE11708	GSE11708_9	total RNA	biotin	GPL198
GSM297393	Reanalysis of GSM297393	At.StarchSD.WTSS3.WTR1L4	Arabidopsis thaliana	leaf	6.5	Col-0		"mutant, abiotic"	GSE11708	GSE11708_10	total RNA	biotin	GPL198
GSM297394	Reanalysis of GSM297394	At.StarchSD.WTSS3.WTR2D0.5	Arabidopsis thaliana	leaf	6.5	Col-0		"mutant, abiotic"	GSE11708	GSE11708_6	total RNA	biotin	GPL198
GSM297395	Reanalysis of GSM297395	At.StarchSD.WTSS3.WTR2D4	Arabidopsis thaliana	leaf	6.5	Col-0		"mutant, abiotic"	GSE11708	GSE11708_7	total RNA	biotin	GPL198
GSM297396	Reanalysis of GSM297396	At.StarchSD.WTSS3.WTR2D8	Arabidopsis thaliana	leaf	6.5	Col-0		"mutant, abiotic"	GSE11708	GSE11708_8	total RNA	biotin	GPL198
GSM297397	Reanalysis of GSM297397	At.StarchSD.WTSS3.WTR2L1	Arabidopsis thaliana	leaf	6.5	Col-0		"mutant, abiotic"	GSE11708	GSE11708_9	total RNA	biotin	GPL198
GSM297398	Reanalysis of GSM297398	At.StarchSD.WTSS3.WTR2L4	Arabidopsis thaliana	leaf	6.5	Col-0		"mutant, abiotic"	GSE11708	GSE11708_10	total RNA	biotin	GPL198
GSM297822	Reanalysis of GSM297822	noneHS_rep1	Arabidopsis thaliana	leaf	6.1	Col-0	wild type	stress	GSE11758	GSE11758_1	total RNA	biotin	GPL198
GSM297823	Reanalysis of GSM297823	HS_rep1	Arabidopsis thaliana	leaf	6.1	Col-0	wild type	stress	GSE11758	GSE11758_2	total RNA	biotin	GPL198
GSM297824	Reanalysis of GSM297824	proline_rep1	Arabidopsis thaliana	leaf	6.1	Col-0	wild type	stress	GSE11758	GSE11758_3	total RNA	biotin	GPL198
GSM297825	Reanalysis of GSM297825	AZC_rep1	Arabidopsis thaliana	leaf	6.1	Col-0	wild type	stress	GSE11758	GSE11758_4	total RNA	biotin	GPL198
GSM297826	Reanalysis of GSM297826	DMF_rep1	Arabidopsis thaliana	leaf	6.1	Col-0	wild type	stress	GSE11758	GSE11758_5	total RNA	biotin	GPL198
GSM297827	Reanalysis of GSM297827	tunicamycin_rep1	Arabidopsis thaliana	leaf	6.1	Col-0	wild type	stress	GSE11758	GSE11758_6	total RNA	biotin	GPL198
GSM297828	Reanalysis of GSM297828	noneHS_rep2	Arabidopsis thaliana	leaf	6.1	Col-0	wild type	stress	GSE11758	GSE11758_1	total RNA	biotin	GPL198
GSM297829	Reanalysis of GSM297829	HS_rep2	Arabidopsis thaliana	leaf	6.1	Col-0	wild type	stress	GSE11758	GSE11758_2	total RNA	biotin	GPL198
GSM297830	Reanalysis of GSM297830	proline_rep2	Arabidopsis thaliana	leaf	6.1	Col-0	wild type	stress	GSE11758	GSE11758_3	total RNA	biotin	GPL198
GSM297831	Reanalysis of GSM297831	AZC_rep2	Arabidopsis thaliana	leaf	6.1	Col-0	wild type	stress	GSE11758	GSE11758_4	total RNA	biotin	GPL198
GSM297834	Reanalysis of GSM297834	noneHS_rep3	Arabidopsis thaliana	leaf	6.1	Col-0	wild type	stress	GSE11758	GSE11758_1	total RNA	biotin	GPL198
GSM297835	Reanalysis of GSM297835	HS_rep3	Arabidopsis thaliana	leaf	6.1	Col-0	wild type	stress	GSE11758	GSE11758_2	total RNA	biotin	GPL198
GSM297836	Reanalysis of GSM297836	proline_rep3	Arabidopsis thaliana	leaf	6.1	Col-0	wild type	stress	GSE11758	GSE11758_3	total RNA	biotin	GPL198
GSM297837	Reanalysis of GSM297837	AZC_rep3	Arabidopsis thaliana	leaf	6.1	Col-0	wild type	stress	GSE11758	GSE11758_4	total RNA	biotin	GPL198
GSM298420	Reanalysis of GSM298420	"A.thaliana Col-0, Flg22 4h rep2"	Arabidopsis thaliana	leaf	6.5	Col-0	wild type	"mutant, abiotic"	GSE11807	GSE11807_1	total RNA	biotin	GPL198
GSM298425	Reanalysis of GSM298425	"A.thaliana Col-0, H2O 4h rep2"	Arabidopsis thaliana	leaf	6.5	Col-0	wild type	"mutant, abiotic"	GSE11807	GSE11807_4	total RNA	biotin	GPL198
GSM298428	Reanalysis of GSM298428	"A.thaliana erf104-ko, Flg22 4h rep1"	Arabidopsis thaliana	leaf	6.5	Col-0	loss of function	"mutant, abiotic"	GSE11807	GSE11807_7	total RNA	biotin	GPL198
GSM298470	Reanalysis of GSM298470	"A.thaliana erf104-ko, Flg22 4h rep3"	Arabidopsis thaliana	leaf	6.5	Col-0	loss of function	"mutant, abiotic"	GSE11807	GSE11807_7	total RNA	biotin	GPL198
GSM298472	Reanalysis of GSM298472	"A.thaliana erf104-ko, H2O 4h rep2"	Arabidopsis thaliana	leaf	6.5	Col-0	loss of function	"mutant, abiotic"	GSE11807	GSE11807_10	total RNA	biotin	GPL198
GSM298473	Reanalysis of GSM298473	"A.thaliana erf104-ko, H2O 4h rep3"	Arabidopsis thaliana	leaf	6.5	Col-0	loss of function	"mutant, abiotic"	GSE11807	GSE11807_10	total RNA	biotin	GPL198
GSM298474	Reanalysis of GSM298474	"A.thaliana 35S::ERF104, Flg22 4h rep1"	Arabidopsis thaliana	leaf	6.5	Col-0	gain of function	"mutant, abiotic"	GSE11807	GSE11807_13	total RNA	biotin	GPL198
GSM298475	Reanalysis of GSM298475	"A.thaliana 35S::ERF104, Flg22 4h rep2"	Arabidopsis thaliana	leaf	6.5	Col-0	gain of function	"mutant, abiotic"	GSE11807	GSE11807_13	total RNA	biotin	GPL198
GSM298476	Reanalysis of GSM298476	"A.thaliana 35S::ERF104, Flg22 4h rep3"	Arabidopsis thaliana	leaf	6.5	Col-0	gain of function	"mutant, abiotic"	GSE11807	GSE11807_13	total RNA	biotin	GPL198
GSM298479	Reanalysis of GSM298479	"A.thaliana 35S::ERF104, H2O 4h rep1"	Arabidopsis thaliana	leaf	6.5	Col-0	gain of function	"mutant, abiotic"	GSE11807	GSE11807_16	total RNA	biotin	GPL198
GSM298481	Reanalysis of GSM298481	"A.thaliana 35S::ERF104, H2O 4h rep2"	Arabidopsis thaliana	leaf	6.5	Col-0	gain of function	"mutant, abiotic"	GSE11807	GSE11807_16	total RNA	biotin	GPL198
GSM298482	Reanalysis of GSM298482	"A.thaliana 35S::ERF104, H2O 4h rep3"	Arabidopsis thaliana	leaf	6.5	Col-0	gain of function	"mutant, abiotic"	GSE11807	GSE11807_16	total RNA	biotin	GPL198
GSM298486	Reanalysis of GSM298486	"A.thaliana mpk6-ko, Flg22 4h rep1"	Arabidopsis thaliana	leaf	6.5	Col-0	loss of function	"mutant, abiotic"	GSE11807	GSE11807_19	total RNA	biotin	GPL198
GSM298488	Reanalysis of GSM298488	"A.thaliana mpk6-ko, Flg22 4h rep2"	Arabidopsis thaliana	leaf	6.5	Col-0	loss of function	"mutant, abiotic"	GSE11807	GSE11807_19	total RNA	biotin	GPL198
GSM298490	Reanalysis of GSM298490	"A.thaliana mpk6-ko, Flg22 4h rep3"	Arabidopsis thaliana	leaf	6.5	Col-0	loss of function	"mutant, abiotic"	GSE11807	GSE11807_19	total RNA	biotin	GPL198
GSM298493	Reanalysis of GSM298493	"A.thaliana mpk6-ko, H2O 4h rep1"	Arabidopsis thaliana	leaf	6.5	Col-0	loss of function	"mutant, abiotic"	GSE11807	GSE11807_22	total RNA	biotin	GPL198
GSM298495	Reanalysis of GSM298495	"A.thaliana mpk6-ko, H2O 4h rep2"	Arabidopsis thaliana	leaf	6.5	Col-0	loss of function	"mutant, abiotic"	GSE11807	GSE11807_22	total RNA	biotin	GPL198
GSM298498	Reanalysis of GSM298498	"A.thaliana mpk6-ko, H2O 4h rep3"	Arabidopsis thaliana	leaf	6.5	Col-0	loss of function	"mutant, abiotic"	GSE11807	GSE11807_22	total RNA	biotin	GPL198
GSM299321	Reanalysis of GSM299321	Wild Type Germinating Seeds With Solvent Treatment Only Set 1 of 6	Arabidopsis thaliana	seed	0.5	Col-0	wild type		GSE11852	GSE11852_1	total RNA	biotin	GPL198
GSM299322	Reanalysis of GSM299322	Wild Type Germinating Seeds With Solvent Treatment Only Set 2 of 6	Arabidopsis thaliana	seed	0.5	Col-0	wild type		GSE11852	GSE11852_1	total RNA	biotin	GPL198
GSM299323	Reanalysis of GSM299323	Wild Type Germinating Seeds With Solvent Treatment Only Set 3 of 6	Arabidopsis thaliana	seed	0.5	Col-0	wild type		GSE11852	GSE11852_1	total RNA	biotin	GPL198
GSM299324	Reanalysis of GSM299324	Wild Type Germinating Seeds With Solvent Treatment Only Set 4 of 6	Arabidopsis thaliana	seed	0.5	Col-0	wild type		GSE11852	GSE11852_1	total RNA	biotin	GPL198
GSM299325	Reanalysis of GSM299325	Wild Type Germinating Seeds With Solvent Treatment Only Set 5 of 6	Arabidopsis thaliana	seed	0.5	Col-0	wild type		GSE11852	GSE11852_1	total RNA	biotin	GPL198
GSM299326	Reanalysis of GSM299326	Wild Type Germinating Seeds With Solvent Treatment Only Set 6 of 6	Arabidopsis thaliana	seed	0.5	Col-0	wild type		GSE11852	GSE11852_1	total RNA	biotin	GPL198
GSM299327	Reanalysis of GSM299327	pkl Mutant Germinating Seeds With Solvent Treatment Only Set 1 of 6	Arabidopsis thaliana	seed	0.5	Col-0		mutant	GSE11852	GSE11852_2	total RNA	biotin	GPL198
GSM299328	Reanalysis of GSM299328	pkl Mutant Germinating Seeds With Solvent Treatment Only Set 2 of 6	Arabidopsis thaliana	seed	0.5	Col-0		mutant	GSE11852	GSE11852_2	total RNA	biotin	GPL198
GSM299329	Reanalysis of GSM299329	pkl Mutant Germinating Seeds With Solvent Treatment Only Set 3 of 6	Arabidopsis thaliana	seed	0.5	Col-0		mutant	GSE11852	GSE11852_2	total RNA	biotin	GPL198
GSM299330	Reanalysis of GSM299330	pkl Mutant Germinating Seeds With Solvent Treatment Only Set 4 of 6	Arabidopsis thaliana	seed	0.5	Col-0		mutant	GSE11852	GSE11852_2	total RNA	biotin	GPL198
GSM299331	Reanalysis of GSM299331	pkl Mutant Germinating Seeds With Solvent Treatment Only Set 5 of 6	Arabidopsis thaliana	seed	0.5	Col-0		mutant	GSE11852	GSE11852_2	total RNA	biotin	GPL198
GSM299332	Reanalysis of GSM299332	pkl Mutant Germinating Seeds With Solvent Treatment Only Set 6 of 6	Arabidopsis thaliana	seed	0.5	Col-0		mutant	GSE11852	GSE11852_2	total RNA	biotin	GPL198
GSM299333	Reanalysis of GSM299333	Wild Type Germinating Seeds With Uniconazole Treatment Set 1 of 6	Arabidopsis thaliana	seed	0.5	Col-0	wild type	"mutant, abiotic"	GSE11852	GSE11852_3	total RNA	biotin	GPL198
GSM299334	Reanalysis of GSM299334	Wild Type Germinating Seeds With Uniconazole Treatment Set 2 of 6	Arabidopsis thaliana	seed	0.5	Col-0	wild type	"mutant, abiotic"	GSE11852	GSE11852_3	total RNA	biotin	GPL198
GSM299335	Reanalysis of GSM299335	Wild Type Germinating Seeds With Uniconazole Treatment Set 3 of 6	Arabidopsis thaliana	seed	0.5	Col-0	wild type	"mutant, abiotic"	GSE11852	GSE11852_3	total RNA	biotin	GPL198
GSM299336	Reanalysis of GSM299336	Wild Type Germinating Seeds With Uniconazole Treatment Set 4 of 6	Arabidopsis thaliana	seed	0.5	Col-0	wild type	"mutant, abiotic"	GSE11852	GSE11852_3	total RNA	biotin	GPL198
GSM299337	Reanalysis of GSM299337	Wild Type Germinating Seeds With Uniconazole Treatment Set 5 of 6	Arabidopsis thaliana	seed	0.5	Col-0	wild type	"mutant, abiotic"	GSE11852	GSE11852_3	total RNA	biotin	GPL198
GSM299338	Reanalysis of GSM299338	Wild Type Germinating Seeds With Uniconazole Treatment Set 6 of 6	Arabidopsis thaliana	seed	0.5	Col-0	wild type	"mutant, abiotic"	GSE11852	GSE11852_3	total RNA	biotin	GPL198
GSM299339	Reanalysis of GSM299339	pkl Mutant Germinating Seeds With Uniconazole Treatment Set 1 of 6	Arabidopsis thaliana	seed	0.5	Col-0	mutant	"mutant, abiotic"	GSE11852	GSE11852_4	total RNA	biotin	GPL198
GSM299340	Reanalysis of GSM299340	pkl Mutant Germinating Seeds With Uniconazole Treatment Set 2 of 6	Arabidopsis thaliana	seed	0.5	Col-0	mutant	"mutant, abiotic"	GSE11852	GSE11852_4	total RNA	biotin	GPL198
GSM299341	Reanalysis of GSM299341	pkl Mutant Germinating Seeds With Uniconazole Treatment Set 3 of 6	Arabidopsis thaliana	seed	0.5	Col-0	mutant	"mutant, abiotic"	GSE11852	GSE11852_4	total RNA	biotin	GPL198
GSM299408	Reanalysis of GSM299408	pkl Mutant Germinating Seeds With Uniconazole Treatment Set 4 of 6	Arabidopsis thaliana	seed	0.5	Col-0	mutant	"mutant, abiotic"	GSE11852	GSE11852_4	total RNA	biotin	GPL198
GSM299409	Reanalysis of GSM299409	pkl Mutant Germinating Seeds With Uniconazole Treatment Set 5 of 6	Arabidopsis thaliana	seed	0.5	Col-0	mutant	"mutant, abiotic"	GSE11852	GSE11852_4	total RNA	biotin	GPL198
GSM299410	Reanalysis of GSM299410	pkl Mutant Germinating Seeds With Uniconazole Treatment Set 6 of 6	Arabidopsis thaliana	seed	0.5	Col-0	mutant	"mutant, abiotic"	GSE11852	GSE11852_4	total RNA	biotin	GPL198
GSM311273	Reanalysis of GSM311273	"Laser capture microdissected (LCM) embryo proper at the pre-globular stage, biological replicate 1"	Arabidopsis thaliana	seed	-	Ws-0	wild type	development	GSE12404	GSE12402_1	total RNA	biotin	GPL198
GSM311274	Reanalysis of GSM311274	"Laser capture microdissected (LCM) embryo proper at the pre-globular stage, biological replicate 2"	Arabidopsis thaliana	seed	-	Ws-0	wild type	development	GSE12404	GSE12402_1	total RNA	biotin	GPL198
GSM311277	Reanalysis of GSM311277	"Laser capture microdissected (LCM) peripheral endosperm at the pre-globular stage, biological replicate 1"	Arabidopsis thaliana	seed	-	Ws-0	wild type	development	GSE12404	GSE12402_5	total RNA	biotin	GPL198
GSM311278	Reanalysis of GSM311278	"Laser capture microdissected (LCM) peripheral endosperm at the pre-globular stage, biological replicate 2"	Arabidopsis thaliana	seed	-	Ws-0	wild type	development	GSE12404	GSE12402_5	total RNA	biotin	GPL198
GSM311281	Reanalysis of GSM311281	"Laser capture microdissected (LCM) chalazal seed coat at the pre-globular stage, biological replicate 1"	Arabidopsis thaliana	seed	-	Ws-0	wild type	development	GSE12404	GSE12402_9	total RNA	biotin	GPL198
GSM311282	Reanalysis of GSM311282	"Laser capture microdissected (LCM) chalazal seed coat at the pre-globular stage, biological replicate 2"	Arabidopsis thaliana	seed	-	Ws-0	wild type	development	GSE12404	GSE12402_9	total RNA	biotin	GPL198
GSM311283	Reanalysis of GSM311283	"Laser capture microdissected (LCM) general seed coat at the pre-globular stage, biological replicate 1"	Arabidopsis thaliana	seed	-	Ws-0	wild type	development	GSE12404	GSE12402_11	total RNA	biotin	GPL198
GSM311284	Reanalysis of GSM311284	"Laser capture microdissected (LCM) general seed coat at the pre-globular stage, biological replicate 2"	Arabidopsis thaliana	seed	-	Ws-0	wild type	development	GSE12404	GSE12402_11	total RNA	biotin	GPL198
GSM311285	Reanalysis of GSM311285	"Laser capture microdissected (LCM) whole seed sections at the pre-globular stage, biological replicate 1"	Arabidopsis thaliana	seed	-	Ws-0	wild type	development	GSE12404	GSE12402_13	total RNA	biotin	GPL198
GSM311287	Reanalysis of GSM311287	"Laser capture microdissected (LCM) embryo proper at the linear-cotyledon stage, biological replicate 1"	Arabidopsis thaliana	seed	-	Ws-0	wild type	development	GSE12404	GSE12403_1	total RNA	biotin	GPL198
GSM311288	Reanalysis of GSM311288	"Laser capture microdissected (LCM) embryo proper at the linear-cotyledon stage, biological replicate 2"	Arabidopsis thaliana	seed	-	Ws-0	wild type	development	GSE12404	GSE12403_1	total RNA	biotin	GPL198
GSM311289	Reanalysis of GSM311289	"Laser capture microdissected (LCM) cellularized endosperm at the linear-cotyledon stage, biological replicate 1"	Arabidopsis thaliana	seed	-	Ws-0	wild type	development	GSE12404	GSE12403_3	total RNA	biotin	GPL198
GSM311290	Reanalysis of GSM311290	"Laser capture microdissected (LCM) cellularized endosperm at the linear-cotyledon stage, biological replicate 2"	Arabidopsis thaliana	seed	-	Ws-0	wild type	development	GSE12404	GSE12403_3	total RNA	biotin	GPL198
GSM311291	Reanalysis of GSM311291	"Laser capture microdissected (LCM) chalazal endosperm at the linear-cotyledon stage, biological replicate 1"	Arabidopsis thaliana	seed	-	Ws-0	wild type	development	GSE12404	GSE12403_5	total RNA	biotin	GPL198
GSM311294	Reanalysis of GSM311294	"Laser capture microdissected (LCM) chalazal seed coat at the linear-cotyledon stage, biological replicate 2"	Arabidopsis thaliana	seed	-	Ws-0	wild type	development	GSE12404	GSE12403_7	total RNA	biotin	GPL198
GSM311295	Reanalysis of GSM311295	"Laser capture microdissected (LCM) general seed coat at the linear-cotyledon stage, biological replicate 1"	Arabidopsis thaliana	seed	-	Ws-0	wild type	development	GSE12404	GSE12403_9	total RNA	biotin	GPL198
GSM311296	Reanalysis of GSM311296	"Laser capture microdissected (LCM) general seed coat at the linear-cotyledon stage, biological replicate 2"	Arabidopsis thaliana	seed	-	Ws-0	wild type	development	GSE12404	GSE12403_9	total RNA	biotin	GPL198
GSM499418	Reanalysis of GSM499418	"Laser capture microdissected (LCM) whole seeds at the linear-cotyledon stage, biological replicate 1"	Arabidopsis thaliana	seed	-	Ws-0	wild type	development	GSE12404	GSE12403_11	total RNA	biotin	GPL198
GSM499420	Reanalysis of GSM499420	"Laser capture microdissected (LCM) micropylar endosperm at the linear-cotyledon stage, biological replicate 1"	Arabidopsis thaliana	seed	-	Ws-0	wild type	development	GSE12404	GSE12403_13	total RNA	biotin	GPL198
GSM499421	Reanalysis of GSM499421	"Laser capture microdissected (LCM) micropylar endosperm at the linear-cotyledon stage, biological replicate 2"	Arabidopsis thaliana	seed	-	Ws-0	wild type	development	GSE12404	GSE12403_13	total RNA	biotin	GPL198
GSM315453	Reanalysis of GSM315453	"Arabidopsis pGL1::GL1-GR with mock treatment for 4 hours, sample 1"	Arabidopsis thaliana	aerial	-		gain of function	mutant	GSE12551	GSE12551_1	total RNA	biotin	GPL198
GSM315454	Reanalysis of GSM315454	"Arabidopsis pGL1::GL1-GR with mock treatment for 4 hours, sample 2"	Arabidopsis thaliana	aerial	-		gain of function	mutant	GSE12551	GSE12551_1	total RNA	biotin	GPL198
GSM315455	Reanalysis of GSM315455	"Arabidopsis pGL1::GL1-GR with mock treatment for 4 hours, sample 3"	Arabidopsis thaliana	aerial	-		gain of function	mutant	GSE12551	GSE12551_1	total RNA	biotin	GPL198
GSM315456	Reanalysis of GSM315456	"Arabidopsis pGL1::GL1-GR with Dex treatment for 4 hours, sample 1"	Arabidopsis thaliana	aerial	-		gain of function	mutant	GSE12551	GSE12551_4	total RNA	biotin	GPL198
GSM315457	Reanalysis of GSM315457	"Arabidopsis pGL1::GL1-GR with Dex treatment for 4 hours, sample 2"	Arabidopsis thaliana	aerial	-		gain of function	mutant	GSE12551	GSE12551_4	total RNA	biotin	GPL198
GSM315458	Reanalysis of GSM315458	"Arabidopsis pGL1::GL1-GR with Dex treatment for 4 hours, sample 3"	Arabidopsis thaliana	aerial	-		gain of function	mutant	GSE12551	GSE12551_4	total RNA	biotin	GPL198
GSM315459	Reanalysis of GSM315459	"Arabidopsis pGL1::GL1-GR with mock treatment for 24 hours, sample 1"	Arabidopsis thaliana	aerial	-		gain of function	mutant	GSE12551	GSE12551_7	total RNA	biotin	GPL198
GSM315460	Reanalysis of GSM315460	"Arabidopsis pGL1::GL1-GR with mock treatment for 24 hours, sample 2"	Arabidopsis thaliana	aerial	-		gain of function	mutant	GSE12551	GSE12551_7	total RNA	biotin	GPL198
GSM315461	Reanalysis of GSM315461	"Arabidopsis pGL1::GL1-GR with mock treatment for 24 hours, sample 3"	Arabidopsis thaliana	aerial	-		gain of function	mutant	GSE12551	GSE12551_7	total RNA	biotin	GPL198
GSM315462	Reanalysis of GSM315462	"Arabidopsis pGL1::GL1-GR with Dex treatment for 24 hours, sample 1"	Arabidopsis thaliana	aerial	-		gain of function	mutant	GSE12551	GSE12551_10	total RNA	biotin	GPL198
