Sample name	title	source name	organism	characteristics: Tissue	characteristics: Developmental Stage	characteristics: Ecotype	characteristics: Genotype	characteristics: Treatment	characteristics: Original series ID	characteristics: Replicate Group	molecule	label	platform
GSM748494	Reanalysis of GSM748494	seed germinating in countinuous light 48 h SL Replicate 2	Arabidopsis thaliana	seed	-	Col-0	wild type	development	GSE30223	GSE30223_28	total RNA	biotin	GPL198
GSM748495	Reanalysis of GSM748495	seed germinating in countinuous light 48 h SL Replicate 3	Arabidopsis thaliana	seed	-	Col-0	wild type	development	GSE30223	GSE30223_28	total RNA	biotin	GPL198
GSM756396	Reanalysis of GSM756396	Col-0 110811/36b	Arabidopsis thaliana	flower	-	Col-0	wild type	mutant	GSE30492	GSE30492_1	total RNA	biotin	GPL198
GSM756397	Reanalysis of GSM756397	Col-0 110812/50	Arabidopsis thaliana	flower	-	Col-0	wild type	mutant	GSE30492	GSE30492_1	total RNA	biotin	GPL198
GSM756398	Reanalysis of GSM756398	ant-1 110813/56	Arabidopsis thaliana	flower	-	Col-0		mutant	GSE30492	GSE30492_3	total RNA	biotin	GPL198
GSM756399	Reanalysis of GSM756399	ant-1 110814/27	Arabidopsis thaliana	flower	-	Col-0		mutant	GSE30492	GSE30492_3	total RNA	biotin	GPL198
GSM756400	Reanalysis of GSM756400	seu-3 110815/21	Arabidopsis thaliana	flower	-	Col-0		mutant	GSE30492	GSE30492_5	total RNA	biotin	GPL198
GSM756401	Reanalysis of GSM756401	seu-3 110816/61	Arabidopsis thaliana	flower	-	Col-0		mutant	GSE30492	GSE30492_5	total RNA	biotin	GPL198
GSM756402	Reanalysis of GSM756402	seu-3 ant-1 110817/7	Arabidopsis thaliana	flower	-	Col-0		mutant	GSE30492	GSE30492_7	total RNA	biotin	GPL198
GSM756403	Reanalysis of GSM756403	seu-3 ant-1 110818/47	Arabidopsis thaliana	flower	-	Col-0		mutant	GSE30492	GSE30492_7	total RNA	biotin	GPL198
GSM756404	Reanalysis of GSM756404	Col-0 110819/40b	Arabidopsis thaliana	flower	-	Col-0	wild type	mutant	GSE30492	GSE30492_1	total RNA	biotin	GPL198
GSM756405	Reanalysis of GSM756405	Col-0 110820/66	Arabidopsis thaliana	flower	-	Col-0	wild type	mutant	GSE30492	GSE30492_1	total RNA	biotin	GPL198
GSM756406	Reanalysis of GSM756406	ant-1 110821/30	Arabidopsis thaliana	flower	-	Col-0	mutant	mutant	GSE30492	GSE30492_3	total RNA	biotin	GPL198
GSM756407	Reanalysis of GSM756407	ant-1 110822/63	Arabidopsis thaliana	flower	-	Col-0	mutant	mutant	GSE30492	GSE30492_3	total RNA	biotin	GPL198
GSM756408	Reanalysis of GSM756408	seu-3 110823/33n	Arabidopsis thaliana	flower	-	Col-0	mutant	mutant	GSE30492	GSE30492_5	total RNA	biotin	GPL198
GSM756409	Reanalysis of GSM756409	seu-3 110824/74	Arabidopsis thaliana	flower	-	Col-0	mutant	mutant	GSE30492	GSE30492_5	total RNA	biotin	GPL198
GSM756410	Reanalysis of GSM756410	seu-3 ant-1 110825/10	Arabidopsis thaliana	flower	-	Col-0	mutant	mutant	GSE30492	GSE30492_7	total RNA	biotin	GPL198
GSM756411	Reanalysis of GSM756411	seu-3 ant-1 110826/59	Arabidopsis thaliana	flower	-	Col-0	mutant	mutant	GSE30492	GSE30492_7	total RNA	biotin	GPL198
GSM761691	Reanalysis of GSM761691	"seedling in dark treated with DEX, biological rep1"	Arabidopsis thaliana	seedling	0.5		gain of function	stress	GSE30712	GSE30712_1	total RNA	biotin	GPL198
GSM761692	Reanalysis of GSM761692	"seedling in dark treated with DEX, biological rep2"	Arabidopsis thaliana	seedling	0.5		gain of function	stress	GSE30712	GSE30712_1	total RNA	biotin	GPL198
GSM761693	Reanalysis of GSM761693	"seedling in dark treated with DEX, biological rep3"	Arabidopsis thaliana	seedling	0.5		gain of function	stress	GSE30712	GSE30712_1	total RNA	biotin	GPL198
GSM761694	Reanalysis of GSM761694	"seedling in dark treated with DEX, biological rep4"	Arabidopsis thaliana	seedling	0.5		gain of function	stress	GSE30712	GSE30712_1	total RNA	biotin	GPL198
GSM761695	Reanalysis of GSM761695	"seedling in far-red treated with DEX, biological rep1"	Arabidopsis thaliana	seedling	0.5		gain of function	stress	GSE30712	GSE30712_5	total RNA	biotin	GPL198
GSM761696	Reanalysis of GSM761696	"seedling in far-red treated with DEX, biological rep2"	Arabidopsis thaliana	seedling	0.5		gain of function	stress	GSE30712	GSE30712_5	total RNA	biotin	GPL198
GSM761697	Reanalysis of GSM761697	"seedling in far-red treated with DEX, biological rep3"	Arabidopsis thaliana	seedling	0.5		gain of function	stress	GSE30712	GSE30712_5	total RNA	biotin	GPL198
GSM761698	Reanalysis of GSM761698	"seedling in far-red treated with DEX, biological rep4"	Arabidopsis thaliana	seedling	0.5		gain of function	stress	GSE30712	GSE30712_5	total RNA	biotin	GPL198
GSM761699	Reanalysis of GSM761699	"seedling in dark treated with mock, biological rep1"	Arabidopsis thaliana	seedling	0.5		gain of function	stress	GSE30712	GSE30712_9	total RNA	biotin	GPL198
GSM761700	Reanalysis of GSM761700	"seedling in dark treated with mock, biological rep2"	Arabidopsis thaliana	seedling	0.5		gain of function	stress	GSE30712	GSE30712_9	total RNA	biotin	GPL198
GSM761701	Reanalysis of GSM761701	"seedling in dark treated with mock, biological rep3"	Arabidopsis thaliana	seedling	0.5		gain of function	stress	GSE30712	GSE30712_9	total RNA	biotin	GPL198
GSM761702	Reanalysis of GSM761702	"seedling in dark treated with mock, biological rep4"	Arabidopsis thaliana	seedling	0.5		gain of function	stress	GSE30712	GSE30712_9	total RNA	biotin	GPL198
GSM761703	Reanalysis of GSM761703	"seedling in far-red treated with mock, biological rep1"	Arabidopsis thaliana	seedling	0.5		gain of function	stress	GSE30712	GSE30712_13	total RNA	biotin	GPL198
GSM761704	Reanalysis of GSM761704	"seedling in far-red treated with mock, biological rep2"	Arabidopsis thaliana	seedling	0.5		gain of function	stress	GSE30712	GSE30712_13	total RNA	biotin	GPL198
GSM761705	Reanalysis of GSM761705	"seedling in far-red treated with mock, biological rep3"	Arabidopsis thaliana	seedling	0.5		gain of function	stress	GSE30712	GSE30712_13	total RNA	biotin	GPL198
GSM761706	Reanalysis of GSM761706	"seedling in far-red treated with mock, biological rep4"	Arabidopsis thaliana	seedling	0.5		gain of function	stress	GSE30712	GSE30712_13	total RNA	biotin	GPL198
GSM766309	Reanalysis of GSM766309	"etiolated Ler, biological rep1"	Arabidopsis thaliana	aerial	0.5	Ler		mutant	GSE30910	GSE30910_1	total RNA	biotin	GPL198
GSM766310	Reanalysis of GSM766310	"etiolated Ler, biological rep2"	Arabidopsis thaliana	aerial	0.5	Ler		mutant	GSE30910	GSE30910_1	total RNA	biotin	GPL198
GSM766311	Reanalysis of GSM766311	"etiolated Ler, biological rep3"	Arabidopsis thaliana	aerial	0.5	Ler		mutant	GSE30910	GSE30910_1	total RNA	biotin	GPL198
GSM766312	Reanalysis of GSM766312	"etiolated atbzip16, biological rep1"	Arabidopsis thaliana	aerial	0.5	Ler		mutant	GSE30910	GSE30910_4	total RNA	biotin	GPL198
GSM766313	Reanalysis of GSM766313	"etiolated atbzip16, biological rep2"	Arabidopsis thaliana	aerial	0.5	Ler		mutant	GSE30910	GSE30910_4	total RNA	biotin	GPL198
GSM766314	Reanalysis of GSM766314	"etiolated atbzip16, biological rep3"	Arabidopsis thaliana	aerial	0.5	Ler		mutant	GSE30910	GSE30910_4	total RNA	biotin	GPL198
GSM766315	Reanalysis of GSM766315	"RL/LD treated Ler, biological rep1"	Arabidopsis thaliana	aerial	0.5	Ler		mutant	GSE30910	GSE30910_7	total RNA	biotin	GPL198
GSM766316	Reanalysis of GSM766316	"RL/LD treated Ler, biological rep2"	Arabidopsis thaliana	aerial	0.5	Ler		mutant	GSE30910	GSE30910_7	total RNA	biotin	GPL198
GSM766317	Reanalysis of GSM766317	"RL/LD treated Ler, biological rep3"	Arabidopsis thaliana	aerial	0.5	Ler		mutant	GSE30910	GSE30910_7	total RNA	biotin	GPL198
GSM766318	Reanalysis of GSM766318	"RL/LD treated atbzip16, biological rep1"	Arabidopsis thaliana	aerial	0.5	Ler		mutant	GSE30910	GSE30910_10	total RNA	biotin	GPL198
GSM766319	Reanalysis of GSM766319	"RL/LD treated atbzip16, biological rep2"	Arabidopsis thaliana	aerial	0.5	Ler		mutant	GSE30910	GSE30910_10	total RNA	biotin	GPL198
GSM766320	Reanalysis of GSM766320	"RL/LD treated atbzip16, biological rep3"	Arabidopsis thaliana	aerial	0.5	Ler		mutant	GSE30910	GSE30910_10	total RNA	biotin	GPL198
GSM771373	Reanalysis of GSM771373	Wild Type Root Normoxia (mock) Biological Rep 1	Arabidopsis thaliana	root	-	Col-0	wild type	abiotic stress	GSE31158	GSE31158_1	total RNA	biotin	GPL198
GSM771374	Reanalysis of GSM771374	Wild Type Root Normoxia (mock) Biological Rep 2	Arabidopsis thaliana	root	-	Col-0	wild type	abiotic stress	GSE31158	GSE31158_1	total RNA	biotin	GPL198
GSM771375	Reanalysis of GSM771375	Wild Type Shoot Normoxia (mock) Biological Rep 1	Arabidopsis thaliana	shoot	-	Col-0	wild type	abiotic stress	GSE31158	GSE31158_3	total RNA	biotin	GPL198
GSM771376	Reanalysis of GSM771376	Wild Type Shoot Normoxia (mock) Biological Rep 2	Arabidopsis thaliana	shoot	-	Col-0	wild type	abiotic stress	GSE31158	GSE31158_3	total RNA	biotin	GPL198
GSM771377	Reanalysis of GSM771377	Wild Type Root Hypoxia Biological Rep 1	Arabidopsis thaliana	root	-	Col-0	wild type	abiotic stress	GSE31158	GSE31158_5	total RNA	biotin	GPL198
GSM771378	Reanalysis of GSM771378	Wild Type Root Hypoxia Biological Rep 2	Arabidopsis thaliana	root	-	Col-0	wild type	abiotic stress	GSE31158	GSE31158_5	total RNA	biotin	GPL198
GSM771379	Reanalysis of GSM771379	Wild Type Shoot Hypoxia Biological Rep 1	Arabidopsis thaliana	shoot	-	Col-0	wild type	abiotic stress	GSE31158	GSE31158_7	total RNA	biotin	GPL198
GSM771380	Reanalysis of GSM771380	Wild Type Shoot Hypoxia Biological Rep 2	Arabidopsis thaliana	shoot	-	Col-0	wild type	abiotic stress	GSE31158	GSE31158_7	total RNA	biotin	GPL198
GSM771381	Reanalysis of GSM771381	mpk6 T-DNA insertion Knockout Root Normoxia (mock) Biological Rep 1	Arabidopsis thaliana	root	-	Col-0	mutant	abiotic stress	GSE31158	GSE31158_9	total RNA	biotin	GPL198
GSM771382	Reanalysis of GSM771382	mpk6 T-DNA insertion Knockout Root Normoxia (mock) Biological Rep 2	Arabidopsis thaliana	root	-	Col-0	mutant	abiotic stress	GSE31158	GSE31158_9	total RNA	biotin	GPL198
GSM771383	Reanalysis of GSM771383	mpk6 T-DNA insertion Knockout Shoot Normoxia (mock) Biological Rep 1	Arabidopsis thaliana	shoot	-	Col-0	mutant	abiotic stress	GSE31158	GSE31158_11	total RNA	biotin	GPL198
GSM771384	Reanalysis of GSM771384	mpk6 T-DNA insertion Knockout Shoot Normoxia (mock) Biological Rep 2	Arabidopsis thaliana	shoot	-	Col-0	mutant	abiotic stress	GSE31158	GSE31158_11	total RNA	biotin	GPL198
GSM771385	Reanalysis of GSM771385	mpk6 T-DNA insertion Knockout Root Hypoxia Biological Rep 1	Arabidopsis thaliana	root	-	Col-0	mutant	abiotic stress	GSE31158	GSE31158_13	total RNA	biotin	GPL198
GSM771386	Reanalysis of GSM771386	mpk6 T-DNA insertion Knockout Root Hypoxia Biological Rep 2	Arabidopsis thaliana	root	-	Col-0	mutant	abiotic stress	GSE31158	GSE31158_13	total RNA	biotin	GPL198
GSM771387	Reanalysis of GSM771387	mpk6 T-DNA insertion Knockout Shoot Hypoxia Biological Rep 1	Arabidopsis thaliana	shoot	-	Col-0	mutant	abiotic stress	GSE31158	GSE31158_15	total RNA	biotin	GPL198
GSM771388	Reanalysis of GSM771388	mpk6 T-DNA insertion Knockout Shoot Hypoxia Biological Rep 2	Arabidopsis thaliana	shoot	-	Col-0	mutant	abiotic stress	GSE31158	GSE31158_15	total RNA	biotin	GPL198
GSM771389	Reanalysis of GSM771389	MPK6 Over Expression Root Normoxia (mock) Biological Rep 1	Arabidopsis thaliana	root	-	Col-0	gain of function	abiotic stress	GSE31158	GSE31158_17	total RNA	biotin	GPL198
GSM771390	Reanalysis of GSM771390	MPK6 Over Expression Root Normoxia (mock) Biological Rep 2	Arabidopsis thaliana	root	-	Col-0	gain of function	abiotic stress	GSE31158	GSE31158_17	total RNA	biotin	GPL198
GSM771391	Reanalysis of GSM771391	MPK6 Over Expression Shoot Normoxia (mock) Biological Rep 1	Arabidopsis thaliana	shoot	-	Col-0	gain of function	abiotic stress	GSE31158	GSE31158_19	total RNA	biotin	GPL198
GSM771392	Reanalysis of GSM771392	MPK6 Over Expression Shoot Normoxia (mock) Biological Rep 2	Arabidopsis thaliana	shoot	-	Col-0	gain of function	abiotic stress	GSE31158	GSE31158_19	total RNA	biotin	GPL198
GSM771393	Reanalysis of GSM771393	MPK6 Over Expression Root Hypoxia Biological Rep 1	Arabidopsis thaliana	root	-	Col-0	gain of function	abiotic stress	GSE31158	GSE31158_21	total RNA	biotin	GPL198
GSM771394	Reanalysis of GSM771394	MPK6 Over Expression Root Hypoxia Biological Rep 2	Arabidopsis thaliana	root	-	Col-0	gain of function	abiotic stress	GSE31158	GSE31158_21	total RNA	biotin	GPL198
GSM771395	Reanalysis of GSM771395	MPK6 Over Expression Root Hypoxia Biological Rep 3	Arabidopsis thaliana	root	-	Col-0	gain of function	abiotic stress	GSE31158	GSE31158_21	total RNA	biotin	GPL198
GSM771396	Reanalysis of GSM771396	MPK6 Over Expression Shoot Hypoxia Biological Rep 1	Arabidopsis thaliana	shoot	-	Col-0	gain of function	abiotic stress	GSE31158	GSE31158_24	total RNA	biotin	GPL198
GSM771397	Reanalysis of GSM771397	MPK6 Over Expression Shoot Hypoxia Biological Rep 2	Arabidopsis thaliana	shoot	-	Col-0	gain of function	abiotic stress	GSE31158	GSE31158_24	total RNA	biotin	GPL198
GSM784820	Reanalysis of GSM784820	"phyABCDE, Dark, biol rep 1"	Arabidopsis thaliana	seedling	0.5	Ler		mutant	GSE31587	GSE31587_1	total RNA	biotin	GPL198
GSM784821	Reanalysis of GSM784821	"phyABCDE, Dark, biol rep 2"	Arabidopsis thaliana	seedling	0.5	Ler		mutant	GSE31587	GSE31587_1	total RNA	biotin	GPL198
GSM784822	Reanalysis of GSM784822	"phyABCDE, Dark, biol rep 3"	Arabidopsis thaliana	seedling	0.5	Ler		mutant	GSE31587	GSE31587_1	total RNA	biotin	GPL198
GSM784823	Reanalysis of GSM784823	"phyABCDE, Rc50, biol rep 1"	Arabidopsis thaliana	seedling	0.5	Ler		mutant	GSE31587	GSE31587_4	total RNA	biotin	GPL198
GSM784824	Reanalysis of GSM784824	"phyABCDE, Rc50, biol rep 2"	Arabidopsis thaliana	seedling	0.5	Ler		mutant	GSE31587	GSE31587_4	total RNA	biotin	GPL198
GSM784825	Reanalysis of GSM784825	"phyABCDE, Rc50, biol rep 3"	Arabidopsis thaliana	seedling	0.5	Ler		mutant	GSE31587	GSE31587_4	total RNA	biotin	GPL198
GSM784826	Reanalysis of GSM784826	"phyABCDE, 4-day dark growth followed by 2 hours of Rc50, biol rep 1"	Arabidopsis thaliana	seedling	0.5	Ler		mutant	GSE31587	GSE31587_7	total RNA	biotin	GPL198
GSM784827	Reanalysis of GSM784827	"phyABCDE, 4-day dark growth followed by 2 hours of Rc50, biol rep 2"	Arabidopsis thaliana	seedling	0.5	Ler		mutant	GSE31587	GSE31587_7	total RNA	biotin	GPL198
GSM784828	Reanalysis of GSM784828	"phyABDE, Dark, biol rep 1"	Arabidopsis thaliana	seedling	0.5	Ler		mutant	GSE31587	GSE31587_9	total RNA	biotin	GPL198
GSM784829	Reanalysis of GSM784829	"phyABDE, Dark, biol rep 2"	Arabidopsis thaliana	seedling	0.5	Ler		mutant	GSE31587	GSE31587_9	total RNA	biotin	GPL198
GSM784830	Reanalysis of GSM784830	"phyABDE, Dark, biol rep 3"	Arabidopsis thaliana	seedling	0.5	Ler		mutant	GSE31587	GSE31587_9	total RNA	biotin	GPL198
GSM784831	Reanalysis of GSM784831	"phyABDE, Rc50, biol rep 1"	Arabidopsis thaliana	seedling	0.5	Ler		mutant	GSE31587	GSE31587_12	total RNA	biotin	GPL198
GSM784832	Reanalysis of GSM784832	"phyABDE, Rc50, biol rep 2"	Arabidopsis thaliana	seedling	0.5	Ler		mutant	GSE31587	GSE31587_12	total RNA	biotin	GPL198
GSM784833	Reanalysis of GSM784833	"phyABDE, Rc50, biol rep 3"	Arabidopsis thaliana	seedling	0.5	Ler		mutant	GSE31587	GSE31587_12	total RNA	biotin	GPL198
GSM784834	Reanalysis of GSM784834	"phyABDE, 4-day dark growth followed by 2 hours of Rc50, biol rep 1"	Arabidopsis thaliana	seedling	0.5	Ler		mutant	GSE31587	GSE31587_15	total RNA	biotin	GPL198
GSM784835	Reanalysis of GSM784835	"phyABDE, 4-day dark growth followed by 2 hours of Rc50, biol rep 2"	Arabidopsis thaliana	seedling	0.5	Ler		mutant	GSE31587	GSE31587_15	total RNA	biotin	GPL198
GSM784836	Reanalysis of GSM784836	"WT, Dark, biol rep 1"	Arabidopsis thaliana	seedling	0.5	Ler	wild type	mutant	GSE31587	GSE31587_17	total RNA	biotin	GPL198
GSM784837	Reanalysis of GSM784837	"WT, Dark, biol rep 2"	Arabidopsis thaliana	seedling	0.5	Ler	wild type	mutant	GSE31587	GSE31587_17	total RNA	biotin	GPL198
GSM784838	Reanalysis of GSM784838	"WT, Dark, biol rep 3"	Arabidopsis thaliana	seedling	0.5	Ler	wild type	mutant	GSE31587	GSE31587_17	total RNA	biotin	GPL198
GSM784839	Reanalysis of GSM784839	"WT, Dark, biol rep 4"	Arabidopsis thaliana	seedling	0.5	Ler	wild type	mutant	GSE31587	GSE31587_17	total RNA	biotin	GPL198
GSM784840	Reanalysis of GSM784840	"WT, Rc50, biol rep 1"	Arabidopsis thaliana	seedling	0.5	Ler	wild type	mutant	GSE31587	GSE31587_18	total RNA	biotin	GPL198
GSM784841	Reanalysis of GSM784841	"WT, Rc50, biol rep 2"	Arabidopsis thaliana	seedling	0.5	Ler	wild type	mutant	GSE31587	GSE31587_18	total RNA	biotin	GPL198
GSM784907	Reanalysis of GSM784907	genotype: Arabidopsis thaliana ecotypes Col-0 - rep1	Arabidopsis thaliana	root	1.03	Col-0	wild type	mutant	GSE31593	GSE31593_1	total RNA	biotin	GPL198
GSM784908	Reanalysis of GSM784908	genotype: Arabidopsis thaliana ecotypes Col-0 - rep2	Arabidopsis thaliana	root	1.03	Col-0	wild type	mutant	GSE31593	GSE31593_1	total RNA	biotin	GPL198
GSM784909	Reanalysis of GSM784909	genotype: Arabidopsis thaliana ecotypes Col-0 - rep3	Arabidopsis thaliana	root	1.03	Col-0	wild type	mutant	GSE31593	GSE31593_1	total RNA	biotin	GPL198
GSM784910	Reanalysis of GSM784910	genotype: Arabidopsis thaliana ecotypes WS - rep1	Arabidopsis thaliana	root	1.03	ws		mutant	GSE31593	GSE31593_4	total RNA	biotin	GPL198
GSM784911	Reanalysis of GSM784911	genotype: Arabidopsis thaliana ecotypes WS - rep2	Arabidopsis thaliana	root	1.03	ws		mutant	GSE31593	GSE31593_4	total RNA	biotin	GPL198
GSM784912	Reanalysis of GSM784912	genotype: Arabidopsis thaliana ecotypes WS - rep3	Arabidopsis thaliana	root	1.03	ws		mutant	GSE31593	GSE31593_4	total RNA	biotin	GPL198
GSM784913	Reanalysis of GSM784913	genotype: Triple mutant grf1/grf2/grf3 - rep1	Arabidopsis thaliana	root	1.03	Col-0		mutant	GSE31593	GSE31593_7	total RNA	biotin	GPL198
GSM784914	Reanalysis of GSM784914	genotype: Triple mutant grf1/grf2/grf3 - rep2	Arabidopsis thaliana	root	1.03	Col-0		mutant	GSE31593	GSE31593_7	total RNA	biotin	GPL198
GSM784915	Reanalysis of GSM784915	genotype: Triple mutant grf1/grf2/grf3 - rep3	Arabidopsis thaliana	root	1.03	Col-0		mutant	GSE31593	GSE31593_7	total RNA	biotin	GPL198
GSM784916	Reanalysis of GSM784916	genotype: P35S:rGRF1 overexpression - rep1	Arabidopsis thaliana	root	1.03	Col-0		mutant	GSE31593	GSE31593_10	total RNA	biotin	GPL198
GSM784917	Reanalysis of GSM784917	genotype: P35S:rGRF1 overexpression - rep2	Arabidopsis thaliana	root	1.03	Col-0		mutant	GSE31593	GSE31593_10	total RNA	biotin	GPL198
GSM784918	Reanalysis of GSM784918	genotype: P35S:rGRF1 overexpression - rep3	Arabidopsis thaliana	root	1.03	Col-0		mutant	GSE31593	GSE31593_10	total RNA	biotin	GPL198
GSM784919	Reanalysis of GSM784919	genotype: P35S:rGRF3 overexpression - rep1	Arabidopsis thaliana	root	1.03	ws		mutant	GSE31593	GSE31593_13	total RNA	biotin	GPL198
GSM784920	Reanalysis of GSM784920	genotype: P35S:rGRF3 overexpression - rep2	Arabidopsis thaliana	root	1.03	ws		mutant	GSE31593	GSE31593_13	total RNA	biotin	GPL198
GSM784921	Reanalysis of GSM784921	genotype: P35S:rGRF3 overexpression - rep3	Arabidopsis thaliana	root	1.03	ws		mutant	GSE31593	GSE31593_13	total RNA	biotin	GPL198
GSM788390	Reanalysis of GSM788390	WT-Root-Control-1	Arabidopsis thaliana	root	6.1			abiotic stress	GSE31778	GSE31778_1	total RNA	biotin	GPL198
GSM788391	Reanalysis of GSM788391	WT-Root-Control-2	Arabidopsis thaliana	root	6.1			abiotic stress	GSE31778	GSE31778_1	total RNA	biotin	GPL198
GSM788392	Reanalysis of GSM788392	WT-Root-Control-3	Arabidopsis thaliana	root	6.1			abiotic stress	GSE31778	GSE31778_1	total RNA	biotin	GPL198
GSM788393	Reanalysis of GSM788393	WT-Root-+Zn-1	Arabidopsis thaliana	root	6.1			abiotic stress	GSE31778	GSE31778_4	total RNA	biotin	GPL198
GSM788394	Reanalysis of GSM788394	WT-Root-+Zn-2	Arabidopsis thaliana	root	6.1			abiotic stress	GSE31778	GSE31778_4	total RNA	biotin	GPL198
GSM788395	Reanalysis of GSM788395	WT-Root-+Zn-3	Arabidopsis thaliana	root	6.1			abiotic stress	GSE31778	GSE31778_4	total RNA	biotin	GPL198
GSM788396	Reanalysis of GSM788396	RNAi-Root-Control-1	Arabidopsis thaliana	root	6.1			abiotic stress	GSE31778	GSE31778_7	total RNA	biotin	GPL198
GSM788397	Reanalysis of GSM788397	RNAi-Root-Control-2	Arabidopsis thaliana	root	6.1			abiotic stress	GSE31778	GSE31778_7	total RNA	biotin	GPL198
GSM788398	Reanalysis of GSM788398	RNAi-Root-Control-3	Arabidopsis thaliana	root	6.1			abiotic stress	GSE31778	GSE31778_7	total RNA	biotin	GPL198
GSM788399	Reanalysis of GSM788399	RNAi-Root-+Zn-1	Arabidopsis thaliana	root	6.1			abiotic stress	GSE31778	GSE31778_10	total RNA	biotin	GPL198
GSM788400	Reanalysis of GSM788400	RNAi-Root-+Zn-2	Arabidopsis thaliana	root	6.1			abiotic stress	GSE31778	GSE31778_10	total RNA	biotin	GPL198
GSM788401	Reanalysis of GSM788401	RNAi-Root-+Zn-3	Arabidopsis thaliana	root	6.1			abiotic stress	GSE31778	GSE31778_10	total RNA	biotin	GPL198
GSM789666	Reanalysis of GSM789666	22C_0h_rep1	Arabidopsis thaliana	suspension cell	-	Col-0	wild type	abiotic stress	GSE31837	GSE31837_1	total RNA	biotin	GPL198
GSM789667	Reanalysis of GSM789667	22C_1h_rep1	Arabidopsis thaliana	suspension cell	-	Col-0	wild type	abiotic stress	GSE31837	GSE31837_2	total RNA	biotin	GPL198
GSM789668	Reanalysis of GSM789668	22C_3h_rep1	Arabidopsis thaliana	suspension cell	-	Col-0	wild type	abiotic stress	GSE31837	GSE31837_3	total RNA	biotin	GPL198
GSM789669	Reanalysis of GSM789669	4C_0h_rep1	Arabidopsis thaliana	suspension cell	-	Col-0	wild type	abiotic stress	GSE31837	GSE31837_4	total RNA	biotin	GPL198
GSM789670	Reanalysis of GSM789670	4C_1h_rep1	Arabidopsis thaliana	suspension cell	-	Col-0	wild type	abiotic stress	GSE31837	GSE31837_5	total RNA	biotin	GPL198
GSM789671	Reanalysis of GSM789671	4C_3h_rep1	Arabidopsis thaliana	suspension cell	-	Col-0	wild type	abiotic stress	GSE31837	GSE31837_6	total RNA	biotin	GPL198
GSM789672	Reanalysis of GSM789672	4C_6h_rep1	Arabidopsis thaliana	suspension cell	-	Col-0	wild type	abiotic stress	GSE31837	GSE31837_7	total RNA	biotin	GPL198
GSM789673	Reanalysis of GSM789673	22C_0h_rep2	Arabidopsis thaliana	suspension cell	-	Col-0	wild type	abiotic stress	GSE31837	GSE31837_1	total RNA	biotin	GPL198
GSM789674	Reanalysis of GSM789674	22C_1h_rep2	Arabidopsis thaliana	suspension cell	-	Col-0	wild type	abiotic stress	GSE31837	GSE31837_2	total RNA	biotin	GPL198
GSM789675	Reanalysis of GSM789675	22C_3h_rep2	Arabidopsis thaliana	suspension cell	-	Col-0	wild type	abiotic stress	GSE31837	GSE31837_3	total RNA	biotin	GPL198
GSM789676	Reanalysis of GSM789676	4C_0h_rep2	Arabidopsis thaliana	suspension cell	-	Col-0	wild type	abiotic stress	GSE31837	GSE31837_4	total RNA	biotin	GPL198
GSM789677	Reanalysis of GSM789677	4C_1h_rep2	Arabidopsis thaliana	suspension cell	-	Col-0	wild type	abiotic stress	GSE31837	GSE31837_5	total RNA	biotin	GPL198
GSM789678	Reanalysis of GSM789678	4C_3h_rep2	Arabidopsis thaliana	suspension cell	-	Col-0	wild type	abiotic stress	GSE31837	GSE31837_6	total RNA	biotin	GPL198
GSM789679	Reanalysis of GSM789679	4C_6h_rep2	Arabidopsis thaliana	suspension cell	-	Col-0	wild type	abiotic stress	GSE31837	GSE31837_7	total RNA	biotin	GPL198
GSM789680	Reanalysis of GSM789680	22C_0h_rep3	Arabidopsis thaliana	suspension cell	-	Col-0	wild type	abiotic stress	GSE31837	GSE31837_1	total RNA	biotin	GPL198
GSM789681	Reanalysis of GSM789681	22C_1h_rep3	Arabidopsis thaliana	suspension cell	-	Col-0	wild type	abiotic stress	GSE31837	GSE31837_2	total RNA	biotin	GPL198
GSM789682	Reanalysis of GSM789682	22C_3h_rep3	Arabidopsis thaliana	suspension cell	-	Col-0	wild type	abiotic stress	GSE31837	GSE31837_3	total RNA	biotin	GPL198
GSM789683	Reanalysis of GSM789683	4C_0h_rep3	Arabidopsis thaliana	suspension cell	-	Col-0	wild type	abiotic stress	GSE31837	GSE31837_4	total RNA	biotin	GPL198
GSM789684	Reanalysis of GSM789684	4C_1h_rep3	Arabidopsis thaliana	suspension cell	-	Col-0	wild type	abiotic stress	GSE31837	GSE31837_5	total RNA	biotin	GPL198
GSM789685	Reanalysis of GSM789685	4C_3h_rep3	Arabidopsis thaliana	suspension cell	-	Col-0	wild type	abiotic stress	GSE31837	GSE31837_6	total RNA	biotin	GPL198
GSM789686	Reanalysis of GSM789686	4C_6h_rep3	Arabidopsis thaliana	suspension cell	-	Col-0	wild type	abiotic stress	GSE31837	GSE31837_7	total RNA	biotin	GPL198
GSM791904	Reanalysis of GSM791904	"4-day-old Arabidopsis plants (Col-0) treated with 0 uM As, biological rep1"	Arabidopsis thaliana	root	0.5	Col-0	wild type	abiotic stress	GSE31977	GSE31977_1	total RNA	biotin	GPL198
GSM791905	Reanalysis of GSM791905	"4-day-old Arabidopsis plants (Col-0) treated with 0 uM As, biological rep2"	Arabidopsis thaliana	root	0.5	Col-0	wild type	abiotic stress	GSE31977	GSE31977_1	total RNA	biotin	GPL198
